Match Date,Name,Runs,Balls,Fours,Sixes,Strike Rate,Country,Born,Team,Venue,Season
2013-04-03,Unmukt Chand,0,1,0,0,0.00,India,1993-03-26,DD,Kolkata,2013
2013-04-03,David Warner,21,19,4,0,110.53,Australia,1986-10-27,DD,Kolkata,2013
2013-04-03,Mahela Jayawardene,66,52,8,1,126.92,Sri Lanka,1977-05-27,DD,Kolkata,2013
2013-04-03,Manprit Juneja,8,9,1,0,88.89,India,1990-09-12,DD,Kolkata,2013
2013-04-03,Naman Ojha,9,9,1,0,100.00,India,1983-07-20,DD,Kolkata,2013
2013-04-03,Johan Botha,7,6,1,0,116.67,South Africa,1982-05-02,DD,Kolkata,2013
2013-04-03,Irfan Pathan,4,7,0,0,57.14,India,1984-10-27,DD,Kolkata,2013
2013-04-03,Andre Russell,4,8,0,0,50.00,West Indies,1988-04-29,DD,Kolkata,2013
2013-04-03,Shahbaz Nadeem,4,8,0,0,50.00,India,1989-08-12,DD,Kolkata,2013
2013-04-03,Ashish Nehra,0,1,0,0,0.00,India,1979-04-29,DD,Kolkata,2013
2013-04-03,Manvinder Bisla,4,9,1,0,44.44,India,1984-12-27,KKR,Kolkata,2013
2013-04-03,Gautam Gambhir,41,29,5,1,141.38,India,1981-10-14,KKR,Kolkata,2013
2013-04-03,Jacques Kallis,23,20,5,0,115.00,South Africa,1975-10-16,KKR,Kolkata,2013
2013-04-03,Manoj Tiwary,23,23,2,0,100.00,India,1985-11-14,KKR,Kolkata,2013
2013-04-03,Eoin Morgan,14,15,1,0,93.33,England,1986-09-10,KKR,Kolkata,2013
2013-04-03,Yusuf Pathan,18,16,0,1,112.50,India,1982-11-17,KKR,Kolkata,2013
2013-04-04,Chris Gayle,92,58,11,5,158.62,West Indies,1979-09-21,RCB,Bengaluru,2013
2013-04-04,Tillakaratne Dilshan,0,8,0,0,0.00,Sri Lanka,1976-10-14,RCB,Bengaluru,2013
2013-04-04,Virat Kohli,24,14,4,1,171.43,India,1988-11-05,RCB,Bengaluru,2013
2013-04-04,Mayank Agarwal,1,5,0,0,20.00,India,1991-02-16,RCB,Bengaluru,2013
2013-04-04,Daniel Christian,4,13,0,0,30.77,Australia,1983-05-04,RCB,Bengaluru,2013
2013-04-04,Karun Nair,0,3,0,0,0.00,India,1991-12-06,RCB,Bengaluru,2013
2013-04-04,Arun Karthik,19,19,3,0,100.00,India,1986-02-15,RCB,Bengaluru,2013
2013-04-04,Ricky Ponting,28,33,1,1,84.85,Australia,1974-12-19,MI,Bengaluru,2013
2013-04-04,Sachin Tendulkar,23,19,4,0,121.05,India,1973-04-24,MI,Bengaluru,2013
2013-04-04,Dinesh Karthik,60,37,3,4,162.16,India,1985-06-01,MI,Bengaluru,2013
2013-04-04,Rohit Sharma,11,11,1,0,100.00,India,1987-04-30,MI,Bengaluru,2013
2013-04-04,Ambati Rayudu,18,18,1,0,100.00,India,1985-09-23,MI,Bengaluru,2013
2013-04-04,Kieron Pollard,5,2,1,0,250.00,West Indies,1987-05-12,MI,Bengaluru,2013
2013-04-04,Harbhajan Singh,1,1,0,0,100.00,India,1980-07-03,MI,Bengaluru,2013
2013-04-05,Akshath Reddy,27,30,2,0,90.00,India,1991-02-11,SH,Hyderabad,2013
2013-04-05,Parthiv Patel,19,18,3,0,105.56,India,1985-03-09,SH,Hyderabad,2013
2013-04-05,Kumar Sangakkara,15,16,2,0,93.75,Sri Lanka,1977-10-27,SH,Hyderabad,2013
2013-04-05,Cameron White,10,18,0,0,55.56,Australia,1983-08-18,SH,Hyderabad,2013
2013-04-05,Thisara Perera,30,18,3,1,166.67,Sri Lanka,1989-04-03,SH,Hyderabad,2013
2013-04-05,Hanuma Vihari,11,12,1,0,91.67,India,1993-10-13,SH,Hyderabad,2013
2013-04-05,Ashish Reddy,7,4,1,0,175.00,India,1991-02-24,SH,Hyderabad,2013
2013-04-05,Dwaraka Ravi Teja,4,4,0,0,100.00,India,1987-09-05,SH,Hyderabad,2013
2013-04-05,Robin Uthappa,24,22,2,1,109.09,India,1985-11-11,PW,Hyderabad,2013
2013-04-05,Manish Pandey,15,29,0,0,51.72,India,1989-09-10,PW,Hyderabad,2013
2013-04-05,Marlon Samuels,5,9,1,0,55.56,West Indies,1981-02-05,PW,Hyderabad,2013
2013-04-05,Yuvraj Singh,2,5,0,0,40.00,India,1981-12-12,PW,Hyderabad,2013
2013-04-05,Ross Taylor,19,19,0,0,100.00,New Zealand,1984-03-08,PW,Hyderabad,2013
2013-04-05,Abhishek Nayar,19,14,2,0,135.71,India,1983-10-08,PW,Hyderabad,2013
2013-04-05,Angelo Mathews,8,6,1,0,133.33,Sri Lanka,1987-06-02,PW,Hyderabad,2013
2013-04-05,Mitchell Marsh,7,3,0,1,233.33,Australia,1991-10-20,PW,Hyderabad,2013
2013-04-05,Bhuvneshwar Kumar,3,3,0,0,100.00,India,1990-02-05,PW,Hyderabad,2013
2013-04-05,Rahul Sharma,0,1,0,0,0.00,India,1986-11-30,PW,Hyderabad,2013
2013-04-06,Kusal Perera,14,12,3,0,116.67,Sri Lanka,1990-08-17,RR,Delhi,2013
2013-04-06,Ajinkya Rahane,28,24,3,0,116.67,India,1988-06-06,RR,Delhi,2013
2013-04-06,Rahul Dravid,65,51,6,2,127.45,India,1973-01-11,RR,Delhi,2013
2013-04-06,Stuart Binny,40,20,2,3,200.00,India,1984-06-03,RR,Delhi,2013
2013-04-06,Brad Hodge,5,7,0,0,71.43,Australia,1974-12-29,RR,Delhi,2013
2013-04-06,Kevon Cooper,2,2,0,0,100.00,West Indies,1989-02-16,RR,Delhi,2013
2013-04-06,Ashok Menaria,1,2,0,0,50.00,India,1990-10-29,RR,Delhi,2013
2013-04-06,S Sreesanth,0,0,0,0,0.00,India,1983-02-06,RR,Delhi,2013
2013-04-06,Rahul Shukla,1,2,0,0,50.00,India,1990-08-28,RR,Delhi,2013
2013-04-06,David Warner,77,56,9,1,137.50,Australia,1986-10-27,DD,Delhi,2013
2013-04-06,Unmukt Chand,23,19,2,1,121.05,India,1993-03-26,DD,Delhi,2013
2013-04-06,Mahela Jayawardene,19,16,1,0,118.75,Sri Lanka,1977-05-27,DD,Delhi,2013
2013-04-06,Manprit Juneja,20,18,1,1,111.11,India,1990-09-12,DD,Delhi,2013
2013-04-06,Andre Russell,7,6,0,0,116.67,West Indies,1988-04-29,DD,Delhi,2013
2013-04-06,Johan Botha,2,3,0,0,66.67,South Africa,1982-05-02,DD,Delhi,2013
2013-04-06,Irfan Pathan,1,1,0,0,100.00,India,1984-10-27,DD,Delhi,2013
2013-04-06,Naman Ojha,0,1,0,0,0.00,India,1983-07-20,DD,Delhi,2013
2013-04-06,Ricky Ponting,6,10,0,0,60.00,Australia,1974-12-19,MI,Chennai,2013
2013-04-06,Sachin Tendulkar,0,1,0,0,0.00,India,1973-04-24,MI,Chennai,2013
2013-04-06,Dinesh Karthik,37,25,4,1,148.00,India,1985-06-01,MI,Chennai,2013
2013-04-06,Rohit Sharma,8,10,1,0,80.00,India,1987-04-30,MI,Chennai,2013
2013-04-06,Ambati Rayudu,7,10,0,0,70.00,India,1985-09-23,MI,Chennai,2013
2013-04-06,Kieron Pollard,57,38,4,5,150.00,West Indies,1987-05-12,MI,Chennai,2013
2013-04-06,Dwayne Smith,3,5,0,0,60.00,West Indies,1983-04-12,MI,Chennai,2013
2013-04-06,Harbhajan Singh,21,21,1,1,100.00,India,1980-07-03,MI,Chennai,2013
2013-04-06,Michael Hussey,20,23,3,0,86.96,Australia,1975-05-27,CSK,Chennai,2013
2013-04-06,Murali Vijay,5,8,0,0,62.50,India,1984-04-01,CSK,Chennai,2013
2013-04-06,Suresh Raina,10,7,1,0,142.86,India,1986-11-27,CSK,Chennai,2013
2013-04-06,Dwayne Bravo,10,17,0,0,58.82,West Indies,1983-10-07,CSK,Chennai,2013
2013-04-06,S Badrinath,16,16,1,0,100.00,India,1980-08-30,CSK,Chennai,2013
2013-04-06,MS Dhoni,51,26,5,3,196.15,India,1981-07-07,CSK,Chennai,2013
2013-04-06,Ravindra Jadeja,16,11,1,1,145.45,India,1988-12-06,CSK,Chennai,2013
2013-04-06,Ravichandran Ashwin,2,5,0,0,40.00,India,1986-09-17,CSK,Chennai,2013
2013-04-06,Ben Laughlin,0,1,0,0,0.00,Australia,1982-10-03,CSK,Chennai,2013
2013-04-06,Ankit Rajpoot,2,6,0,0,33.33,India,1993-12-04,CSK,Chennai,2013
2013-04-07,Robin Uthappa,19,23,2,0,82.61,India,1985-11-11,PW,Pune,2013
2013-04-07,Manish Pandey,0,4,0,0,0.00,India,1989-09-10,PW,Pune,2013
2013-04-07,Tirumalsetti Suman,6,14,1,0,42.86,India,1983-12-15,PW,Pune,2013
2013-04-07,Marlon Samuels,3,9,0,0,33.33,West Indies,1981-02-05,PW,Pune,2013
2013-04-07,Ross Taylor,15,19,1,0,78.95,New Zealand,1984-03-08,PW,Pune,2013
2013-04-07,Angelo Mathews,4,4,1,0,100.00,Sri Lanka,1987-06-02,PW,Pune,2013
