Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Glenn Maxwell,10,10,1,0,100.00,Kings XI Punjab,2015-05-13
David Miller,14,4,0,2,350.00,Kings XI Punjab,2015-05-13
George Bailey,13,9,1,0,144.44,Kings XI Punjab,2015-05-13
Axar Patel,20,15,1,1,133.33,Kings XI Punjab,2015-05-13
Gurkeerat Singh Mann,2,3,0,0,66.67,Kings XI Punjab,2015-05-13
Rishi Dhawan,1,1,0,0,100.00,Kings XI Punjab,2015-05-13
Chris Gayle,17,14,1,1,121.43,Royal Challengers Bangalore,2015-05-13
Virat Kohli,19,9,2,1,211.11,Royal Challengers Bangalore,2015-05-13
AB de Villiers,10,9,1,0,111.11,Royal Challengers Bangalore,2015-05-13
Mandeep Singh,20,14,2,0,142.86,Royal Challengers Bangalore,2015-05-13
Dinesh Karthik,2,4,0,0,50.00,Royal Challengers Bangalore,2015-05-13
Sarfaraz Khan,4,6,0,0,66.67,Royal Challengers Bangalore,2015-05-13
David Wiese,4,5,0,0,80.00,Royal Challengers Bangalore,2015-05-13
Harshal Patel,0,0,0,0,0.00,Royal Challengers Bangalore,2015-05-13
Lendl Simmons,14,16,1,1,87.50,Mumbai Indians,2015-05-14
Parthiv Patel,21,14,3,0,150.00,Mumbai Indians,2015-05-14
Rohit Sharma,30,21,5,0,142.86,Mumbai Indians,2015-05-14
Ambati Rayudu,2,3,0,0,66.67,Mumbai Indians,2015-05-14
Kieron Pollard,33,38,1,1,86.84,Mumbai Indians,2015-05-14
Hardik Pandya,61,31,8,2,196.77,Mumbai Indians,2015-05-14
Robin Uthappa,25,20,3,1,125.00,Kolkata Knight Riders,2015-05-14
Gautam Gambhir,38,29,5,0,131.03,Kolkata Knight Riders,2015-05-14
Manish Pandey,1,1,0,0,100.00,Kolkata Knight Riders,2015-05-14
Yusuf Pathan,52,37,5,2,140.54,Kolkata Knight Riders,2015-05-14
Shakib Al Hasan,23,15,3,0,153.33,Kolkata Knight Riders,2015-05-14
Andre Russell,2,4,0,0,50.00,Kolkata Knight Riders,2015-05-14
Suryakumar Yadav,11,5,2,0,220.00,Kolkata Knight Riders,2015-05-14
Piyush Chawla,1,7,0,0,14.29,Kolkata Knight Riders,2015-05-14
Umesh Yadav,5,2,1,0,250.00,Kolkata Knight Riders,2015-05-14
David Warner,52,32,5,1,162.50,Sunrisers Hyderabad,2015-05-15
Shikhar Dhawan,8,7,1,0,114.29,Sunrisers Hyderabad,2015-05-15
Moises Henriques,57,22,5,4,259.09,Sunrisers Hyderabad,2015-05-15
Eoin Morgan,11,7,0,1,157.14,Sunrisers Hyderabad,2015-05-15
Chris Gayle,35,10,4,3,350.00,Royal Challengers Bangalore,2015-05-15
Virat Kohli,44,19,3,3,231.58,Royal Challengers Bangalore,2015-05-15
AB de Villiers,0,1,0,0,0.00,Royal Challengers Bangalore,2015-05-15
Mandeep Singh,1,3,0,0,33.33,Royal Challengers Bangalore,2015-05-15
Dinesh Karthik,2,2,0,0,100.00,Royal Challengers Bangalore,2015-05-15
Sarfaraz Khan,0,0,0,0,0.00,Royal Challengers Bangalore,2015-05-15
Wriddhiman Saha,15,12,1,1,125.00,Kings XI Punjab,2015-05-16
Manan Vohra,4,7,0,0,57.14,Kings XI Punjab,2015-05-16
George Bailey,12,7,2,0,171.43,Kings XI Punjab,2015-05-16
Glenn Maxwell,6,14,1,0,42.86,Kings XI Punjab,2015-05-16
Gurkeerat Singh Mann,15,14,3,0,107.14,Kings XI Punjab,2015-05-16
David Miller,11,15,1,0,73.33,Kings XI Punjab,2015-05-16
Axar Patel,32,29,2,1,110.34,Kings XI Punjab,2015-05-16
Rishi Dhawan,25,20,1,2,125.00,Kings XI Punjab,2015-05-16
Beuran Hendricks,1,2,0,0,50.00,Kings XI Punjab,2015-05-16
Michael Hussey,1,4,0,0,25.00,Chennai Super Kings,2015-05-16
Brendon McCullum,6,6,1,0,100.00,Chennai Super Kings,2015-05-16
Faf du Plessis,55,41,5,1,134.15,Chennai Super Kings,2015-05-16
Suresh Raina,41,34,4,0,120.59,Chennai Super Kings,2015-05-16
MS Dhoni,25,16,2,2,156.25,Chennai Super Kings,2015-05-16
Ajinkya Rahane,37,22,3,2,168.18,Rajasthan Royals,2015-05-16
Shane Watson,104,59,9,5,176.27,Rajasthan Royals,2015-05-16
Steven Smith,14,11,2,0,127.27,Rajasthan Royals,2015-05-16
Sanju Samson,8,9,1,0,88.89,Rajasthan Royals,2015-05-16
James Faulkner,6,6,1,0,100.00,Rajasthan Royals,2015-05-16
Karun Nair,16,10,3,0,160.00,Rajasthan Royals,2015-05-16
Chris Morris,4,5,0,0,80.00,Rajasthan Royals,2015-05-16
Robin Uthappa,14,8,3,0,175.00,Kolkata Knight Riders,2015-05-16
Gautam Gambhir,1,3,0,0,33.33,Kolkata Knight Riders,2015-05-16
Manish Pandey,21,21,3,0,100.00,Kolkata Knight Riders,2015-05-16
Yusuf Pathan,44,35,5,1,125.71,Kolkata Knight Riders,2015-05-16
Andre Russell,37,20,4,2,185.00,Kolkata Knight Riders,2015-05-16
Suryakumar Yadav,0,1,0,0,0.00,Kolkata Knight Riders,2015-05-16
Shakib Al Hasan,13,11,2,0,118.18,Kolkata Knight Riders,2015-05-16
Azhar Mahmood,6,7,1,0,85.71,Kolkata Knight Riders,2015-05-16
Piyush Chawla,0,1,0,0,0.00,Kolkata Knight Riders,2015-05-16
Umesh Yadav,24,11,4,1,218.18,Kolkata Knight Riders,2015-05-16
Quinton de Kock,69,39,9,3,176.92,Delhi Daredevils,2015-05-17
Shreyas Iyer,20,18,1,1,111.11,Delhi Daredevils,2015-05-17
Jean-Paul Duminy,67,43,4,3,155.81,Delhi Daredevils,2015-05-17
Yuvraj Singh,11,7,0,1,157.14,Delhi Daredevils,2015-05-17
Kedar Jadhav,0,1,0,0,0.00,Delhi Daredevils,2015-05-17
Angelo Mathews,1,3,0,0,33.33,Delhi Daredevils,2015-05-17
Saurabh Tiwary,13,9,0,1,144.44,Delhi Daredevils,2015-05-17
Virat Kohli,1,2,0,0,50.00,Royal Challengers Bangalore,2015-05-17
Chris Gayle,1,5,0,0,20.00,Royal Challengers Bangalore,2015-05-17
David Warner,6,5,1,0,120.00,Sunrisers Hyderabad,2015-05-17
Shikhar Dhawan,1,2,0,0,50.00,Sunrisers Hyderabad,2015-05-17
Moises Henriques,11,19,1,0,57.89,Sunrisers Hyderabad,2015-05-17
Eoin Morgan,9,14,1,0,64.29,Sunrisers Hyderabad,2015-05-17
KL Rahul,25,24,2,0,104.17,Sunrisers Hyderabad,2015-05-17
Naman Ojha,0,1,0,0,0.00,Sunrisers Hyderabad,2015-05-17
Karn Sharma,15,21,0,0,71.43,Sunrisers Hyderabad,2015-05-17
Ashish Reddy,17,15,0,1,113.33,Sunrisers Hyderabad,2015-05-17
Bhuvneshwar Kumar,0,2,0,0,0.00,Sunrisers Hyderabad,2015-05-17
Praveen Kumar,4,6,0,0,66.67,Sunrisers Hyderabad,2015-05-17
Lendl Simmons,48,44,4,2,109.09,Mumbai Indians,2015-05-17
Parthiv Patel,51,37,9,0,137.84,Mumbai Indians,2015-05-17
Rohit Sharma,7,2,0,1,350.00,Mumbai Indians,2015-05-17
Lendl Simmons,65,51,3,5,127.45,Mumbai Indians,2015-05-19
Parthiv Patel,35,25,4,1,140.00,Mumbai Indians,2015-05-19
Rohit Sharma,19,14,1,1,135.71,Mumbai Indians,2015-05-19
Kieron Pollard,41,17,1,5,241.18,Mumbai Indians,2015-05-19
Hardik Pandya,1,2,0,0,50.00,Mumbai Indians,2015-05-19
Ambati Rayudu,10,8,1,0,125.00,Mumbai Indians,2015-05-19
Harbhajan Singh,6,3,1,0,200.00,Mumbai Indians,2015-05-19
Jagadeesha Suchith,1,1,0,0,100.00,Mumbai Indians,2015-05-19
Dwayne Smith,0,4,0,0,0.00,Chennai Super Kings,2015-05-19
Michael Hussey,16,11,1,1,145.45,Chennai Super Kings,2015-05-19
Faf du Plessis,45,34,5,1,132.35,Chennai Super Kings,2015-05-19
Suresh Raina,25,20,0,2,125.00,Chennai Super Kings,2015-05-19
MS Dhoni,0,1,0,0,0.00,Chennai Super Kings,2015-05-19
Dwayne Bravo,20,15,2,1,133.33,Chennai Super Kings,2015-05-19
Ravindra Jadeja,19,10,1,1,190.00,Chennai Super Kings,2015-05-19
Pawan Negi,3,3,0,0,100.00,Chennai Super Kings,2015-05-19
Ravichandran Ashwin,23,12,2,1,191.67,Chennai Super Kings,2015-05-19
Mohit Sharma,3,3,0,0,100.00,Chennai Super Kings,2015-05-19
Chris Gayle,27,26,4,1,103.85,Royal Challengers Bangalore,2015-05-20
Virat Kohli,12,18,0,0,66.67,Royal Challengers Bangalore,2015-05-20
AB de Villiers,66,38,4,4,173.68,Royal Challengers Bangalore,2015-05-20
Mandeep Singh,54,34,7,2,158.82,Royal Challengers Bangalore,2015-05-20
Dinesh Karthik,8,3,0,1,266.67,Royal Challengers Bangalore,2015-05-20
Sarfaraz Khan,1,1,0,0,100.00,Royal Challengers Bangalore,2015-05-20
Ajinkya Rahane,42,39,4,0,107.69,Rajasthan Royals,2015-05-20
Shane Watson,10,5,2,0,200.00,Rajasthan Royals,2015-05-20
Sanju Samson,5,8,0,0,62.50,Rajasthan Royals,2015-05-20
Steven Smith,12,13,1,0,92.31,Rajasthan Royals,2015-05-20
Karun Nair,12,13,2,0,92.31,Rajasthan Royals,2015-05-20
Deepak Hooda,11,14,0,0,78.57,Rajasthan Royals,2015-05-20
James Faulkner,4,4,1,0,100.00,Rajasthan Royals,2015-05-20
Stuart Binny,0,1,0,0,0.00,Rajasthan Royals,2015-05-20
Chris Morris,0,3,0,0,0.00,Rajasthan Royals,2015-05-20
Ankit Sharma,7,5,1,0,140.00,Rajasthan Royals,2015-05-20
Chris Gayle,41,43,2,3,95.35,Royal Challengers Bangalore,2015-05-22
Virat Kohli,12,9,1,1,133.33,Royal Challengers Bangalore,2015-05-22
AB de Villiers,1,3,0,0,33.33,Royal Challengers Bangalore,2015-05-22
Mandeep Singh,4,7,0,0,57.14,Royal Challengers Bangalore,2015-05-22
Dinesh Karthik,28,26,4,0,107.69,Royal Challengers Bangalore,2015-05-22
Sarfaraz Khan,31,21,4,0,147.62,Royal Challengers Bangalore,2015-05-22
David Wiese,12,7,0,1,171.43,Royal Challengers Bangalore,2015-05-22
Harshal Patel,2,2,0,0,100.00,Royal Challengers Bangalore,2015-05-22
Mitchell Starc,1,1,0,0,100.00,Royal Challengers Bangalore,2015-05-22
Sreenath Aravind,0,1,0,0,0.00,Royal Challengers Bangalore,2015-05-22
Dwayne Smith,17,12,3,0,141.67,Chennai Super Kings,2015-05-22
Michael Hussey,56,46,3,2,121.74,Chennai Super Kings,2015-05-22
Faf du Plessis,21,22,2,0,95.45,Chennai Super Kings,2015-05-22
Suresh Raina,0,2,0,0,0.00,Chennai Super Kings,2015-05-22
MS Dhoni,26,29,1,0,89.66,Chennai Super Kings,2015-05-22
Pawan Negi,12,6,0,1,200.00,Chennai Super Kings,2015-05-22
Dwayne Bravo,0,1,0,0,0.00,Chennai Super Kings,2015-05-22
Ravindra Jadeja,0,0,0,0,0.00,Chennai Super Kings,2015-05-22
Ravichandran Ashwin,1,1,0,0,100.00,Chennai Super Kings,2015-05-22
Lendl Simmons,68,45,8,3,151.11,Mumbai Indians,2015-05-24
Parthiv Patel,0,3,0,0,0.00,Mumbai Indians,2015-05-24
Rohit Sharma,50,26,6,2,192.31,Mumbai Indians,2015-05-24
Kieron Pollard,36,18,2,3,200.00,Mumbai Indians,2015-05-24
Ambati Rayudu,36,24,0,3,150.00,Mumbai Indians,2015-05-24
Hardik Pandya,0,2,0,0,0.00,Mumbai Indians,2015-05-24
Harbhajan Singh,6,3,0,1,200.00,Mumbai Indians,2015-05-24
Dwayne Smith,57,48,9,1,118.75,Chennai Super Kings,2015-05-24
Michael Hussey,4,9,1,0,44.44,Chennai Super Kings,2015-05-24
Suresh Raina,28,19,3,1,147.37,Chennai Super Kings,2015-05-24
MS Dhoni,18,13,1,1,138.46,Chennai Super Kings,2015-05-24
Dwayne Bravo,9,6,0,1,150.00,Chennai Super Kings,2015-05-24
Pawan Negi,3,5,0,0,60.00,Chennai Super Kings,2015-05-24
Faf du Plessis,1,3,0,0,33.33,Chennai Super Kings,2015-05-24
Ravindra Jadeja,11,8,1,0,137.50,Chennai Super Kings,2015-05-24
Ravichandran Ashwin,2,4,0,0,50.00,Chennai Super Kings,2015-05-24
Mohit Sharma,21,7,1,2,300.00,Chennai Super Kings,2015-05-24
