Match Date,Name,Overs,Maiden,Runs,Wicket,No Ball,Wide,Economy,Country,Born,Team,Venue,Season
2011-04-08,Iqbal Abdulla,4,0,26,1,0,0,6.50,India,1989-12-02,KKR,Chennai,2011
2011-04-08,Yusuf Pathan,3,0,19,1,0,1,6.33,India,1982-11-17,KKR,Chennai,2011
2011-04-08,Lakshmipathy Balaji,4,0,25,0,0,0,6.25,India,1981-09-27,KKR,Chennai,2011
2011-04-08,Jacques Kallis,3,0,34,2,0,0,11.33,South Africa,1975-10-16,KKR,Chennai,2011
2011-04-08,Sarabjit Ladda,3,0,29,0,0,0,9.67,India,1986-07-10,KKR,Chennai,2011
2011-04-08,Rajat Bhatia,3,0,19,0,0,0,6.33,India,1979-10-22,KKR,Chennai,2011
2011-04-08,Albie Morkel,3,0,32,0,0,1,10.67,South Africa,1981-06-10,CSK,Chennai,2011
2011-04-08,Tim Southee,4,0,30,1,0,0,7.50,New Zealand,1988-12-11,CSK,Chennai,2011
2011-04-08,Ravichandran Ashwin,4,0,26,1,0,1,6.50,India,1986-09-17,CSK,Chennai,2011
2011-04-08,Suraj Randiv,4,0,33,1,0,1,8.25,Sri Lanka,1985-01-30,CSK,Chennai,2011
2011-04-08,Shadab Jakati,4,0,26,1,0,0,6.50,India,1980-11-27,CSK,Chennai,2011
2011-04-08,Suresh Raina,1,0,3,1,0,0,3.00,India,1986-11-27,CSK,Chennai,2011
2011-04-09,Jacob Oram,2,0,13,0,0,0,6.50,New Zealand,1978-07-28,RR,Hyderabad,2011
2011-04-09,Amit Singh,4,0,35,3,0,0,8.75,India,1981-06-21,RR,Hyderabad,2011
2011-04-09,Johan Botha,4,0,31,0,0,0,7.75,South Africa,1982-05-02,RR,Hyderabad,2011
2011-04-09,Siddharth Trivedi,4,0,15,3,0,0,3.75,India,1982-09-04,RR,Hyderabad,2011
2011-04-09,Shane Warne,4,0,21,2,0,1,5.25,Australia,1969-09-13,RR,Hyderabad,2011
2011-04-09,Ashok Menaria,1,0,8,0,0,0,8.00,India,1990-10-29,RR,Hyderabad,2011
2011-04-09,Stuart Binny,1,0,14,0,0,0,14.00,India,1984-06-03,RR,Hyderabad,2011
2011-04-09,Pragyan Ojha,3.5,0,44,0,0,0,12.57,India,1986-09-05,DC,Hyderabad,2011
2011-04-09,Dale Steyn,4,0,18,2,1,0,4.50,South Africa,1983-06-27,DC,Hyderabad,2011
2011-04-09,Ishant Sharma,4,0,24,0,1,1,6.00,India,1988-09-02,DC,Hyderabad,2011
2011-04-09,Daniel Christian,3,0,25,0,0,0,8.33,Australia,1983-05-04,DC,Hyderabad,2011
2011-04-09,Amit Mishra,4,0,28,0,0,0,7.00,India,1982-11-24,DC,Hyderabad,2011
2011-04-09,Zaheer Khan,4,0,28,1,0,0,7.00,India,1978-10-07,RCB,Kochi,2011
2011-04-09,Dirk Nannes,3,0,31,1,0,1,10.33,Australia,1976-05-16,RCB,Kochi,2011
2011-04-09,Daniel Vettori,4,0,17,1,0,0,4.25,New Zealand,1979-01-27,RCB,Kochi,2011
2011-04-09,Tillakaratne Dilshan,4,0,30,1,0,0,7.50,Sri Lanka,1976-10-14,RCB,Kochi,2011
2011-04-09,Abhimanyu Mithun,1,0,19,0,1,0,19.00,India,1989-10-25,RCB,Kochi,2011
2011-04-09,Virat Kohli,2,0,14,1,0,0,7.00,India,1988-11-05,RCB,Kochi,2011
2011-04-09,Asad Pathan,2,0,19,0,0,2,9.50,India,1984-06-17,RCB,Kochi,2011
2011-04-09,RP Singh,3,0,29,0,0,4,9.67,India,1985-12-06,KTK,Kochi,2011
2011-04-09,S Sreesanth,3,0,28,1,2,1,9.33,India,1983-02-06,KTK,Kochi,2011
2011-04-09,Ravindra Jadeja,4,0,28,1,0,1,7.00,India,1988-12-06,KTK,Kochi,2011
