Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Devdutt Padikkal,3,9,0,0,33.33,Rajasthan Royals,2022-05-20
Ravichandran Ashwin,40,23,2,3,173.91,Rajasthan Royals,2022-05-20
Shimron Hetmyer,6,7,1,0,85.71,Rajasthan Royals,2022-05-20
Riyan Parag,10,10,1,0,100.00,Rajasthan Royals,2022-05-20
Prithvi Shaw,24,23,2,1,104.35,Delhi Capitals,2022-05-21
Warner,5,6,1,0,83.33,Delhi Capitals,2022-05-21
Mitchell Marsh,0,1,0,0,0.00,Delhi Capitals,2022-05-21
Pant (c & wk),39,33,4,1,118.18,Delhi Capitals,2022-05-21
Sarfaraz Khan,10,7,0,1,142.86,Delhi Capitals,2022-05-21
Rovman Powell,43,34,1,4,126.47,Delhi Capitals,2022-05-21
Axar,19,10,0,2,190.00,Delhi Capitals,2022-05-21
Thakur,4,5,0,0,80.00,Delhi Capitals,2022-05-21
Kuldeep Yadav,1,1,0,0,100.00,Delhi Capitals,2022-05-21
Ishan Kishan (wk),48,35,3,4,137.14,Mumbai Indians,2022-05-21
Rohit Sharma (c),2,13,0,0,15.38,Mumbai Indians,2022-05-21
Dewald Brevis,37,33,1,3,112.12,Mumbai Indians,2022-05-21
Tilak Varma,21,17,1,1,123.53,Mumbai Indians,2022-05-21
Tim David,34,11,2,4,309.09,Mumbai Indians,2022-05-21
Ramandeep Singh,13,6,2,0,216.67,Mumbai Indians,2022-05-21
Daniel Sams,0,1,0,0,0.00,Mumbai Indians,2022-05-21
Priyam Garg,4,7,0,0,57.14,Sunrisers Hyderabad,2022-05-22
Abhishek Sharma,43,32,5,2,134.38,Sunrisers Hyderabad,2022-05-22
Tripathi,20,18,1,1,111.11,Sunrisers Hyderabad,2022-05-22
Markram,21,17,2,0,123.53,Sunrisers Hyderabad,2022-05-22
Pooran (wk),5,10,0,0,50.00,Sunrisers Hyderabad,2022-05-22
Washington Sundar,25,19,3,1,131.58,Sunrisers Hyderabad,2022-05-22
Romario Shepherd,26,15,2,2,173.33,Sunrisers Hyderabad,2022-05-22
J Suchith,0,1,0,0,0.00,Sunrisers Hyderabad,2022-05-22
Bhuvneshwar (c),1,1,0,0,100.00,Sunrisers Hyderabad,2022-05-22
Umran Malik,0,1,0,0,0.00,Sunrisers Hyderabad,2022-05-22
Jonny Bairstow,23,15,5,0,153.33,Punjab Kings,2022-05-22
Shikhar Dhawan,39,32,2,2,121.88,Punjab Kings,2022-05-22
Shahrukh Khan,19,10,2,1,190.00,Punjab Kings,2022-05-22
Mayank Agarwal (c),1,4,0,0,25.00,Punjab Kings,2022-05-22
Liam Livingstone,49,22,2,5,222.73,Punjab Kings,2022-05-22
Jitesh Sharma (wk),19,7,3,1,271.43,Punjab Kings,2022-05-22
Prerak Mankad,4,1,1,0,400.00,Punjab Kings,2022-05-22
Jaiswal,3,8,0,0,37.50,Rajasthan Royals,2022-05-24
Jos Buttler,89,56,12,2,158.93,Rajasthan Royals,2022-05-24
Samson (c & wk),47,26,5,3,180.77,Rajasthan Royals,2022-05-24
Padikkal,28,20,2,2,140.00,Rajasthan Royals,2022-05-24
Hetmyer,4,7,0,0,57.14,Rajasthan Royals,2022-05-24
Riyan Parag,4,3,0,0,133.33,Rajasthan Royals,2022-05-24
Ashwin,2,1,0,0,200.00,Rajasthan Royals,2022-05-24
Boult,0,0,0,0,0.00,Rajasthan Royals,2022-05-24
Wriddhiman Saha (wk),0,2,0,0,0.00,Gujarat Titans,2022-05-24
Shubman Gill,35,21,5,1,166.67,Gujarat Titans,2022-05-24
Matthew Wade,35,30,6,0,116.67,Gujarat Titans,2022-05-24
Hardik Pandya (c),40,27,5,0,148.15,Gujarat Titans,2022-05-24
David Miller,68,38,3,5,178.95,Gujarat Titans,2022-05-24
Kohli,25,24,2,0,104.17,Royal Challengers Bangalore,2022-05-25
du Plessis (c),0,1,0,0,0.00,Royal Challengers Bangalore,2022-05-25
Rajat Patidar,112,54,12,7,207.41,Royal Challengers Bangalore,2022-05-25
Maxwell,9,10,0,1,90.00,Royal Challengers Bangalore,2022-05-25
Lomror,14,9,2,0,155.56,Royal Challengers Bangalore,2022-05-25
Karthik (wk),37,23,5,1,160.87,Royal Challengers Bangalore,2022-05-25
Quinton de Kock (wk),6,5,0,1,120.00,Lucknow Super Giants,2022-05-25
KL Rahul (c),79,58,3,5,136.21,Lucknow Super Giants,2022-05-25
Manan Vohra,19,11,1,2,172.73,Lucknow Super Giants,2022-05-25
Deepak Hooda,45,26,1,4,173.08,Lucknow Super Giants,2022-05-25
Marcus Stoinis,9,9,0,1,100.00,Lucknow Super Giants,2022-05-25
Evin Lewis,2,6,0,0,33.33,Lucknow Super Giants,2022-05-25
Krunal Pandya,0,1,0,0,0.00,Lucknow Super Giants,2022-05-25
Dushmantha Chameera,11,4,1,1,275.00,Lucknow Super Giants,2022-05-25
Kohli,7,8,0,1,87.50,Royal Challengers Bangalore,2022-05-27
du Plessis (c),25,27,3,0,92.59,Royal Challengers Bangalore,2022-05-27
Rajat Patidar,58,42,4,3,138.10,Royal Challengers Bangalore,2022-05-27
Maxwell,24,13,1,2,184.62,Royal Challengers Bangalore,2022-05-27
Lomror,8,10,0,0,80.00,Royal Challengers Bangalore,2022-05-27
Karthik (wk),6,7,0,0,85.71,Royal Challengers Bangalore,2022-05-27
Shahbaz Ahmed,12,8,1,1,150.00,Royal Challengers Bangalore,2022-05-27
W Hasaranga,0,1,0,0,0.00,Royal Challengers Bangalore,2022-05-27
Harshal Patel,1,2,0,0,50.00,Royal Challengers Bangalore,2022-05-27
Hazlewood,1,2,0,0,50.00,Royal Challengers Bangalore,2022-05-27
Yashasvi Jaiswal,21,13,1,2,161.54,Rajasthan Royals,2022-05-27
Jos Buttler,106,60,10,6,176.67,Rajasthan Royals,2022-05-27
Sanju Samson (c & wk),23,21,1,2,109.52,Rajasthan Royals,2022-05-27
Devdutt Padikkal,9,12,0,0,75.00,Rajasthan Royals,2022-05-27
Shimron Hetmyer,2,3,0,0,66.67,Rajasthan Royals,2022-05-27
Jaiswal,22,16,1,2,137.50,Rajasthan Royals,2022-05-29
Jos Buttler,39,35,5,0,111.43,Rajasthan Royals,2022-05-29
Samson (c & wk),14,11,2,0,127.27,Rajasthan Royals,2022-05-29
Padikkal,2,10,0,0,20.00,Rajasthan Royals,2022-05-29
Hetmyer,11,12,2,0,91.67,Rajasthan Royals,2022-05-29
Ashwin,6,9,0,0,66.67,Rajasthan Royals,2022-05-29
Riyan Parag,15,15,1,0,100.00,Rajasthan Royals,2022-05-29
Boult,11,7,0,1,157.14,Rajasthan Royals,2022-05-29
Obed McCoy,8,5,0,1,160.00,Rajasthan Royals,2022-05-29
Prasidh,0,0,0,0,0.00,Rajasthan Royals,2022-05-29
Wriddhiman Saha (wk),5,7,1,0,71.43,Gujarat Titans,2022-05-29
Shubman Gill,45,43,3,1,104.65,Gujarat Titans,2022-05-29
Matthew Wade,8,10,0,1,80.00,Gujarat Titans,2022-05-29
Hardik Pandya (c),34,30,3,1,113.33,Gujarat Titans,2022-05-29
David Miller,32,19,3,1,168.42,Gujarat Titans,2022-05-29
