Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Deepak Hooda,52,34,6,1,152.94,Lucknow Super Giants,2022-05-01
Stoinis,17,16,1,1,106.25,Lucknow Super Giants,2022-05-01
Krunal Pandya,9,6,0,0,150.00,Lucknow Super Giants,2022-05-01
Prithvi Shaw,5,7,1,0,71.43,Delhi Capitals,2022-05-01
David Warner,3,4,0,0,75.00,Delhi Capitals,2022-05-01
Mitchell Marsh,37,20,3,3,185.00,Delhi Capitals,2022-05-01
Rishabh Pant (c & wk),44,30,7,1,146.67,Delhi Capitals,2022-05-01
Lalit Yadav,3,4,0,0,75.00,Delhi Capitals,2022-05-01
Rovman Powell,35,21,3,2,166.67,Delhi Capitals,2022-05-01
Axar Patel,42,24,1,3,175.00,Delhi Capitals,2022-05-01
Shardul Thakur,1,2,0,0,50.00,Delhi Capitals,2022-05-01
Kuldeep Yadav,16,8,1,1,200.00,Delhi Capitals,2022-05-01
Ruturaj Gaikwad,99,57,6,6,173.68,Chennai Super Kings,2022-05-01
Conway,85,55,8,4,154.55,Chennai Super Kings,2022-05-01
Dhoni (c & wk),8,7,1,0,114.29,Chennai Super Kings,2022-05-01
Ravindra Jadeja,1,1,0,0,100.00,Chennai Super Kings,2022-05-01
Abhishek Sharma,39,24,5,1,162.50,Sunrisers Hyderabad,2022-05-01
Kane Williamson (c),47,37,2,2,127.03,Sunrisers Hyderabad,2022-05-01
Rahul Tripathi,0,1,0,0,0.00,Sunrisers Hyderabad,2022-05-01
Aiden Markram,17,10,0,2,170.00,Sunrisers Hyderabad,2022-05-01
Nicholas Pooran (wk),64,33,3,6,193.94,Sunrisers Hyderabad,2022-05-01
Shashank Singh,15,14,1,0,107.14,Sunrisers Hyderabad,2022-05-01
Washington Sundar,2,2,0,0,100.00,Sunrisers Hyderabad,2022-05-01
Marco Jansen,0,0,0,0,0.00,Sunrisers Hyderabad,2022-05-01
Jos Buttler,22,25,3,0,88.00,Rajasthan Royals,2022-05-02
Padikkal,2,5,0,0,40.00,Rajasthan Royals,2022-05-02
Samson (c & wk),54,49,7,1,110.20,Rajasthan Royals,2022-05-02
Karun Nair,13,13,1,0,100.00,Rajasthan Royals,2022-05-02
Riyan Parag,19,12,1,2,158.33,Rajasthan Royals,2022-05-02
Hetmyer,27,13,1,2,207.69,Rajasthan Royals,2022-05-02
Ashwin,6,5,0,0,120.00,Rajasthan Royals,2022-05-02
Baba Indrajith (wk),15,16,2,0,93.75,Kolkata Knight Riders,2022-05-02
Aaron Finch,4,7,0,0,57.14,Kolkata Knight Riders,2022-05-02
Shreyas Iyer (c),34,32,3,1,106.25,Kolkata Knight Riders,2022-05-02
Nitish Rana,48,37,3,2,129.73,Kolkata Knight Riders,2022-05-02
Rinku Singh,42,23,6,1,182.61,Kolkata Knight Riders,2022-05-02
W Saha (wk),21,17,3,1,123.53,Gujarat Titans,2022-05-03
Shubman Gill,9,6,2,0,150.00,Gujarat Titans,2022-05-03
Sai Sudharsan,65,50,5,1,130.00,Gujarat Titans,2022-05-03
Hardik Pandya (c),1,7,0,0,14.29,Gujarat Titans,2022-05-03
Miller,11,14,0,0,78.57,Gujarat Titans,2022-05-03
Rahul Tewatia,11,13,0,0,84.62,Gujarat Titans,2022-05-03
Rashid Khan,0,1,0,0,0.00,Gujarat Titans,2022-05-03
Sangwan,2,5,0,0,40.00,Gujarat Titans,2022-05-03
Lockie Ferguson,5,3,1,0,166.67,Gujarat Titans,2022-05-03
Alzarri Joseph,4,5,0,0,80.00,Gujarat Titans,2022-05-03
Jonny Bairstow,1,6,0,0,16.67,Punjab Kings,2022-05-03
Shikhar Dhawan,62,53,8,1,116.98,Punjab Kings,2022-05-03
Bhanuka Rajapaksa,40,28,5,1,142.86,Punjab Kings,2022-05-03
Liam Livingstone,30,10,2,3,300.00,Punjab Kings,2022-05-03
Kohli,30,33,3,1,90.91,Royal Challengers Bangalore,2022-05-04
du Plessis (c),38,22,4,1,172.73,Royal Challengers Bangalore,2022-05-04
Maxwell,3,3,0,0,100.00,Royal Challengers Bangalore,2022-05-04
Lomror,42,27,3,2,155.56,Royal Challengers Bangalore,2022-05-04
Rajat Patidar,21,15,1,1,140.00,Royal Challengers Bangalore,2022-05-04
Karthik (wk),26,17,1,2,152.94,Royal Challengers Bangalore,2022-05-04
W Hasaranga,0,1,0,0,0.00,Royal Challengers Bangalore,2022-05-04
Shahbaz Ahmed,1,2,0,0,50.00,Royal Challengers Bangalore,2022-05-04
Harshal Patel,0,0,0,0,0.00,Royal Challengers Bangalore,2022-05-04
Siraj,0,0,0,0,0.00,Royal Challengers Bangalore,2022-05-04
Ruturaj Gaikwad,28,23,3,1,121.74,Chennai Super Kings,2022-05-04
Devon Conway,56,37,6,2,151.35,Chennai Super Kings,2022-05-04
Robin Uthappa,1,3,0,0,33.33,Chennai Super Kings,2022-05-04
Ambati Rayudu,10,8,0,1,125.00,Chennai Super Kings,2022-05-04
Moeen Ali,34,27,2,2,125.93,Chennai Super Kings,2022-05-04
Ravindra Jadeja,3,5,0,0,60.00,Chennai Super Kings,2022-05-04
MS Dhoni (c & wk),2,3,0,0,66.67,Chennai Super Kings,2022-05-04
Dwaine Pretorius,13,8,1,1,162.50,Chennai Super Kings,2022-05-04
Simarjeet Singh,2,2,0,0,100.00,Chennai Super Kings,2022-05-04
Maheesh Theekshana,7,4,0,1,175.00,Chennai Super Kings,2022-05-04
Mandeep,0,5,0,0,0.00,Delhi Capitals,2022-05-05
Warner,92,58,12,3,158.62,Delhi Capitals,2022-05-05
Mitchell Marsh,10,7,2,0,142.86,Delhi Capitals,2022-05-05
Pant (c & wk),26,16,1,3,162.50,Delhi Capitals,2022-05-05
Rovman Powell,67,35,3,6,191.43,Delhi Capitals,2022-05-05
Abhishek Sharma,7,6,1,0,116.67,Sunrisers Hyderabad,2022-05-05
Kane Williamson (c),4,11,1,0,36.36,Sunrisers Hyderabad,2022-05-05
Rahul Tripathi,22,18,2,1,122.22,Sunrisers Hyderabad,2022-05-05
Aiden Markram,42,25,4,3,168.00,Sunrisers Hyderabad,2022-05-05
Nicholas Pooran (wk),62,34,2,6,182.35,Sunrisers Hyderabad,2022-05-05
Shashank Singh,10,6,2,0,166.67,Sunrisers Hyderabad,2022-05-05
Sean Abbott,7,5,0,1,140.00,Sunrisers Hyderabad,2022-05-05
Shreyas Gopal,9,7,2,0,128.57,Sunrisers Hyderabad,2022-05-05
Kartik Tyagi,7,5,1,0,140.00,Sunrisers Hyderabad,2022-05-05
Bhuvneshwar Kumar,5,3,1,0,166.67,Sunrisers Hyderabad,2022-05-05
Ishan Kishan (wk),45,29,5,1,155.17,Mumbai Indians,2022-05-06
Rohit (c),43,28,5,2,153.57,Mumbai Indians,2022-05-06
Suryakumar Yadav,13,11,0,1,118.18,Mumbai Indians,2022-05-06
Tilak Varma,21,16,2,0,131.25,Mumbai Indians,2022-05-06
Pollard,4,14,0,0,28.57,Mumbai Indians,2022-05-06
Tim David,44,21,2,4,209.52,Mumbai Indians,2022-05-06
Daniel Sams,0,2,0,0,0.00,Mumbai Indians,2022-05-06
M Ashwin,0,0,0,0,0.00,Mumbai Indians,2022-05-06
Wriddhiman Saha (wk),55,40,6,2,137.50,Gujarat Titans,2022-05-06
Shubman Gill,52,36,6,2,144.44,Gujarat Titans,2022-05-06
Hardik Pandya (c),24,14,4,0,171.43,Gujarat Titans,2022-05-06
Sai Sudharsan,14,11,1,1,127.27,Gujarat Titans,2022-05-06
David Miller,19,14,1,1,135.71,Gujarat Titans,2022-05-06
Rahul Tewatia,3,4,0,0,75.00,Gujarat Titans,2022-05-06
Rashid Khan,1,1,0,0,100.00,Gujarat Titans,2022-05-06
Bairstow,56,40,8,1,140.00,Punjab Kings,2022-05-07
Dhawan,12,16,2,0,75.00,Punjab Kings,2022-05-07
B Rajapaksa,27,18,2,2,150.00,Punjab Kings,2022-05-07
Mayank Agarwal (c),15,13,2,0,115.38,Punjab Kings,2022-05-07
Jitesh Sharma (wk),38,18,4,2,211.11,Punjab Kings,2022-05-07
Livingstone,22,14,1,2,157.14,Punjab Kings,2022-05-07
Rishi Dhawan,5,2,1,0,250.00,Punjab Kings,2022-05-07
Yashasvi Jaiswal,68,41,9,2,165.85,Rajasthan Royals,2022-05-07
Jos Buttler,30,16,5,1,187.50,Rajasthan Royals,2022-05-07
Sanju Samson (c & wk),23,12,4,0,191.67,Rajasthan Royals,2022-05-07
Devdutt Padikkal,31,32,3,0,96.88,Rajasthan Royals,2022-05-07
Shimron Hetmyer,31,16,3,2,193.75,Rajasthan Royals,2022-05-07
Riyan Parag,0,1,0,0,0.00,Rajasthan Royals,2022-05-07
de Kock (wk),50,29,4,3,172.41,Lucknow Super Giants,2022-05-07
Rahul (c),0,0,0,0,0.00,Lucknow Super Giants,2022-05-07
Deepak Hooda,41,27,4,2,151.85,Lucknow Super Giants,2022-05-07
Krunal Pandya,25,27,2,0,92.59,Lucknow Super Giants,2022-05-07
Ayush Badoni,15,18,0,0,83.33,Lucknow Super Giants,2022-05-07
Stoinis,28,14,1,3,200.00,Lucknow Super Giants,2022-05-07
Holder,13,4,0,2,325.00,Lucknow Super Giants,2022-05-07
Chameera,0,1,0,0,0.00,Lucknow Super Giants,2022-05-07
Baba Indrajith (wk),0,6,0,0,0.00,Kolkata Knight Riders,2022-05-07
Aaron Finch,14,14,1,0,100.00,Kolkata Knight Riders,2022-05-07
Shreyas Iyer (c),6,9,1,0,66.67,Kolkata Knight Riders,2022-05-07
Nitish Rana,2,11,0,0,18.18,Kolkata Knight Riders,2022-05-07
Rinku Singh,6,10,0,0,60.00,Kolkata Knight Riders,2022-05-07
Andre Russell,45,19,3,5,236.84,Kolkata Knight Riders,2022-05-07
Sunil Narine,22,12,3,1,183.33,Kolkata Knight Riders,2022-05-07
Anukul Roy,0,2,0,0,0.00,Kolkata Knight Riders,2022-05-07
Shivam Mavi,1,2,0,0,50.00,Kolkata Knight Riders,2022-05-07
Tim Southee,0,1,0,0,0.00,Kolkata Knight Riders,2022-05-07
Kohli,0,1,0,0,0.00,Royal Challengers Bangalore,2022-05-08
du Plessis (c),73,50,8,2,146.00,Royal Challengers Bangalore,2022-05-08
Rajat Patidar,48,38,4,2,126.32,Royal Challengers Bangalore,2022-05-08
Maxwell,33,24,3,2,137.50,Royal Challengers Bangalore,2022-05-08
Karthik (wk),30,8,1,4,375.00,Royal Challengers Bangalore,2022-05-08
Abhishek Sharma,0,3,0,0,0.00,Sunrisers Hyderabad,2022-05-08
Kane Williamson (c),0,0,0,0,0.00,Sunrisers Hyderabad,2022-05-08
Rahul Tripathi,58,37,6,2,156.76,Sunrisers Hyderabad,2022-05-08
Aiden Markram,21,27,1,1,77.78,Sunrisers Hyderabad,2022-05-08
Nicholas Pooran (wk),19,14,2,1,135.71,Sunrisers Hyderabad,2022-05-08
Jagadeesha Suchith,2,7,0,0,28.57,Sunrisers Hyderabad,2022-05-08
Shashank Singh,8,9,0,1,88.89,Sunrisers Hyderabad,2022-05-08
Kartik Tyagi,0,1,0,0,0.00,Sunrisers Hyderabad,2022-05-08
Bhuvneshwar Kumar,8,9,1,0,88.89,Sunrisers Hyderabad,2022-05-08
Umran Malik,0,1,0,0,0.00,Sunrisers Hyderabad,2022-05-08
Ruturaj Gaikwad,41,33,4,1,124.24,Chennai Super Kings,2022-05-08
Conway,87,49,7,5,177.55,Chennai Super Kings,2022-05-08
Shivam Dube,32,19,2,2,168.42,Chennai Super Kings,2022-05-08
Rayudu,5,6,1,0,83.33,Chennai Super Kings,2022-05-08
Dhoni (c & wk),21,8,1,2,262.50,Chennai Super Kings,2022-05-08
Moeen,9,4,2,0,225.00,Chennai Super Kings,2022-05-08
Uthappa,0,1,0,0,0.00,Chennai Super Kings,2022-05-08
DJ Bravo,1,1,0,0,100.00,Chennai Super Kings,2022-05-08
David Warner,19,12,1,2,158.33,Delhi Capitals,2022-05-08
Srikar Bharat,8,5,2,0,160.00,Delhi Capitals,2022-05-08
Mitchell Marsh,25,20,3,1,125.00,Delhi Capitals,2022-05-08
Rishabh Pant (c & wk),21,11,4,0,190.91,Delhi Capitals,2022-05-08
Rovman Powell,3,9,0,0,33.33,Delhi Capitals,2022-05-08
Ripal Patel,6,3,0,1,200.00,Delhi Capitals,2022-05-08
Axar Patel,1,3,0,0,33.33,Delhi Capitals,2022-05-08
Shardul Thakur,24,19,2,1,126.32,Delhi Capitals,2022-05-08
Kuldeep Yadav,5,17,0,0,29.41,Delhi Capitals,2022-05-08
Anrich Nortje,1,6,0,0,16.67,Delhi Capitals,2022-05-08
Venkatesh Iyer,43,24,3,4,179.17,Kolkata Knight Riders,2022-05-09
Rahane,25,24,3,0,104.17,Kolkata Knight Riders,2022-05-09
Nitish Rana,43,26,3,4,165.38,Kolkata Knight Riders,2022-05-09
Shreyas Iyer (c),6,8,1,0,75.00,Kolkata Knight Riders,2022-05-09
Russell,9,5,0,1,180.00,Kolkata Knight Riders,2022-05-09
Rinku Singh,23,19,2,1,121.05,Kolkata Knight Riders,2022-05-09
Jackson (wk),5,7,0,0,71.43,Kolkata Knight Riders,2022-05-09
Cummins,0,2,0,0,0.00,Kolkata Knight Riders,2022-05-09
Narine,0,1,0,0,0.00,Kolkata Knight Riders,2022-05-09
Southee,0,4,0,0,0.00,Kolkata Knight Riders,2022-05-09
Rohit Sharma (c),2,6,0,0,33.33,Mumbai Indians,2022-05-09
Ishan Kishan (wk),51,43,5,1,118.60,Mumbai Indians,2022-05-09
Tilak Varma,6,5,1,0,120.00,Mumbai Indians,2022-05-09
Ramandeep Singh,12,16,0,0,75.00,Mumbai Indians,2022-05-09
Tim David,13,9,3,0,144.44,Mumbai Indians,2022-05-09
Kieron Pollard,15,16,0,1,93.75,Mumbai Indians,2022-05-09
Daniel Sams,1,2,0,0,50.00,Mumbai Indians,2022-05-09
Murugan Ashwin,0,2,0,0,0.00,Mumbai Indians,2022-05-09
Kumar Kartikeya,3,5,0,0,60.00,Mumbai Indians,2022-05-09
Jasprit Bumrah,0,0,0,0,0.00,Mumbai Indians,2022-05-09
W Saha (wk),5,11,1,0,45.45,Gujarat Titans,2022-05-10
Shubman Gill,63,49,7,0,128.57,Gujarat Titans,2022-05-10
Wade,10,7,2,0,142.86,Gujarat Titans,2022-05-10
Hardik Pandya (c),11,13,0,0,84.62,Gujarat Titans,2022-05-10
Miller,26,24,1,1,108.33,Gujarat Titans,2022-05-10
Rahul Tewatia,22,16,4,0,137.50,Gujarat Titans,2022-05-10
Quinton de Kock (wk),11,10,0,1,110.00,Lucknow Super Giants,2022-05-10
KL Rahul (c),8,16,1,0,50.00,Lucknow Super Giants,2022-05-10
Deepak Hooda,27,26,3,0,103.85,Lucknow Super Giants,2022-05-10
Karan Sharma,4,4,1,0,100.00,Lucknow Super Giants,2022-05-10
Krunal Pandya,5,5,1,0,100.00,Lucknow Super Giants,2022-05-10
Ayush Badoni,8,11,1,0,72.73,Lucknow Super Giants,2022-05-10
Marcus Stoinis,2,2,0,0,100.00,Lucknow Super Giants,2022-05-10
Jason Holder,1,2,0,0,50.00,Lucknow Super Giants,2022-05-10
Mohsin Khan,1,3,0,0,33.33,Lucknow Super Giants,2022-05-10
Dushmantha Chameera,0,0,0,0,0.00,Lucknow Super Giants,2022-05-10
Jaiswal,19,19,1,1,100.00,Rajasthan Royals,2022-05-11
Jos Buttler,7,11,1,0,63.64,Rajasthan Royals,2022-05-11
Ashwin,50,38,4,2,131.58,Rajasthan Royals,2022-05-11
Padikkal,48,30,6,2,160.00,Rajasthan Royals,2022-05-11
Samson (c & wk),6,4,1,0,150.00,Rajasthan Royals,2022-05-11
Riyan Parag,9,5,0,1,180.00,Rajasthan Royals,2022-05-11
van der Dussen,12,10,1,0,120.00,Rajasthan Royals,2022-05-11
Boult,3,3,0,0,100.00,Rajasthan Royals,2022-05-11
Srikar Bharat,0,2,0,0,0.00,Delhi Capitals,2022-05-11
David Warner,52,41,5,1,126.83,Delhi Capitals,2022-05-11
Mitchell Marsh,89,62,5,7,143.55,Delhi Capitals,2022-05-11
Rishabh Pant (c & wk),13,4,0,2,325.00,Delhi Capitals,2022-05-11
Ruturaj Gaikwad,7,6,1,0,116.67,Chennai Super Kings,2022-05-12
Conway,0,1,0,0,0.00,Chennai Super Kings,2022-05-12
Moeen,0,2,0,0,0.00,Chennai Super Kings,2022-05-12
Uthappa,1,6,0,0,16.67,Chennai Super Kings,2022-05-12
Rayudu,10,14,2,0,71.43,Chennai Super Kings,2022-05-12
Dhoni (c & wk),36,33,4,2,109.09,Chennai Super Kings,2022-05-12
Shivam Dube,10,9,1,0,111.11,Chennai Super Kings,2022-05-12
DJ Bravo,12,15,0,1,80.00,Chennai Super Kings,2022-05-12
Simarjeet Singh,2,3,0,0,66.67,Chennai Super Kings,2022-05-12
M Theekshana,0,3,0,0,0.00,Chennai Super Kings,2022-05-12
Ishan Kishan (wk),6,5,1,0,120.00,Mumbai Indians,2022-05-12
Rohit Sharma (c),18,14,4,0,128.57,Mumbai Indians,2022-05-12
Daniel Sams,1,6,0,0,16.67,Mumbai Indians,2022-05-12
Tilak Varma,34,32,4,0,106.25,Mumbai Indians,2022-05-12
Tristan Stubbs,0,2,0,0,0.00,Mumbai Indians,2022-05-12
Hrithik Shokeen,18,23,2,0,78.26,Mumbai Indians,2022-05-12
Tim David,16,7,0,2,228.57,Mumbai Indians,2022-05-12
Bairstow,66,29,4,7,227.59,Punjab Kings,2022-05-13
Dhawan,21,15,2,1,140.00,Punjab Kings,2022-05-13
B Rajapaksa,1,3,0,0,33.33,Punjab Kings,2022-05-13
Livingstone,70,42,5,4,166.67,Punjab Kings,2022-05-13
Mayank Agarwal (c),19,16,3,0,118.75,Punjab Kings,2022-05-13
Jitesh Sharma (wk),9,5,2,0,180.00,Punjab Kings,2022-05-13
Harpreet Brar,7,5,0,1,140.00,Punjab Kings,2022-05-13
Rishi Dhawan,7,3,0,1,233.33,Punjab Kings,2022-05-13
Rahul Chahar,2,2,0,0,100.00,Punjab Kings,2022-05-13
Rabada,0,1,0,0,0.00,Punjab Kings,2022-05-13
Virat Kohli,20,14,2,1,142.86,Royal Challengers Bangalore,2022-05-13
Faf du Plessis (c),10,8,2,0,125.00,Royal Challengers Bangalore,2022-05-13
Rajat Patidar,26,21,1,2,123.81,Royal Challengers Bangalore,2022-05-13
Mahipal Lomror,6,3,0,1,200.00,Royal Challengers Bangalore,2022-05-13
Glenn Maxwell,35,22,3,1,159.09,Royal Challengers Bangalore,2022-05-13
Dinesh Karthik (wk),11,11,1,0,100.00,Royal Challengers Bangalore,2022-05-13
Shahbaz Ahmed,9,14,0,0,64.29,Royal Challengers Bangalore,2022-05-13
Harshal Patel,11,7,2,0,157.14,Royal Challengers Bangalore,2022-05-13
Wanindu Hasaranga,1,3,0,0,33.33,Royal Challengers Bangalore,2022-05-13
Mohammed Siraj,9,13,1,0,69.23,Royal Challengers Bangalore,2022-05-13
Venkatesh Iyer,7,6,1,0,116.67,Kolkata Knight Riders,2022-05-14
Rahane,28,24,0,3,116.67,Kolkata Knight Riders,2022-05-14
Nitish Rana,26,16,1,3,162.50,Kolkata Knight Riders,2022-05-14
Shreyas Iyer (c),15,9,2,0,166.67,Kolkata Knight Riders,2022-05-14
Billings (wk),34,29,3,1,117.24,Kolkata Knight Riders,2022-05-14
Rinku Singh,5,6,0,0,83.33,Kolkata Knight Riders,2022-05-14
Russell,49,28,3,4,175.00,Kolkata Knight Riders,2022-05-14
Narine,1,2,0,0,50.00,Kolkata Knight Riders,2022-05-14
Abhishek Sharma,43,28,4,2,153.57,Sunrisers Hyderabad,2022-05-14
Kane Williamson (c),9,17,1,0,52.94,Sunrisers Hyderabad,2022-05-14
Rahul Tripathi,9,12,1,0,75.00,Sunrisers Hyderabad,2022-05-14
Aiden Markram,32,25,0,3,128.00,Sunrisers Hyderabad,2022-05-14
Nicholas Pooran (wk),2,3,0,0,66.67,Sunrisers Hyderabad,2022-05-14
Washington Sundar,4,9,0,0,44.44,Sunrisers Hyderabad,2022-05-14
Shashank Singh,11,12,1,0,91.67,Sunrisers Hyderabad,2022-05-14
Marco Jansen,1,2,0,0,50.00,Sunrisers Hyderabad,2022-05-14
Bhuvneshwar Kumar,6,7,1,0,85.71,Sunrisers Hyderabad,2022-05-14
Umran Malik,3,5,0,0,60.00,Sunrisers Hyderabad,2022-05-14
Ruturaj Gaikwad,53,49,4,1,108.16,Chennai Super Kings,2022-05-15
Conway,5,9,0,0,55.56,Chennai Super Kings,2022-05-15
Moeen,21,17,0,2,123.53,Chennai Super Kings,2022-05-15
N Jagadeesan,39,33,3,1,118.18,Chennai Super Kings,2022-05-15
Shivam Dube,0,2,0,0,0.00,Chennai Super Kings,2022-05-15
Dhoni (c & wk),7,10,0,0,70.00,Chennai Super Kings,2022-05-15
Santner,1,1,0,0,100.00,Chennai Super Kings,2022-05-15
Wriddhiman Saha (wk),67,57,8,1,117.54,Gujarat Titans,2022-05-15
Shubman Gill,18,17,3,0,105.88,Gujarat Titans,2022-05-15
Matthew Wade,20,15,2,0,133.33,Gujarat Titans,2022-05-15
Hardik Pandya (c),7,6,1,0,116.67,Gujarat Titans,2022-05-15
David Miller,15,20,1,0,75.00,Gujarat Titans,2022-05-15
Jaiswal,41,29,6,1,141.38,Rajasthan Royals,2022-05-15
Jos Buttler,2,6,0,0,33.33,Rajasthan Royals,2022-05-15
Samson (c & wk),32,24,6,0,133.33,Rajasthan Royals,2022-05-15
Padikkal,39,18,5,2,216.67,Rajasthan Royals,2022-05-15
Riyan Parag,19,16,0,1,118.75,Rajasthan Royals,2022-05-15
Neesham,14,12,2,0,116.67,Rajasthan Royals,2022-05-15
Ashwin,10,7,1,0,142.86,Rajasthan Royals,2022-05-15
Boult,17,9,2,0,188.89,Rajasthan Royals,2022-05-15
Quinton de Kock (wk),7,8,1,0,87.50,Lucknow Super Giants,2022-05-15
KL Rahul (c),10,19,0,1,52.63,Lucknow Super Giants,2022-05-15
Ayush Badoni,0,1,0,0,0.00,Lucknow Super Giants,2022-05-15
Deepak Hooda,59,39,5,2,151.28,Lucknow Super Giants,2022-05-15
Krunal Pandya,25,23,1,1,108.70,Lucknow Super Giants,2022-05-15
Marcus Stoinis,27,17,1,2,158.82,Lucknow Super Giants,2022-05-15
Jason Holder,1,2,0,0,50.00,Lucknow Super Giants,2022-05-15
Dushmantha Chameera,0,2,0,0,0.00,Lucknow Super Giants,2022-05-15
Mohsin Khan,9,7,1,0,128.57,Lucknow Super Giants,2022-05-15
Avesh Khan,1,2,0,0,50.00,Lucknow Super Giants,2022-05-15
Warner,0,1,0,0,0.00,Delhi Capitals,2022-05-16
Sarfaraz Khan,32,16,5,1,200.00,Delhi Capitals,2022-05-16
Mitchell Marsh,63,48,4,3,131.25,Delhi Capitals,2022-05-16
Lalit Yadav,24,21,1,1,114.29,Delhi Capitals,2022-05-16
Pant (c & wk),7,3,0,1,233.33,Delhi Capitals,2022-05-16
Rovman Powell,2,6,0,0,33.33,Delhi Capitals,2022-05-16
Axar,17,20,2,0,85.00,Delhi Capitals,2022-05-16
Thakur,3,4,0,0,75.00,Delhi Capitals,2022-05-16
Kuldeep Yadav,2,2,0,0,100.00,Delhi Capitals,2022-05-16
Jonny Bairstow,28,15,4,1,186.67,Punjab Kings,2022-05-16
Shikhar Dhawan,19,16,3,0,118.75,Punjab Kings,2022-05-16
Bhanuka Rajapaksa,4,5,1,0,80.00,Punjab Kings,2022-05-16
Liam Livingstone,3,5,0,0,60.00,Punjab Kings,2022-05-16
Mayank Agarwal (c),0,2,0,0,0.00,Punjab Kings,2022-05-16
Jitesh Sharma (wk),44,34,3,2,129.41,Punjab Kings,2022-05-16
Harpreet Brar,1,2,0,0,50.00,Punjab Kings,2022-05-16
Rishi Dhawan,4,13,0,0,30.77,Punjab Kings,2022-05-16
Rahul Chahar,25,24,2,1,104.17,Punjab Kings,2022-05-16
Kagiso Rabada,6,2,0,1,300.00,Punjab Kings,2022-05-16
Abhishek Sharma,9,10,1,0,90.00,Sunrisers Hyderabad,2022-05-17
Priyam Garg,42,26,4,2,161.54,Sunrisers Hyderabad,2022-05-17
Tripathi,76,44,9,3,172.73,Sunrisers Hyderabad,2022-05-17
Pooran (wk),38,22,2,3,172.73,Sunrisers Hyderabad,2022-05-17
Markram,2,4,0,0,50.00,Sunrisers Hyderabad,2022-05-17
Williamson (c),8,7,1,0,114.29,Sunrisers Hyderabad,2022-05-17
Washington Sundar,9,7,0,0,128.57,Sunrisers Hyderabad,2022-05-17
Rohit Sharma (c),48,36,2,4,133.33,Mumbai Indians,2022-05-17
Ishan Kishan (wk),43,34,5,1,126.47,Mumbai Indians,2022-05-17
Daniel Sams,15,11,0,1,136.36,Mumbai Indians,2022-05-17
Tilak Varma,8,9,1,0,88.89,Mumbai Indians,2022-05-17
Tim David,46,18,3,4,255.56,Mumbai Indians,2022-05-17
Tristan Stubbs,2,2,0,0,100.00,Mumbai Indians,2022-05-17
Ramandeep Singh,14,6,1,1,233.33,Mumbai Indians,2022-05-17
Sanjay Yadav,0,2,0,0,0.00,Mumbai Indians,2022-05-17
Jasprit Bumrah,0,4,0,0,0.00,Mumbai Indians,2022-05-17
de Kock (wk),140,70,10,10,200.00,Lucknow Super Giants,2022-05-18
Rahul (c),68,51,3,4,133.33,Lucknow Super Giants,2022-05-18
Venkatesh Iyer,0,4,0,0,0.00,Kolkata Knight Riders,2022-05-18
Abhijeet Tomar,4,8,1,0,50.00,Kolkata Knight Riders,2022-05-18
Nitish Rana,42,22,9,0,190.91,Kolkata Knight Riders,2022-05-18
Shreyas Iyer (c),50,29,4,3,172.41,Kolkata Knight Riders,2022-05-18
Sam Billings (wk),36,24,2,3,150.00,Kolkata Knight Riders,2022-05-18
Andre Russell,5,11,0,0,45.45,Kolkata Knight Riders,2022-05-18
Rinku Singh,40,15,2,4,266.67,Kolkata Knight Riders,2022-05-18
Sunil Narine,21,7,0,3,300.00,Kolkata Knight Riders,2022-05-18
Umesh Yadav,0,1,0,0,0.00,Kolkata Knight Riders,2022-05-18
W Saha,31,22,4,1,140.91,Gujarat Titans,2022-05-19
Shubman Gill,1,4,0,0,25.00,Gujarat Titans,2022-05-19
Wade (wk),16,13,2,1,123.08,Gujarat Titans,2022-05-19
Hardik Pandya (c),62,47,4,3,131.91,Gujarat Titans,2022-05-19
Miller,34,25,0,3,136.00,Gujarat Titans,2022-05-19
Rahul Tewatia,2,3,0,0,66.67,Gujarat Titans,2022-05-19
Rashid Khan,19,6,1,2,316.67,Gujarat Titans,2022-05-19
Virat Kohli,73,54,8,2,135.19,Royal Challengers Bangalore,2022-05-19
Faf du Plessis (c),44,38,5,0,115.79,Royal Challengers Bangalore,2022-05-19
Glenn Maxwell,40,18,5,2,222.22,Royal Challengers Bangalore,2022-05-19
Dinesh Karthik (wk),2,2,0,0,100.00,Royal Challengers Bangalore,2022-05-19
Ruturaj Gaikwad,2,6,0,0,33.33,Chennai Super Kings,2022-05-20
Conway,16,14,1,1,114.29,Chennai Super Kings,2022-05-20
Moeen,93,57,13,3,163.16,Chennai Super Kings,2022-05-20
N Jagadeesan,1,4,0,0,25.00,Chennai Super Kings,2022-05-20
Rayudu,3,6,0,0,50.00,Chennai Super Kings,2022-05-20
Dhoni (c & wk),26,28,1,1,92.86,Chennai Super Kings,2022-05-20
Santner,1,2,0,0,50.00,Chennai Super Kings,2022-05-20
Simarjeet Singh,3,3,0,0,100.00,Chennai Super Kings,2022-05-20
Yashasvi Jaiswal,59,44,8,1,134.09,Rajasthan Royals,2022-05-20
Jos Buttler,2,5,0,0,40.00,Rajasthan Royals,2022-05-20
Sanju Samson (c & wk),15,20,2,0,75.00,Rajasthan Royals,2022-05-20
