Match Date,Name,Runs,Balls,Fours,Sixes,Strike Rate,Country,Born,Team,Venue,Season
2011-04-08,Srikkanth Anirudha,64,55,6,2,116.36,India,1987-04-14,CSK,Chennai,2011
2011-04-08,Murali Vijay,4,4,1,0,100.00,India,1984-04-01,CSK,Chennai,2011
2011-04-08,Suresh Raina,33,29,4,0,113.79,India,1986-11-27,CSK,Chennai,2011
2011-04-08,MS Dhoni,29,21,1,1,138.10,India,1981-07-07,CSK,Chennai,2011
2011-04-08,Albie Morkel,15,9,1,1,166.67,South Africa,1981-06-10,CSK,Chennai,2011
2011-04-08,Scott Styris,5,2,1,0,250.00,New Zealand,1975-07-10,CSK,Chennai,2011
2011-04-08,Manvinder Bisla,27,29,3,0,93.10,India,1984-12-27,KKR,Chennai,2011
2011-04-08,Jacques Kallis,54,42,7,0,128.57,South Africa,1975-10-16,KKR,Chennai,2011
2011-04-08,Yusuf Pathan,11,12,0,1,91.67,India,1982-11-17,KKR,Chennai,2011
2011-04-08,Manoj Tiwary,27,15,1,2,180.00,India,1985-11-14,KKR,Chennai,2011
2011-04-08,Eoin Morgan,6,6,1,0,100.00,England,1986-09-10,KKR,Chennai,2011
2011-04-08,Gautam Gambhir,1,2,0,0,50.00,India,1981-10-14,KKR,Chennai,2011
2011-04-08,Laxmi Shukla,14,10,2,0,140.00,India,1981-05-06,KKR,Chennai,2011
2011-04-08,Rajat Bhatia,0,1,0,0,0.00,India,1979-10-22,KKR,Chennai,2011
2011-04-08,Iqbal Abdulla,3,3,0,0,100.00,India,1989-12-02,KKR,Chennai,2011
2011-04-09,Shikhar Dhawan,24,15,2,1,160.00,India,1985-12-05,DC,Hyderabad,2011
2011-04-09,Ishank Jaggi,25,28,3,0,89.29,India,1989-01-27,DC,Hyderabad,2011
2011-04-09,Kumar Sangakkara,0,3,0,0,0.00,Sri Lanka,1977-10-27,DC,Hyderabad,2011
2011-04-09,Bharath Chipli,6,9,1,0,66.67,India,1983-01-27,DC,Hyderabad,2011
2011-04-09,Jean-Paul Duminy,14,17,0,1,82.35,South Africa,1984-04-14,DC,Hyderabad,2011
2011-04-09,Daniel Christian,26,19,1,2,136.84,Australia,1983-05-04,DC,Hyderabad,2011
2011-04-09,Dwaraka Ravi Teja,28,20,2,1,140.00,India,1987-09-05,DC,Hyderabad,2011
2011-04-09,Dale Steyn,7,6,1,0,116.67,South Africa,1983-06-27,DC,Hyderabad,2011
2011-04-09,Amit Mishra,2,2,0,0,100.00,India,1982-11-24,DC,Hyderabad,2011
2011-04-09,Ishant Sharma,1,1,0,0,100.00,India,1988-09-02,DC,Hyderabad,2011
2011-04-09,Amit Paunikar,20,19,4,0,105.26,India,1988-04-18,RR,Hyderabad,2011
2011-04-09,Rahul Dravid,28,35,2,0,80.00,India,1973-01-11,RR,Hyderabad,2011
2011-04-09,Johan Botha,67,47,8,1,142.55,South Africa,1982-05-02,RR,Hyderabad,2011
2011-04-09,Ross Taylor,21,14,1,2,150.00,New Zealand,1984-03-08,RR,Hyderabad,2011
2011-04-09,Brendon McCullum,45,32,4,2,140.63,New Zealand,1981-09-27,KTK,Kochi,2011
2011-04-09,VVS Laxman,36,29,2,2,124.14,India,1974-11-01,KTK,Kochi,2011
2011-04-09,Mahela Jayawardene,18,18,2,0,100.00,Sri Lanka,1977-05-27,KTK,Kochi,2011
2011-04-09,Brad Hodge,27,21,3,0,128.57,Australia,1974-12-29,KTK,Kochi,2011
2011-04-09,Ravindra Jadeja,23,16,2,1,143.75,India,1988-12-06,KTK,Kochi,2011
2011-04-09,Raiphi Gomez,0,1,0,0,0.00,India,1985-10-16,KTK,Kochi,2011
2011-04-09,Parthiv Patel,1,4,0,0,25.00,India,1985-03-09,KTK,Kochi,2011
2011-04-09,Mayank Agarwal,37,24,3,2,154.17,India,1991-02-16,RCB,Kochi,2011
2011-04-09,Tillakaratne Dilshan,1,4,0,0,25.00,Sri Lanka,1976-10-14,RCB,Kochi,2011
2011-04-09,Virat Kohli,23,18,4,0,127.78,India,1988-11-05,RCB,Kochi,2011
2011-04-09,AB de Villiers,54,40,1,5,135.00,South Africa,1984-02-17,RCB,Kochi,2011
2011-04-09,Saurabh Tiwary,26,24,2,0,108.33,India,1989-12-30,RCB,Kochi,2011
2011-04-09,Asad Pathan,12,4,3,0,300.00,India,1984-06-17,RCB,Kochi,2011
2011-04-10,David Warner,1,3,0,0,33.33,Australia,1986-10-27,DD,Delhi,2011
2011-04-10,Virender Sehwag,19,16,2,1,118.75,India,1978-10-20,DD,Delhi,2011
2011-04-10,Unmukt Chand,0,2,0,0,0.00,India,1993-03-26,DD,Delhi,2011
2011-04-10,Aaron Finch,8,12,1,0,66.67,Australia,1986-11-17,DD,Delhi,2011
2011-04-10,Naman Ojha,29,30,2,1,96.67,India,1983-07-20,DD,Delhi,2011
2011-04-10,Venugopal Rao,26,25,3,0,104.00,India,1982-02-26,DD,Delhi,2011
2011-04-10,Irfan Pathan,0,1,0,0,0.00,India,1984-10-27,DD,Delhi,2011
2011-04-10,Roelof van der Merwe,8,6,1,0,133.33,Netherlands,1984-12-31,DD,Delhi,2011
2011-04-10,Morne Morkel,0,2,0,0,0.00,South Africa,1984-10-06,DD,Delhi,2011
2011-04-10,Umesh Yadav,0,4,0,0,0.00,India,1987-10-25,DD,Delhi,2011
2011-04-10,Davy Jacobs,1,6,0,0,16.67,South Africa,1982-11-04,MI,Delhi,2011
2011-04-10,Sachin Tendulkar,46,50,3,1,92.00,India,1973-04-24,MI,Delhi,2011
2011-04-10,Ambati Rayudu,14,15,2,0,93.33,India,1985-09-23,MI,Delhi,2011
2011-04-10,Rohit Sharma,27,30,3,0,90.00,India,1987-04-30,MI,Delhi,2011
2011-04-10,Adam Gilchrist,1,3,0,0,33.33,Australia,1971-11-14,KXP,Mumbai,2011
2011-04-10,Shaun Marsh,1,3,0,0,33.33,Australia,1983-07-09,KXP,Mumbai,2011
2011-04-10,Paul Valthaty,6,6,1,0,100.00,India,1983-12-07,KXP,Mumbai,2011
2011-04-10,Dinesh Karthik,0,7,0,0,0.00,India,1985-06-01,KXP,Mumbai,2011
2011-04-10,Abhishek Nayar,12,18,2,0,66.67,India,1983-10-08,KXP,Mumbai,2011
2011-04-10,Sunny Singh,12,6,3,0,200.00,India,1986-12-18,KXP,Mumbai,2011
2011-04-10,Ryan McLaren,51,43,6,1,118.60,South Africa,1983-02-09,KXP,Mumbai,2011
2011-04-10,Piyush Chawla,15,28,0,0,53.57,India,1988-12-24,KXP,Mumbai,2011
