Name,Overs,Maiden,Runs,Wicket,No Balls,Wides,Economy,Team,Date
Moeen,4,0,25,1,0,2,6.20,Royal Challengers Bangalore,2018-05-12
Siraj,4,0,46,1,0,0,11.50,Royal Challengers Bangalore,2018-05-12
de Grandhomme,1,0,12,0,0,0,12.00,Royal Challengers Bangalore,2018-05-12
Sandeep Lamichhane,4,0,25,1,0,0,6.20,Delhi Daredevils,2018-05-12
Trent Boult,4,0,40,2,0,0,10.00,Delhi Daredevils,2018-05-12
Junior Dala,3,0,34,0,0,1,11.30,Delhi Daredevils,2018-05-12
Harshal Patel,4,0,51,1,0,5,12.80,Delhi Daredevils,2018-05-12
Amit Mishra,4,0,33,1,0,1,8.20,Delhi Daredevils,2018-05-12
D Chahar,4,0,16,1,0,3,4.00,Chennai Super Kings,2018-05-13
SN Thakur,4,0,32,2,0,3,8.00,Chennai Super Kings,2018-05-13
Willey,2,0,24,0,0,0,12.00,Chennai Super Kings,2018-05-13
Harbhajan,2,0,26,0,0,1,13.00,Chennai Super Kings,2018-05-13
Watson,2,0,15,0,0,1,7.50,Chennai Super Kings,2018-05-13
DJ Bravo,4,0,39,1,0,2,9.80,Chennai Super Kings,2018-05-13
Ravindra Jadeja,2,0,24,0,0,0,12.00,Chennai Super Kings,2018-05-13
Sandeep Sharma,4,0,36,1,0,1,9.00,Sunrisers Hyderabad,2018-05-13
Bhuvneshwar Kumar,4,0,38,0,0,0,9.50,Sunrisers Hyderabad,2018-05-13
Rashid Khan,4,0,25,0,0,0,6.20,Sunrisers Hyderabad,2018-05-13
Shakib Al Hasan,4,0,41,0,0,0,10.20,Sunrisers Hyderabad,2018-05-13
Siddarth Kaul,3,0,40,0,0,0,13.30,Sunrisers Hyderabad,2018-05-13
Gowtham,2,0,23,0,0,2,11.50,Rajasthan Royals,2018-05-13
D Kulkarni,4,0,43,1,0,0,10.80,Rajasthan Royals,2018-05-13
Jofra Archer,4,0,16,2,0,3,4.00,Rajasthan Royals,2018-05-13
Stokes,4,0,26,2,0,1,6.50,Rajasthan Royals,2018-05-13
Shreyas Gopal,2,0,21,0,0,0,10.50,Rajasthan Royals,2018-05-13
Unadkat,4,0,37,1,0,1,9.20,Rajasthan Royals,2018-05-13
Jasprit Bumrah,3,0,34,1,0,5,11.30,Mumbai Indians,2018-05-13
Mitchell McClenaghan,4,0,28,0,0,4,7.00,Mumbai Indians,2018-05-13
Krunal Pandya,4,0,24,0,0,0,6.00,Mumbai Indians,2018-05-13
Hardik Pandya,4,0,52,2,0,0,13.00,Mumbai Indians,2018-05-13
Mayank Markande,3,0,32,0,0,0,10.70,Mumbai Indians,2018-05-13
Umesh,4,0,23,3,0,0,5.80,Royal Challengers Bangalore,2018-05-14
Southee,2,0,19,0,0,0,9.50,Royal Challengers Bangalore,2018-05-14
Siraj,3,0,17,1,0,1,5.70,Royal Challengers Bangalore,2018-05-14
Chahal,2,0,6,1,0,0,3.00,Royal Challengers Bangalore,2018-05-14
de Grandhomme,2,0,8,1,0,2,4.00,Royal Challengers Bangalore,2018-05-14
Moeen,2.1,0,13,1,0,0,6.00,Royal Challengers Bangalore,2018-05-14
Shivam Mavi,4,0,44,1,0,0,11.00,Kolkata Knight Riders,2018-05-15
Prasidh,4,0,35,2,0,0,8.80,Kolkata Knight Riders,2018-05-15
Narine,4,0,29,1,0,1,7.20,Kolkata Knight Riders,2018-05-15
A Russell,3,0,13,2,0,0,4.30,Kolkata Knight Riders,2018-05-15
Kuldeep Yadav,4,0,20,4,0,0,5.00,Kolkata Knight Riders,2018-05-15
Krishnappa Gowtham,2,0,32,0,0,0,16.00,Rajasthan Royals,2018-05-15
Ben Stokes,4,1,15,3,0,1,3.80,Rajasthan Royals,2018-05-15
Jofra Archer,4,0,43,0,0,0,10.80,Rajasthan Royals,2018-05-15
Ish Sodhi,4,0,21,1,0,0,5.20,Rajasthan Royals,2018-05-15
Jaydev Unadkat,3,0,23,0,0,0,7.70,Rajasthan Royals,2018-05-15
Anureet Singh,1,0,10,0,0,0,10.00,Rajasthan Royals,2018-05-15
Rajpoot,4,0,46,1,0,2,11.50,Kings XI Punjab,2018-05-16
Mohit Sharma,3,0,34,0,1,1,11.30,Kings XI Punjab,2018-05-16
Andrew Tye,4,0,16,4,0,1,4.00,Kings XI Punjab,2018-05-16
Axar,3,0,24,0,0,1,8.00,Kings XI Punjab,2018-05-16
Ashwin (c),3,0,18,2,0,0,6.00,Kings XI Punjab,2018-05-16
Stoinis,3,0,43,1,0,0,14.30,Kings XI Punjab,2018-05-16
Mitchell McClenaghan,4,0,37,2,0,1,9.20,Mumbai Indians,2018-05-16
Jasprit Bumrah,4,0,15,3,0,1,3.80,Mumbai Indians,2018-05-16
Hardik Pandya,4,0,42,0,0,2,10.50,Mumbai Indians,2018-05-16
Krunal Pandya,4,0,36,0,0,0,9.00,Mumbai Indians,2018-05-16
Mayank Markande,3,0,34,0,0,1,11.30,Mumbai Indians,2018-05-16
Ben Cutting,1,0,15,0,0,0,15.00,Mumbai Indians,2018-05-16
Sandeep Sharma,4,0,40,1,0,1,10.00,Sunrisers Hyderabad,2018-05-17
Shakib,4,0,35,0,0,0,8.80,Sunrisers Hyderabad,2018-05-17
Rashid Khan,4,0,27,3,0,0,6.80,Sunrisers Hyderabad,2018-05-17
S Kaul,4,0,44,2,0,0,11.00,Sunrisers Hyderabad,2018-05-17
Basil Thampi,4,0,70,0,0,1,17.50,Sunrisers Hyderabad,2018-05-17
Umesh Yadav,4,0,31,0,0,0,7.80,Royal Challengers Bangalore,2018-05-17
Tim Southee,4,0,45,0,0,1,11.20,Royal Challengers Bangalore,2018-05-17
Yuzvendra Chahal,4,0,28,1,0,1,7.00,Royal Challengers Bangalore,2018-05-17
Mohammed Siraj,4,0,43,1,0,1,10.80,Royal Challengers Bangalore,2018-05-17
Moeen Ali,2,0,21,1,0,0,10.50,Royal Challengers Bangalore,2018-05-17
Colin de Grandhomme,2,0,34,0,0,0,17.00,Royal Challengers Bangalore,2018-05-17
D Chahar,3,0,23,1,0,2,7.70,Chennai Super Kings,2018-05-18
Lungi Ngidi,3,0,14,2,0,2,4.70,Chennai Super Kings,2018-05-18
Ravindra Jadeja,4,0,19,1,0,0,4.80,Chennai Super Kings,2018-05-18
SN Thakur,4,0,27,1,0,0,6.80,Chennai Super Kings,2018-05-18
Harbhajan,2,0,24,0,0,0,12.00,Chennai Super Kings,2018-05-18
DJ Bravo,4,0,52,0,0,2,13.00,Chennai Super Kings,2018-05-18
Trent Boult,4,0,20,2,0,0,5.00,Delhi Daredevils,2018-05-18
Sandeep Lamichhane,4,0,21,1,0,0,5.20,Delhi Daredevils,2018-05-18
Avesh Khan,2,0,28,0,0,0,14.00,Delhi Daredevils,2018-05-18
Harshal Patel,4,0,23,1,0,0,5.80,Delhi Daredevils,2018-05-18
Amit Mishra,4,0,20,2,0,0,5.00,Delhi Daredevils,2018-05-18
Glenn Maxwell,2,0,14,0,0,0,7.00,Delhi Daredevils,2018-05-18
Chahal,4,0,26,0,0,0,6.50,Royal Challengers Bangalore,2018-05-19
Umesh,4,1,25,3,0,0,6.20,Royal Challengers Bangalore,2018-05-19
Moeen,2,0,19,0,0,0,9.50,Royal Challengers Bangalore,2018-05-19
Southee,4,0,37,0,0,1,9.20,Royal Challengers Bangalore,2018-05-19
Siraj,4,0,33,1,0,0,8.20,Royal Challengers Bangalore,2018-05-19
de Grandhomme,2,0,23,0,0,3,11.50,Royal Challengers Bangalore,2018-05-19
Krishnappa Gowtham,2,0,6,1,0,0,3.00,Rajasthan Royals,2018-05-19
Jofra Archer,4,0,37,0,0,1,9.20,Rajasthan Royals,2018-05-19
Ben Laughlin,2,0,15,2,0,0,7.50,Rajasthan Royals,2018-05-19
Jaydev Unadkat,3.2,0,27,2,0,0,8.10,Rajasthan Royals,2018-05-19
Shreyas Gopal,4,0,16,4,0,0,4.00,Rajasthan Royals,2018-05-19
Ish Sodhi,4,0,31,1,0,0,7.80,Rajasthan Royals,2018-05-19
Nitish Rana,1,0,5,0,0,0,5.00,Kolkata Knight Riders,2018-05-19
Prasidh,4,0,30,4,0,2,7.50,Kolkata Knight Riders,2018-05-19
A Russell,3,0,31,1,1,1,10.30,Kolkata Knight Riders,2018-05-19
Narine,4,0,23,1,0,2,5.80,Kolkata Knight Riders,2018-05-19
Chawla,2,0,19,0,0,0,9.50,Kolkata Knight Riders,2018-05-19
Kuldeep Yadav,4,0,35,1,0,0,8.80,Kolkata Knight Riders,2018-05-19
Searles,2,0,24,1,0,0,12.00,Kolkata Knight Riders,2018-05-19
Bhuvneshwar Kumar,4,0,33,0,0,1,8.20,Sunrisers Hyderabad,2018-05-19
Sandeep Sharma,2,0,30,0,0,2,15.00,Sunrisers Hyderabad,2018-05-19
Siddarth Kaul,4,0,26,2,0,1,6.50,Sunrisers Hyderabad,2018-05-19
Shakib Al Hasan,3,0,30,1,0,0,10.00,Sunrisers Hyderabad,2018-05-19
Rashid Khan,4,0,31,0,0,0,7.80,Sunrisers Hyderabad,2018-05-19
Carlos Brathwaite,2.4,0,21,2,0,1,7.90,Sunrisers Hyderabad,2018-05-19
Krunal Pandya,2,0,11,1,0,0,5.50,Mumbai Indians,2018-05-20
Bumrah,4,0,29,1,0,3,7.20,Mumbai Indians,2018-05-20
Hardik Pandya,4,0,36,0,0,1,9.00,Mumbai Indians,2018-05-20
Mustafizur,4,0,34,0,0,0,8.50,Mumbai Indians,2018-05-20
Markande,2,0,21,1,0,0,10.50,Mumbai Indians,2018-05-20
Cutting,4,0,36,0,0,1,9.00,Mumbai Indians,2018-05-20
Sandeep Lamichhane,4,0,36,3,0,1,9.00,Delhi Daredevils,2018-05-20
Trent Boult,4,0,33,1,0,1,8.20,Delhi Daredevils,2018-05-20
Glenn Maxwell,2,0,19,0,0,0,9.50,Delhi Daredevils,2018-05-20
Harshal Patel,2.3,0,28,3,0,2,11.20,Delhi Daredevils,2018-05-20
Liam Plunkett,3,0,27,0,0,2,9.00,Delhi Daredevils,2018-05-20
Amit Mishra,4,0,19,3,0,0,4.80,Delhi Daredevils,2018-05-20
D Chahar,4,0,30,1,1,2,7.50,Chennai Super Kings,2018-05-20
Lungi Ngidi,4,1,10,4,0,1,2.50,Chennai Super Kings,2018-05-20
Harbhajan,1,0,13,0,0,0,13.00,Chennai Super Kings,2018-05-20
SN Thakur,3.4,0,33,2,0,2,9.00,Chennai Super Kings,2018-05-20
DJ Bravo,4,0,39,2,0,0,9.80,Chennai Super Kings,2018-05-20
Ravindra Jadeja,3,0,23,1,0,0,7.70,Chennai Super Kings,2018-05-20
Ankit Rajpoot,4,1,19,2,1,0,4.80,Kings XI Punjab,2018-05-20
Mohit Sharma,3.1,0,28,1,0,1,8.80,Kings XI Punjab,2018-05-20
Andrew Tye,4,0,47,0,0,5,11.80,Kings XI Punjab,2018-05-20
Axar Patel,4,0,28,0,0,0,7.00,Kings XI Punjab,2018-05-20
Ravichandran Ashwin (c),4,0,36,2,0,1,9.00,Kings XI Punjab,2018-05-20
D Chahar,4,0,31,1,0,2,7.80,Chennai Super Kings,2018-05-22
Lungi Ngidi,4,0,20,1,0,0,5.00,Chennai Super Kings,2018-05-22
SN Thakur,4,0,50,1,0,3,12.50,Chennai Super Kings,2018-05-22
DJ Bravo,4,0,25,2,0,4,6.20,Chennai Super Kings,2018-05-22
Ravindra Jadeja,4,0,13,1,0,0,3.20,Chennai Super Kings,2018-05-22
Bhuvneshwar Kumar,3.1,0,14,1,0,1,4.40,Sunrisers Hyderabad,2018-05-22
Sandeep Sharma,3,0,30,2,0,0,10.00,Sunrisers Hyderabad,2018-05-22
Siddarth Kaul,4,0,32,2,0,1,8.00,Sunrisers Hyderabad,2018-05-22
Carlos Brathwaite,3,0,31,0,0,1,10.30,Sunrisers Hyderabad,2018-05-22
Rashid Khan,4,0,11,2,0,0,2.80,Sunrisers Hyderabad,2018-05-22
Shakib Al Hasan,2,0,20,0,0,0,10.00,Sunrisers Hyderabad,2018-05-22
Gowtham,3,0,15,2,0,0,5.00,Rajasthan Royals,2018-05-23
Jofra Archer,4,0,33,2,1,3,8.20,Rajasthan Royals,2018-05-23
Unadkat,2,0,33,0,0,0,16.50,Rajasthan Royals,2018-05-23
Ish Sodhi,4,0,15,0,0,0,3.80,Rajasthan Royals,2018-05-23
Shreyas Gopal,4,0,34,1,0,0,8.50,Rajasthan Royals,2018-05-23
Laughlin,3,0,35,2,0,2,11.70,Rajasthan Royals,2018-05-23
Andre Russell,3,0,22,0,0,0,7.30,Kolkata Knight Riders,2018-05-23
Prasidh Krishna,4,0,28,1,0,0,7.00,Kolkata Knight Riders,2018-05-23
Piyush Chawla,4,0,24,2,0,0,6.00,Kolkata Knight Riders,2018-05-23
Sunil Narine,4,0,39,0,0,1,9.80,Kolkata Knight Riders,2018-05-23
Kuldeep Yadav,4,0,18,1,0,0,4.50,Kolkata Knight Riders,2018-05-23
Javon Searles,1,0,13,0,0,0,13.00,Kolkata Knight Riders,2018-05-23
Shivam Mavi,4,0,33,1,0,1,8.20,Kolkata Knight Riders,2018-05-25
Prasidh,4,0,56,0,0,3,14.00,Kolkata Knight Riders,2018-05-25
A Russell,1,0,9,0,0,0,9.00,Kolkata Knight Riders,2018-05-25
Narine,4,0,24,1,0,0,6.00,Kolkata Knight Riders,2018-05-25
Chawla,3,0,22,1,0,0,7.30,Kolkata Knight Riders,2018-05-25
Kuldeep Yadav,4,0,29,2,0,0,7.20,Kolkata Knight Riders,2018-05-25
Bhuvneshwar Kumar,4,0,38,0,0,0,9.50,Sunrisers Hyderabad,2018-05-25
K Khaleel Ahmed,3,0,38,0,0,1,12.70,Sunrisers Hyderabad,2018-05-25
Siddarth Kaul,4,0,32,2,0,0,8.00,Sunrisers Hyderabad,2018-05-25
Rashid Khan,4,0,19,3,0,0,4.80,Sunrisers Hyderabad,2018-05-25
Carlos Brathwaite,2,0,15,2,0,0,7.50,Sunrisers Hyderabad,2018-05-25
Shakib Al Hasan,3,0,16,1,0,0,5.30,Sunrisers Hyderabad,2018-05-25
D Chahar,4,0,25,0,1,1,6.20,Chennai Super Kings,2018-05-27
Lungi Ngidi,4,1,26,1,0,0,6.50,Chennai Super Kings,2018-05-27
SN Thakur,3,0,31,1,0,2,10.30,Chennai Super Kings,2018-05-27
Karn Sharma,3,0,25,1,0,1,8.30,Chennai Super Kings,2018-05-27
DJ Bravo,4,0,46,1,0,2,11.50,Chennai Super Kings,2018-05-27
Ravindra Jadeja,2,0,24,1,0,0,12.00,Chennai Super Kings,2018-05-27
Bhuvneshwar Kumar,4,1,17,0,0,0,4.20,Sunrisers Hyderabad,2018-05-27
Sandeep Sharma,4,0,52,1,0,2,13.00,Sunrisers Hyderabad,2018-05-27
Siddarth Kaul,3,0,43,0,0,0,14.30,Sunrisers Hyderabad,2018-05-27
Rashid Khan,4,1,24,0,0,0,6.00,Sunrisers Hyderabad,2018-05-27
Shakib Al Hasan,1,0,15,0,0,0,15.00,Sunrisers Hyderabad,2018-05-27
Carlos Brathwaite,2.3,0,27,1,0,1,10.80,Sunrisers Hyderabad,2018-05-27
