Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Herschelle Gibbs,10,10,1,1,100.00,Deccan Chargers,2008-05-06
Munaf Patel,0,1,0,0,0.00,Rajasthan Royals,2008-05-07
Mahesh Rawat,1,5,0,0,20.00,Rajasthan Royals,2008-05-07
Siddharth Trivedi,1,3,0,0,33.33,Rajasthan Royals,2008-05-07
Sohail Tanvir,6,6,1,0,100.00,Rajasthan Royals,2008-05-07
Shane Warne,7,7,1,0,100.00,Rajasthan Royals,2008-05-07
Mohammad Kaif,4,7,0,0,57.14,Rajasthan Royals,2008-05-07
Ravindra Jadeja,0,1,0,0,0.00,Rajasthan Royals,2008-05-07
Shane Watson,32,20,4,1,160.00,Rajasthan Royals,2008-05-07
Yusuf Pathan,1,3,0,0,33.33,Rajasthan Royals,2008-05-07
Swapnil Asnodkar,39,36,3,1,108.33,Rajasthan Royals,2008-05-07
Yogesh Takawale,27,32,1,1,84.38,Mumbai Indians,2008-05-07
Robin Uthappa,34,21,4,1,161.90,Mumbai Indians,2008-05-07
Abhishek Nayar,12,13,1,0,92.31,Mumbai Indians,2008-05-07
Dwayne Bravo,1,5,0,0,20.00,Mumbai Indians,2008-05-07
Manoj Tiwary,5,2,1,0,250.00,Delhi Daredevils,2008-05-08
Dinesh Karthik,6,3,1,0,200.00,Delhi Daredevils,2008-05-08
Shikhar Dhawan,59,46,6,2,128.26,Delhi Daredevils,2008-05-08
Shoaib Malik,2,3,0,0,66.67,Delhi Daredevils,2008-05-08
AB de Villiers,0,1,0,0,0.00,Delhi Daredevils,2008-05-08
Gautam Gambhir,80,49,11,1,163.27,Delhi Daredevils,2008-05-08
Manpreet Gony,13,5,1,1,260.00,Chennai Super Kings,2008-05-08
S Badrinath,8,5,1,0,160.00,Chennai Super Kings,2008-05-08
Albie Morkel,30,15,2,3,200.00,Chennai Super Kings,2008-05-08
Chamara Kapugedera,8,9,0,0,88.89,Chennai Super Kings,2008-05-08
Suresh Raina,1,2,0,0,50.00,Chennai Super Kings,2008-05-08
MS Dhoni,33,33,3,0,100.00,Chennai Super Kings,2008-05-08
Stephen Fleming,44,28,7,0,157.14,Chennai Super Kings,2008-05-08
Umar Gul,6,2,0,1,300.00,Kolkata Knight Riders,2008-05-08
Murali Kartik,17,13,2,0,130.77,Kolkata Knight Riders,2008-05-08
Wriddhiman Saha,17,10,1,1,170.00,Kolkata Knight Riders,2008-05-08
Laxmi Shukla,11,9,2,0,122.22,Kolkata Knight Riders,2008-05-08
Tatenda Taibu,15,12,2,0,125.00,Kolkata Knight Riders,2008-05-08
Sourav Ganguly,20,22,2,0,90.91,Kolkata Knight Riders,2008-05-08
David Hussey,26,12,1,3,216.67,Kolkata Knight Riders,2008-05-08
Brad Hodge,10,11,2,0,90.91,Kolkata Knight Riders,2008-05-08
Shivnarine Chanderpaul,7,11,1,0,63.64,Royal Challengers Bangalore,2008-05-08
Jagadeesh Arunkumar,22,17,5,0,129.41,Royal Challengers Bangalore,2008-05-08
Praveen Kumar,4,2,1,0,200.00,Royal Challengers Bangalore,2008-05-08
Cameron White,30,16,3,1,187.50,Royal Challengers Bangalore,2008-05-08
Rahul Dravid,5,11,0,0,45.45,Royal Challengers Bangalore,2008-05-08
RP Singh,2,3,0,0,66.67,Deccan Chargers,2008-05-09
Pragyan Ojha,1,2,0,0,50.00,Deccan Chargers,2008-05-09
Dwaraka Ravi Teja,6,8,1,0,75.00,Deccan Chargers,2008-05-09
Rohit Sharma,5,8,0,0,62.50,Deccan Chargers,2008-05-09
Shahid Afridi,1,3,0,0,33.33,Deccan Chargers,2008-05-09
Scott Styris,13,11,0,1,118.18,Deccan Chargers,2008-05-09
Herschelle Gibbs,19,20,2,0,95.00,Deccan Chargers,2008-05-09
Adam Gilchrist,61,49,9,1,124.49,Deccan Chargers,2008-05-09
Venugopal Rao,23,11,3,1,209.09,Deccan Chargers,2008-05-09
Shane Watson,5,2,1,0,250.00,Rajasthan Royals,2008-05-09
Graeme Smith,40,43,4,0,93.02,Rajasthan Royals,2008-05-09
Mohammad Kaif,17,14,2,0,121.43,Rajasthan Royals,2008-05-09
Yusuf Pathan,68,37,9,2,183.78,Rajasthan Royals,2008-05-09
Albie Morkel,7,6,0,0,116.67,Chennai Super Kings,2008-05-10
MS Dhoni,60,43,2,4,139.53,Chennai Super Kings,2008-05-10
S Badrinath,64,47,6,3,136.17,Chennai Super Kings,2008-05-10
Stephen Fleming,1,4,0,0,25.00,Chennai Super Kings,2008-05-10
Suresh Raina,26,17,4,0,152.94,Chennai Super Kings,2008-05-10
Vidyut Sivaramakrishnan,8,4,2,0,200.00,Chennai Super Kings,2008-05-10
Vikram Singh,0,1,0,0,0.00,Kings XI Punjab,2008-05-10
Uday Kaul,0,1,0,0,0.00,Kings XI Punjab,2008-05-10
S Sreesanth,0,0,0,0,0.00,Kings XI Punjab,2008-05-10
Piyush Chawla,17,15,1,1,113.33,Kings XI Punjab,2008-05-10
Irfan Pathan,40,18,3,3,222.22,Kings XI Punjab,2008-05-10
Mahela Jayawardene,8,6,0,1,133.33,Kings XI Punjab,2008-05-10
Shaun Marsh,58,38,3,4,152.63,Kings XI Punjab,2008-05-10
Yuvraj Singh,2,5,0,0,40.00,Kings XI Punjab,2008-05-10
Ramnaresh Sarwan,20,22,0,0,90.91,Kings XI Punjab,2008-05-10
Karan Goel,1,7,0,0,14.29,Kings XI Punjab,2008-05-10
Laxmi Shukla,14,3,2,0,466.67,Kolkata Knight Riders,2008-05-11
Tatenda Taibu,9,5,1,0,180.00,Kolkata Knight Riders,2008-05-11
David Hussey,57,29,4,3,196.55,Kolkata Knight Riders,2008-05-11
Sourav Ganguly,91,57,11,5,159.65,Kolkata Knight Riders,2008-05-11
Salman Butt,4,4,1,0,100.00,Kolkata Knight Riders,2008-05-11
Aakash Chopra,24,23,3,0,104.35,Kolkata Knight Riders,2008-05-11
RP Singh,6,4,1,0,150.00,Deccan Chargers,2008-05-11
Chaminda Vaas,9,8,0,0,112.50,Deccan Chargers,2008-05-11
Venugopal Rao,71,42,4,6,169.05,Deccan Chargers,2008-05-11
Sanjay Bangar,2,4,0,0,50.00,Deccan Chargers,2008-05-11
Scott Styris,5,11,0,0,45.45,Deccan Chargers,2008-05-11
Adam Gilchrist,24,17,5,0,141.18,Deccan Chargers,2008-05-11
Rohit Sharma,33,24,3,2,137.50,Deccan Chargers,2008-05-11
Dwaraka Ravi Teja,10,7,2,0,142.86,Deccan Chargers,2008-05-11
Farveez Maharoof,39,16,2,4,243.75,Delhi Daredevils,2008-05-11
Amit Mishra,4,5,0,0,80.00,Delhi Daredevils,2008-05-11
Dinesh Karthik,13,15,1,0,86.67,Delhi Daredevils,2008-05-11
Tillakaratne Dilshan,18,15,1,1,120.00,Delhi Daredevils,2008-05-11
Shikhar Dhawan,3,3,0,0,100.00,Delhi Daredevils,2008-05-11
AB de Villiers,20,22,0,0,90.91,Delhi Daredevils,2008-05-11
Virender Sehwag,17,20,2,0,85.00,Delhi Daredevils,2008-05-11
Gautam Gambhir,31,23,4,0,134.78,Delhi Daredevils,2008-05-11
Mahesh Rawat,5,4,1,0,125.00,Rajasthan Royals,2008-05-11
Shane Warne,11,12,1,0,91.67,Rajasthan Royals,2008-05-11
Niraj Patel,4,2,1,0,200.00,Rajasthan Royals,2008-05-11
Dimitri Mascarenhas,9,8,0,1,112.50,Rajasthan Royals,2008-05-11
Ravindra Jadeja,6,6,1,0,100.00,Rajasthan Royals,2008-05-11
Shane Watson,74,40,5,5,185.00,Rajasthan Royals,2008-05-11
Mohammad Kaif,1,5,0,0,20.00,Rajasthan Royals,2008-05-11
Graeme Smith,24,27,3,0,88.89,Rajasthan Royals,2008-05-11
Yusuf Pathan,8,13,1,0,61.54,Rajasthan Royals,2008-05-11
Anil Kumble,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-12
Zaheer Khan,1,4,0,0,25.00,Royal Challengers Bangalore,2008-05-12
Praveen Kumar,5,7,0,0,71.43,Royal Challengers Bangalore,2008-05-12
Rahul Dravid,29,26,2,0,111.54,Royal Challengers Bangalore,2008-05-12
Misbah-ul-Haq,21,8,3,1,262.50,Royal Challengers Bangalore,2008-05-12
Cameron White,10,14,0,0,71.43,Royal Challengers Bangalore,2008-05-12
Virat Kohli,21,22,4,0,95.45,Royal Challengers Bangalore,2008-05-12
Jagadeesh Arunkumar,1,3,0,0,33.33,Royal Challengers Bangalore,2008-05-12
Vinay Kumar,1,3,0,0,33.33,Royal Challengers Bangalore,2008-05-12
Luke Pomersbach,34,24,3,2,141.67,Kings XI Punjab,2008-05-12
James Hopes,27,19,0,3,142.11,Kings XI Punjab,2008-05-12
Shaun Marsh,74,51,9,2,145.10,Kings XI Punjab,2008-05-12
Iqbal Abdulla,1,2,0,0,50.00,Kolkata Knight Riders,2008-05-13
Wriddhiman Saha,5,6,0,0,83.33,Kolkata Knight Riders,2008-05-13
Tatenda Taibu,7,9,0,0,77.78,Kolkata Knight Riders,2008-05-13
Laxmi Shukla,10,8,1,0,125.00,Kolkata Knight Riders,2008-05-13
David Hussey,31,31,0,2,100.00,Kolkata Knight Riders,2008-05-13
Aakash Chopra,13,17,2,0,76.47,Kolkata Knight Riders,2008-05-13
Sourav Ganguly,7,4,0,1,175.00,Kolkata Knight Riders,2008-05-13
Salman Butt,48,44,7,0,109.09,Kolkata Knight Riders,2008-05-13
Glenn McGrath,0,0,0,0,0.00,Delhi Daredevils,2008-05-13
Pradeep Sangwan,0,1,0,0,0.00,Delhi Daredevils,2008-05-13
Farveez Maharoof,10,12,0,0,83.33,Delhi Daredevils,2008-05-13
Yo Mahesh,3,6,0,0,50.00,Delhi Daredevils,2008-05-13
Tillakaratne Dilshan,25,19,5,0,131.58,Delhi Daredevils,2008-05-13
Amit Mishra,31,32,3,0,96.88,Delhi Daredevils,2008-05-13
Gautam Gambhir,10,7,2,0,142.86,Delhi Daredevils,2008-05-13
Shikhar Dhawan,7,10,1,0,70.00,Delhi Daredevils,2008-05-13
Manoj Tiwary,9,7,2,0,128.57,Delhi Daredevils,2008-05-13
AB de Villiers,7,12,0,0,58.33,Delhi Daredevils,2008-05-13
Albie Morkel,5,4,1,0,125.00,Chennai Super Kings,2008-05-14
MS Dhoni,43,35,6,1,122.86,Chennai Super Kings,2008-05-14
Chamara Kapugedera,0,2,0,0,0.00,Chennai Super Kings,2008-05-14
Suresh Raina,1,6,0,0,16.67,Chennai Super Kings,2008-05-14
S Badrinath,53,33,7,2,160.61,Chennai Super Kings,2008-05-14
Vidyut Sivaramakrishnan,16,11,3,0,145.45,Chennai Super Kings,2008-05-14
Sanath Jayasuriya,114,48,9,11,237.50,Mumbai Indians,2008-05-14
Robin Uthappa,16,19,2,0,84.21,Mumbai Indians,2008-05-14
Manoj Tiwary,4,1,1,0,400.00,Delhi Daredevils,2008-05-15
Tillakaratne Dilshan,16,6,2,1,266.67,Delhi Daredevils,2008-05-15
Farveez Maharoof,19,11,0,2,172.73,Delhi Daredevils,2008-05-15
Shikhar Dhawan,68,52,8,0,130.77,Delhi Daredevils,2008-05-15
Gautam Gambhir,79,48,7,3,164.58,Delhi Daredevils,2008-05-15
Sarvesh Kumar,1,2,0,0,50.00,Deccan Chargers,2008-05-15
Pragyan Ojha,0,1,0,0,0.00,Deccan Chargers,2008-05-15
RP Singh,1,2,0,0,50.00,Deccan Chargers,2008-05-15
Dwaraka Ravi Teja,9,5,0,1,180.00,Deccan Chargers,2008-05-15
Venugopal Rao,34,18,3,2,188.89,Deccan Chargers,2008-05-15
Scott Styris,29,28,2,0,103.57,Deccan Chargers,2008-05-15
Adam Gilchrist,14,9,3,0,155.56,Deccan Chargers,2008-05-15
Paidikalva Vijaykumar,1,1,0,0,100.00,Deccan Chargers,2008-05-15
Rohit Sharma,35,18,3,2,194.44,Deccan Chargers,2008-05-15
Herschelle Gibbs,22,22,1,2,100.00,Deccan Chargers,2008-05-15
Ishant Sharma,4,5,1,0,80.00,Kolkata Knight Riders,2008-05-16
Ashok Dinda,1,1,0,0,100.00,Kolkata Knight Riders,2008-05-16
Ajit Agarkar,15,14,2,0,107.14,Kolkata Knight Riders,2008-05-16
Laxmi Shukla,0,4,0,0,0.00,Kolkata Knight Riders,2008-05-16
Wriddhiman Saha,1,6,0,0,16.67,Kolkata Knight Riders,2008-05-16
Mohammad Hafeez,5,11,1,0,45.45,Kolkata Knight Riders,2008-05-16
Sourav Ganguly,15,20,2,0,75.00,Kolkata Knight Riders,2008-05-16
David Hussey,2,7,0,0,28.57,Kolkata Knight Riders,2008-05-16
Aakash Chopra,1,4,0,0,25.00,Kolkata Knight Riders,2008-05-16
Salman Butt,13,13,1,1,100.00,Kolkata Knight Riders,2008-05-16
Sachin Tendulkar,0,3,0,0,0.00,Mumbai Indians,2008-05-16
Sanath Jayasuriya,48,17,6,3,282.35,Mumbai Indians,2008-05-16
Robin Uthappa,9,8,2,0,112.50,Mumbai Indians,2008-05-16
Shane Watson,46,28,6,0,164.29,Rajasthan Royals,2008-05-17
Graeme Smith,75,49,8,2,153.06,Rajasthan Royals,2008-05-17
Abdur Razzak,0,2,0,0,0.00,Royal Challengers Bangalore,2008-05-17
Zaheer Khan,1,5,0,0,20.00,Royal Challengers Bangalore,2008-05-17
Anil Kumble,8,8,1,0,100.00,Royal Challengers Bangalore,2008-05-17
Praveen Kumar,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-17
Devraj Patil,9,12,0,0,75.00,Royal Challengers Bangalore,2008-05-17
Jagadeesh Arunkumar,0,3,0,0,0.00,Royal Challengers Bangalore,2008-05-17
Cameron White,10,16,1,0,62.50,Royal Challengers Bangalore,2008-05-17
Jacques Kallis,20,29,2,0,68.97,Royal Challengers Bangalore,2008-05-17
Rahul Dravid,75,36,6,6,208.33,Royal Challengers Bangalore,2008-05-17
Misbah-ul-Haq,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-17
Shoaib Malik,1,1,0,0,100.00,Delhi Daredevils,2008-05-17
Farveez Maharoof,0,1,0,0,0.00,Delhi Daredevils,2008-05-17
Shikhar Dhawan,8,5,0,1,160.00,Delhi Daredevils,2008-05-17
Tillakaratne Dilshan,8,6,1,0,133.33,Delhi Daredevils,2008-05-17
Virender Sehwag,51,26,2,5,196.15,Delhi Daredevils,2008-05-17
Gautam Gambhir,40,28,7,0,142.86,Delhi Daredevils,2008-05-17
Mahela Jayawardene,36,17,3,2,211.76,Kings XI Punjab,2008-05-17
Luke Pomersbach,25,12,0,3,208.33,Kings XI Punjab,2008-05-17
Yuvraj Singh,23,8,1,3,287.50,Kings XI Punjab,2008-05-17
James Hopes,4,6,0,0,66.67,Kings XI Punjab,2008-05-17
Shaun Marsh,2,5,0,0,40.00,Kings XI Punjab,2008-05-17
Wriddhiman Saha,15,9,1,0,166.67,Kolkata Knight Riders,2008-05-18
Laxmi Shukla,13,11,2,0,118.18,Kolkata Knight Riders,2008-05-18
David Hussey,0,1,0,0,0.00,Kolkata Knight Riders,2008-05-18
Debabrata Das,27,32,1,2,84.38,Kolkata Knight Riders,2008-05-18
Sourav Ganguly,2,8,0,0,25.00,Kolkata Knight Riders,2008-05-18
Mohammad Hafeez,6,6,1,0,100.00,Kolkata Knight Riders,2008-05-18
Stephen Fleming,32,20,6,0,160.00,Chennai Super Kings,2008-05-18
Rohan Raje,1,2,0,0,50.00,Mumbai Indians,2008-05-18
Yogesh Takawale,5,5,0,0,100.00,Mumbai Indians,2008-05-18
Pinal Shah,10,6,2,0,166.67,Mumbai Indians,2008-05-18
Robin Uthappa,7,16,0,0,43.75,Mumbai Indians,2008-05-18
Dwayne Bravo,30,17,2,2,176.47,Mumbai Indians,2008-05-18
Abhishek Nayar,38,24,3,2,158.33,Mumbai Indians,2008-05-18
Dominic Thornely,8,18,0,0,44.44,Mumbai Indians,2008-05-18
Sanath Jayasuriya,36,15,6,2,240.00,Mumbai Indians,2008-05-18
RP Singh,3,3,0,0,100.00,Deccan Chargers,2008-05-18
Nuwan Zoysa,10,7,1,0,142.86,Deccan Chargers,2008-05-18
Halhadar Das,2,5,0,0,40.00,Deccan Chargers,2008-05-18
Dwaraka Ravi Teja,37,27,2,3,137.04,Deccan Chargers,2008-05-18
Venugopal Rao,57,38,4,3,150.00,Deccan Chargers,2008-05-18
Rohit Sharma,6,10,1,0,60.00,Deccan Chargers,2008-05-18
Chamara Silva,17,14,3,0,121.43,Deccan Chargers,2008-05-18
Shahid Afridi,0,1,0,0,0.00,Deccan Chargers,2008-05-18
Adam Gilchrist,13,16,2,0,81.25,Deccan Chargers,2008-05-18
Praveen Kumar,2,5,0,0,40.00,Royal Challengers Bangalore,2008-05-19
Balachandra Akhil,3,3,0,0,100.00,Royal Challengers Bangalore,2008-05-19
Cameron White,1,2,0,0,50.00,Royal Challengers Bangalore,2008-05-19
Misbah-ul-Haq,47,25,2,4,188.00,Royal Challengers Bangalore,2008-05-19
Shreevats Goswami,52,42,7,1,123.81,Royal Challengers Bangalore,2008-05-19
Rahul Dravid,9,11,1,0,81.82,Royal Challengers Bangalore,2008-05-19
Bharath Chipli,2,10,0,0,20.00,Royal Challengers Bangalore,2008-05-19
Jacques Kallis,25,21,3,1,119.05,Royal Challengers Bangalore,2008-05-19
Farveez Maharoof,13,8,1,1,162.50,Delhi Daredevils,2008-05-19
Shikhar Dhawan,16,13,1,1,123.08,Delhi Daredevils,2008-05-19
Dinesh Karthik,6,4,1,0,150.00,Delhi Daredevils,2008-05-19
Gautam Gambhir,39,31,6,0,125.81,Delhi Daredevils,2008-05-19
Tillakaratne Dilshan,4,10,0,0,40.00,Delhi Daredevils,2008-05-19
AB de Villiers,21,25,1,0,84.00,Delhi Daredevils,2008-05-19
Virender Sehwag,47,19,9,1,247.37,Delhi Daredevils,2008-05-19
Ishant Sharma,2,1,0,0,200.00,Kolkata Knight Riders,2008-05-20
Umar Gul,7,4,0,1,175.00,Kolkata Knight Riders,2008-05-20
Ajit Agarkar,5,2,1,0,250.00,Kolkata Knight Riders,2008-05-20
Wriddhiman Saha,11,6,0,1,183.33,Kolkata Knight Riders,2008-05-20
Debabrata Das,31,20,1,2,155.00,Kolkata Knight Riders,2008-05-20
Sourav Ganguly,32,34,2,1,94.12,Kolkata Knight Riders,2008-05-20
David Hussey,11,15,2,0,73.33,Kolkata Knight Riders,2008-05-20
Mohammad Hafeez,4,8,1,0,50.00,Kolkata Knight Riders,2008-05-20
Laxmi Shukla,15,10,1,1,150.00,Kolkata Knight Riders,2008-05-20
Yusuf Pathan,48,18,5,3,266.67,Rajasthan Royals,2008-05-20
Shane Watson,19,15,2,1,126.67,Rajasthan Royals,2008-05-20
Graeme Smith,24,24,4,0,100.00,Rajasthan Royals,2008-05-20
Mohammad Kaif,34,31,4,0,109.68,Rajasthan Royals,2008-05-20
Sohail Tanvir,13,8,1,1,162.50,Rajasthan Royals,2008-05-20
Swapnil Asnodkar,5,3,1,0,166.67,Rajasthan Royals,2008-05-20
Irfan Pathan,9,5,0,1,180.00,Kings XI Punjab,2008-05-21
Mahela Jayawardene,1,2,0,0,50.00,Kings XI Punjab,2008-05-21
Yuvraj Singh,7,6,1,0,116.67,Kings XI Punjab,2008-05-21
Luke Pomersbach,79,50,10,3,158.00,Kings XI Punjab,2008-05-21
Shaun Marsh,81,56,7,4,144.64,Kings XI Punjab,2008-05-21
James Hopes,0,1,0,0,0.00,Kings XI Punjab,2008-05-21
Vikrant Yeligati,2,2,0,0,100.00,Mumbai Indians,2008-05-21
Dilhara Fernando,2,1,0,0,200.00,Mumbai Indians,2008-05-21
Ashish Nehra,0,1,0,0,0.00,Mumbai Indians,2008-05-21
Siddharth Chitnis,15,6,1,1,250.00,Mumbai Indians,2008-05-21
Pinal Shah,5,5,0,0,100.00,Mumbai Indians,2008-05-21
Shaun Pollock,0,1,0,0,0.00,Mumbai Indians,2008-05-21
Sanath Jayasuriya,20,12,1,2,166.67,Mumbai Indians,2008-05-21
Robin Uthappa,9,13,0,0,69.23,Mumbai Indians,2008-05-21
Abhishek Nayar,27,18,1,2,150.00,Mumbai Indians,2008-05-21
Dwayne Smith,20,16,2,1,125.00,Mumbai Indians,2008-05-21
Anil Kumble,2,1,0,0,200.00,Royal Challengers Bangalore,2008-05-21
Vinay Kumar,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-21
Praveen Kumar,21,11,2,1,190.91,Royal Challengers Bangalore,2008-05-21
Balachandra Akhil,6,7,1,0,85.71,Royal Challengers Bangalore,2008-05-21
Misbah-ul-Haq,4,6,0,0,66.67,Royal Challengers Bangalore,2008-05-21
Mark Boucher,17,15,3,0,113.33,Royal Challengers Bangalore,2008-05-21
Virat Kohli,10,16,1,0,62.50,Royal Challengers Bangalore,2008-05-21
Rahul Dravid,47,39,5,0,120.51,Royal Challengers Bangalore,2008-05-21
Shreevats Goswami,10,19,1,0,52.63,Royal Challengers Bangalore,2008-05-21
Makhaya Ntini,0,6,0,0,0.00,Chennai Super Kings,2008-05-21
Lakshmipathy Balaji,0,4,0,0,0.00,Chennai Super Kings,2008-05-21
Vidyut Sivaramakrishnan,0,3,0,0,0.00,Chennai Super Kings,2008-05-21
Manpreet Gony,4,4,1,0,100.00,Chennai Super Kings,2008-05-21
Albie Morkel,1,5,0,0,20.00,Chennai Super Kings,2008-05-21
S Badrinath,1,3,0,0,33.33,Chennai Super Kings,2008-05-21
Suresh Raina,21,20,2,0,105.00,Chennai Super Kings,2008-05-21
MS Dhoni,4,8,0,0,50.00,Chennai Super Kings,2008-05-21
Stephen Fleming,45,40,3,2,112.50,Chennai Super Kings,2008-05-21
Scott Styris,1,2,0,0,50.00,Deccan Chargers,2008-05-23
Chamara Silva,23,10,2,1,230.00,Deccan Chargers,2008-05-23
Rohit Sharma,50,27,3,4,185.19,Deccan Chargers,2008-05-23
Venugopal Rao,2,5,0,0,40.00,Deccan Chargers,2008-05-23
Herschelle Gibbs,44,34,3,3,129.41,Deccan Chargers,2008-05-23
Mahela Jayawardene,14,10,0,1,140.00,Kings XI Punjab,2008-05-23
Piyush Chawla,16,9,1,1,177.78,Kings XI Punjab,2008-05-23
Shaun Marsh,60,46,3,3,130.43,Kings XI Punjab,2008-05-23
Luke Pomersbach,13,12,0,1,108.33,Kings XI Punjab,2008-05-23
Yuvraj Singh,17,15,2,0,113.33,Kings XI Punjab,2008-05-23
Taruwar Kohli,3,3,0,0,100.00,Rajasthan Royals,2008-05-24
Mohammad Kaif,10,7,1,0,142.86,Rajasthan Royals,2008-05-24
Yusuf Pathan,6,5,1,0,120.00,Rajasthan Royals,2008-05-24
Kamran Akmal,53,28,4,3,189.29,Rajasthan Royals,2008-05-24
Swapnil Asnodkar,41,27,5,2,151.85,Rajasthan Royals,2008-05-24
Graeme Smith,91,51,9,4,178.43,Rajasthan Royals,2008-05-24
Abhinav Mukund,0,1,0,0,0.00,Chennai Super Kings,2008-05-24
Manpreet Gony,2,4,0,0,50.00,Chennai Super Kings,2008-05-24
S Badrinath,1,2,0,0,50.00,Chennai Super Kings,2008-05-24
Albie Morkel,71,40,6,4,177.50,Chennai Super Kings,2008-05-24
MS Dhoni,12,8,2,0,150.00,Chennai Super Kings,2008-05-24
Parthiv Patel,54,40,5,2,135.00,Chennai Super Kings,2008-05-24
Suresh Raina,45,24,6,2,187.50,Chennai Super Kings,2008-05-24
Stephen Fleming,7,4,0,1,175.00,Chennai Super Kings,2008-05-24
Pinal Shah,0,1,0,0,0.00,Mumbai Indians,2008-05-24
Andre Nel,0,0,0,0,0.00,Mumbai Indians,2008-05-24
Siddharth Chitnis,3,4,0,0,75.00,Mumbai Indians,2008-05-24
Shaun Pollock,16,15,2,0,106.67,Mumbai Indians,2008-05-24
Abhishek Nayar,1,3,0,0,33.33,Mumbai Indians,2008-05-24
Robin Uthappa,46,23,5,2,200.00,Mumbai Indians,2008-05-24
Dwayne Smith,17,17,2,0,100.00,Mumbai Indians,2008-05-24
Sachin Tendulkar,18,16,3,0,112.50,Mumbai Indians,2008-05-24
Farveez Maharoof,20,13,4,0,153.85,Delhi Daredevils,2008-05-24
Tillakaratne Dilshan,0,1,0,0,0.00,Delhi Daredevils,2008-05-24
Dinesh Karthik,56,32,4,3,175.00,Delhi Daredevils,2008-05-24
Gautam Gambhir,19,9,2,1,211.11,Delhi Daredevils,2008-05-24
Manoj Tiwary,36,29,5,0,124.14,Delhi Daredevils,2008-05-24
Shikhar Dhawan,27,29,2,1,93.10,Delhi Daredevils,2008-05-24
Paidikalva Vijaykumar,0,0,0,0,0.00,Deccan Chargers,2008-05-25
RP Singh,1,3,0,0,33.33,Deccan Chargers,2008-05-25
Sanjay Bangar,0,0,0,0,0.00,Deccan Chargers,2008-05-25
Arjun Yadav,8,8,0,1,100.00,Deccan Chargers,2008-05-25
Dwaraka Ravi Teja,7,7,1,0,100.00,Deccan Chargers,2008-05-25
Chamara Silva,0,2,0,0,0.00,Deccan Chargers,2008-05-25
Venugopal Rao,26,12,2,2,216.67,Deccan Chargers,2008-05-25
Herschelle Gibbs,47,34,6,2,138.24,Deccan Chargers,2008-05-25
Adam Gilchrist,46,37,4,2,124.32,Deccan Chargers,2008-05-25
Chaminda Vaas,0,3,0,0,0.00,Deccan Chargers,2008-05-25
Balachandra Akhil,27,7,2,3,385.71,Royal Challengers Bangalore,2008-05-25
Cameron White,31,23,1,2,134.78,Royal Challengers Bangalore,2008-05-25
Virat Kohli,9,5,2,0,180.00,Royal Challengers Bangalore,2008-05-25
Rahul Dravid,31,21,3,1,147.62,Royal Challengers Bangalore,2008-05-25
Misbah-ul-Haq,34,28,4,1,121.43,Royal Challengers Bangalore,2008-05-25
Wasim Jaffer,5,5,1,0,100.00,Royal Challengers Bangalore,2008-05-25
Jacques Kallis,31,25,6,0,124.00,Royal Challengers Bangalore,2008-05-25
Tanmay Srivastava,1,1,0,0,100.00,Kings XI Punjab,2008-05-25
Piyush Chawla,0,1,0,0,0.00,Kings XI Punjab,2008-05-25
Kumar Sangakkara,64,45,7,2,142.22,Kings XI Punjab,2008-05-25
Shaun Marsh,40,31,3,2,129.03,Kings XI Punjab,2008-05-25
James Hopes,13,10,2,0,130.00,Kings XI Punjab,2008-05-25
Irfan Pathan,7,4,1,0,175.00,Kings XI Punjab,2008-05-25
Mahela Jayawardene,11,10,1,0,110.00,Kings XI Punjab,2008-05-25
Ishant Sharma,0,1,0,0,0.00,Kolkata Knight Riders,2008-05-25
Umar Gul,24,11,1,3,218.18,Kolkata Knight Riders,2008-05-25
Aakash Chopra,2,3,0,0,66.67,Kolkata Knight Riders,2008-05-25
Laxmi Shukla,5,4,1,0,125.00,Kolkata Knight Riders,2008-05-25
Wriddhiman Saha,13,15,2,0,86.67,Kolkata Knight Riders,2008-05-25
David Hussey,12,11,2,0,109.09,Kolkata Knight Riders,2008-05-25
Debabrata Das,0,1,0,0,0.00,Kolkata Knight Riders,2008-05-25
Sourav Ganguly,86,53,6,6,162.26,Kolkata Knight Riders,2008-05-25
Rohan Raje,1,2,0,0,50.00,Mumbai Indians,2008-05-26
Yogesh Takawale,24,8,4,1,300.00,Mumbai Indians,2008-05-26
Manish Pandey,3,6,0,0,50.00,Mumbai Indians,2008-05-26
Shaun Pollock,0,1,0,0,0.00,Mumbai Indians,2008-05-26
Dwayne Smith,8,7,1,0,114.29,Mumbai Indians,2008-05-26
Abhishek Nayar,25,18,3,0,138.89,Mumbai Indians,2008-05-26
Robin Uthappa,3,8,0,0,37.50,Mumbai Indians,2008-05-26
Sachin Tendulkar,30,34,2,0,88.24,Mumbai Indians,2008-05-26
Sanath Jayasuriya,38,37,4,0,102.70,Mumbai Indians,2008-05-26
Ravindra Jadeja,23,20,0,1,115.00,Rajasthan Royals,2008-05-26
Niraj Patel,40,29,2,1,137.93,Rajasthan Royals,2008-05-26
