Name,Runs,Balls,Fours,Sixes,Strike Rate,Team,Date
Laxmi Shukla,4,6,0,0,66.67,Kolkata Knight Riders,2008-04-20
Wriddhiman Saha,10,17,1,0,58.82,Kolkata Knight Riders,2008-04-20
Mohammad Hafeez,13,13,1,1,100.00,Kolkata Knight Riders,2008-04-20
David Hussey,38,43,1,3,88.37,Kolkata Knight Riders,2008-04-20
Sourav Ganguly,14,30,1,0,46.67,Kolkata Knight Riders,2008-04-20
Ricky Ponting,0,1,0,0,0.00,Kolkata Knight Riders,2008-04-20
Harbhajan Singh,2,2,0,0,100.00,Mumbai Indians,2008-04-20
Abhishek Nayar,20,14,1,1,142.86,Mumbai Indians,2008-04-20
Shaun Pollock,28,12,3,2,233.33,Mumbai Indians,2008-04-20
Pinal Shah,19,23,2,0,82.61,Mumbai Indians,2008-04-20
Robin Uthappa,48,38,5,1,126.32,Mumbai Indians,2008-04-20
Sanath Jayasuriya,29,16,5,1,181.25,Mumbai Indians,2008-04-20
Dominic Thornely,0,5,0,0,0.00,Mumbai Indians,2008-04-20
Balachandra Akhil,3,5,0,0,60.00,Royal Challengers Bangalore,2008-04-20
Mark Boucher,39,19,4,2,205.26,Royal Challengers Bangalore,2008-04-20
Shivnarine Chanderpaul,16,11,3,0,145.45,Royal Challengers Bangalore,2008-04-20
Virat Kohli,23,14,3,1,164.29,Royal Challengers Bangalore,2008-04-20
Jacques Kallis,25,24,0,1,104.17,Royal Challengers Bangalore,2008-04-20
Ross Taylor,23,12,1,2,191.67,Royal Challengers Bangalore,2008-04-20
Wilkin Mota,1,1,0,0,100.00,Kings XI Punjab,2008-04-21
Piyush Chawla,24,11,4,0,218.18,Kings XI Punjab,2008-04-21
Sunny Sohal,4,4,0,0,100.00,Kings XI Punjab,2008-04-21
Yuvraj Singh,57,34,6,3,167.65,Kings XI Punjab,2008-04-21
Irfan Pathan,12,19,0,1,63.16,Kings XI Punjab,2008-04-21
Mahela Jayawardene,2,4,0,0,50.00,Kings XI Punjab,2008-04-21
Kumar Sangakkara,20,8,3,1,250.00,Kings XI Punjab,2008-04-21
James Hopes,16,16,2,0,100.00,Kings XI Punjab,2008-04-21
Karan Goel,26,21,3,2,123.81,Kings XI Punjab,2008-04-21
Ravindra Jadeja,36,25,5,1,144.00,Rajasthan Royals,2008-04-21
Mohammad Kaif,5,8,1,0,62.50,Rajasthan Royals,2008-04-21
Darren Lehmann,17,16,3,0,106.25,Rajasthan Royals,2008-04-21
Kamran Akmal,15,10,2,1,150.00,Rajasthan Royals,2008-04-21
Shane Watson,76,49,5,5,155.10,Rajasthan Royals,2008-04-21
RP Singh,1,1,0,0,100.00,Deccan Chargers,2008-04-22
Arjun Yadav,12,7,2,0,171.43,Deccan Chargers,2008-04-22
Sanjay Bangar,8,14,0,0,57.14,Deccan Chargers,2008-04-22
Shahid Afridi,2,7,0,0,28.57,Deccan Chargers,2008-04-22
Rohit Sharma,66,36,6,4,183.33,Deccan Chargers,2008-04-22
Andrew Symonds,12,13,2,0,92.31,Deccan Chargers,2008-04-22
VVS Laxman,2,6,0,0,33.33,Deccan Chargers,2008-04-22
Adam Gilchrist,8,9,0,1,88.89,Deccan Chargers,2008-04-22
Venugopal Rao,14,22,2,0,63.64,Deccan Chargers,2008-04-22
Gautam Gambhir,12,9,2,0,133.33,Delhi Daredevils,2008-04-22
Shikhar Dhawan,25,28,3,0,89.29,Delhi Daredevils,2008-04-22
S Badrinath,2,1,0,0,200.00,Chennai Super Kings,2008-04-23
Jacob Oram,5,2,1,0,250.00,Chennai Super Kings,2008-04-23
MS Dhoni,30,16,4,1,187.50,Chennai Super Kings,2008-04-23
Suresh Raina,53,37,3,3,143.24,Chennai Super Kings,2008-04-23
Michael Hussey,5,9,1,0,55.56,Chennai Super Kings,2008-04-23
Parthiv Patel,14,11,3,0,127.27,Chennai Super Kings,2008-04-23
Matthew Hayden,81,46,12,2,176.09,Chennai Super Kings,2008-04-23
Ashish Nehra,1,2,0,0,50.00,Mumbai Indians,2008-04-23
Musavir Khote,9,5,0,1,180.00,Mumbai Indians,2008-04-23
Harbhajan Singh,28,14,1,3,200.00,Mumbai Indians,2008-04-23
Abhishek Nayar,45,20,6,1,225.00,Mumbai Indians,2008-04-23
Luke Ronchi,2,3,0,0,66.67,Mumbai Indians,2008-04-23
Dwayne Bravo,24,16,2,1,150.00,Mumbai Indians,2008-04-23
Shaun Pollock,17,15,0,1,113.33,Mumbai Indians,2008-04-23
Robin Uthappa,43,36,6,1,119.44,Mumbai Indians,2008-04-23
Rohit Sharma,36,30,3,1,120.00,Deccan Chargers,2008-04-24
Arjun Yadav,16,9,3,0,177.78,Deccan Chargers,2008-04-24
Andrew Symonds,117,53,11,7,220.75,Deccan Chargers,2008-04-24
Shahid Afridi,10,4,1,1,250.00,Deccan Chargers,2008-04-24
Adam Gilchrist,13,9,3,0,144.44,Deccan Chargers,2008-04-24
Dinesh Salunkhe,1,1,0,0,100.00,Rajasthan Royals,2008-04-24
Pankaj Singh,4,3,0,0,133.33,Rajasthan Royals,2008-04-24
Shane Warne,22,9,2,2,244.44,Rajasthan Royals,2008-04-24
Ravindra Jadeja,1,3,0,0,33.33,Rajasthan Royals,2008-04-24
Shane Watson,4,6,0,0,66.67,Rajasthan Royals,2008-04-24
Mohammad Kaif,34,16,2,3,212.50,Rajasthan Royals,2008-04-24
Graeme Smith,71,45,9,2,157.78,Rajasthan Royals,2008-04-24
Yusuf Pathan,61,28,4,6,217.86,Rajasthan Royals,2008-04-24
Vikram Singh,4,2,1,0,200.00,Kings XI Punjab,2008-04-25
S Sreesanth,0,1,0,0,0.00,Kings XI Punjab,2008-04-25
Piyush Chawla,0,1,0,0,0.00,Kings XI Punjab,2008-04-25
Brett Lee,16,8,2,1,200.00,Kings XI Punjab,2008-04-25
Sunny Sohal,0,4,0,0,0.00,Kings XI Punjab,2008-04-25
Ramnaresh Sarwan,7,9,0,0,77.78,Kings XI Punjab,2008-04-25
Mahela Jayawardene,12,7,0,1,171.43,Kings XI Punjab,2008-04-25
Yuvraj Singh,18,9,1,1,200.00,Kings XI Punjab,2008-04-25
Irfan Pathan,6,3,0,0,200.00,Kings XI Punjab,2008-04-25
Kumar Sangakkara,94,56,13,1,167.86,Kings XI Punjab,2008-04-25
Dhawal Kulkarni,2,16,0,0,12.50,Mumbai Indians,2008-04-25
Musavir Khote,8,7,1,0,114.29,Mumbai Indians,2008-04-25
Harbhajan Singh,0,1,0,0,0.00,Mumbai Indians,2008-04-25
Abhishek Nayar,2,3,0,0,66.67,Mumbai Indians,2008-04-25
Luke Ronchi,11,8,1,1,137.50,Mumbai Indians,2008-04-25
Ashish Nehra,2,10,0,0,20.00,Mumbai Indians,2008-04-25
Shaun Pollock,22,21,2,1,104.76,Mumbai Indians,2008-04-25
Saurabh Tiwary,17,10,2,1,170.00,Mumbai Indians,2008-04-25
Dwayne Bravo,23,21,4,0,109.52,Mumbai Indians,2008-04-25
Robin Uthappa,21,18,2,1,116.67,Mumbai Indians,2008-04-25
Ashok Dinda,0,0,0,0,0.00,Kolkata Knight Riders,2008-04-26
Ishant Sharma,4,3,0,0,133.33,Kolkata Knight Riders,2008-04-26
Ajit Agarkar,11,9,1,0,122.22,Kolkata Knight Riders,2008-04-26
Murali Kartik,3,3,0,0,100.00,Kolkata Knight Riders,2008-04-26
Laxmi Shukla,42,33,4,1,127.27,Kolkata Knight Riders,2008-04-26
Mohammad Hafeez,16,24,1,0,66.67,Kolkata Knight Riders,2008-04-26
David Hussey,0,2,0,0,0.00,Kolkata Knight Riders,2008-04-26
Wriddhiman Saha,27,16,5,1,168.75,Kolkata Knight Riders,2008-04-26
Ricky Ponting,0,1,0,0,0.00,Kolkata Knight Riders,2008-04-26
Brendon McCullum,24,12,2,2,200.00,Kolkata Knight Riders,2008-04-26
Parthiv Patel,21,27,3,0,77.78,Chennai Super Kings,2008-04-26
MS Dhoni,43,27,3,2,159.26,Chennai Super Kings,2008-04-26
Vinay Kumar,1,1,0,0,100.00,Royal Challengers Bangalore,2008-04-26
Zaheer Khan,17,18,2,0,94.44,Royal Challengers Bangalore,2008-04-26
Praveen Kumar,34,30,2,3,113.33,Royal Challengers Bangalore,2008-04-26
Sunil Joshi,3,8,0,0,37.50,Royal Challengers Bangalore,2008-04-26
Mark Boucher,4,10,0,0,40.00,Royal Challengers Bangalore,2008-04-26
Jacques Kallis,11,10,2,0,110.00,Royal Challengers Bangalore,2008-04-26
Rahul Dravid,0,1,0,0,0.00,Royal Challengers Bangalore,2008-04-26
Ross Taylor,44,20,6,3,220.00,Royal Challengers Bangalore,2008-04-26
Shivnarine Chanderpaul,2,9,0,0,22.22,Royal Challengers Bangalore,2008-04-26
Mohammad Kaif,4,6,1,0,66.67,Rajasthan Royals,2008-04-26
Shane Watson,61,41,8,2,148.78,Rajasthan Royals,2008-04-26
Yusuf Pathan,21,12,5,0,175.00,Rajasthan Royals,2008-04-26
Mahesh Rawat,0,2,0,0,0.00,Rajasthan Royals,2008-04-26
Yo Mahesh,6,5,0,0,120.00,Delhi Daredevils,2008-04-27
Farveez Maharoof,18,12,2,0,150.00,Delhi Daredevils,2008-04-27
Rajat Bhatia,17,15,1,1,113.33,Delhi Daredevils,2008-04-27
Manoj Tiwary,39,34,6,0,114.71,Delhi Daredevils,2008-04-27
Dinesh Karthik,24,14,2,1,171.43,Delhi Daredevils,2008-04-27
Shoaib Malik,19,17,3,0,111.76,Delhi Daredevils,2008-04-27
Virender Sehwag,6,6,1,0,100.00,Delhi Daredevils,2008-04-27
Shikhar Dhawan,0,3,0,0,0.00,Delhi Daredevils,2008-04-27
Brett Lee,1,3,0,0,33.33,Kings XI Punjab,2008-04-27
Irfan Pathan,10,7,2,0,142.86,Kings XI Punjab,2008-04-27
Simon Katich,75,52,11,1,144.23,Kings XI Punjab,2008-04-27
Karan Goel,1,3,0,0,33.33,Kings XI Punjab,2008-04-27
Tanmay Srivastava,7,9,0,0,77.78,Kings XI Punjab,2008-04-27
Yuvraj Singh,40,29,3,2,137.93,Kings XI Punjab,2008-04-27
Mahela Jayawardene,15,14,2,0,107.14,Kings XI Punjab,2008-04-27
Musavir Khote,7,10,1,0,70.00,Mumbai Indians,2008-04-27
Dwayne Bravo,34,18,3,1,188.89,Mumbai Indians,2008-04-27
Abhishek Nayar,34,19,1,3,178.95,Mumbai Indians,2008-04-27
Shaun Pollock,31,31,3,1,100.00,Mumbai Indians,2008-04-27
Robin Uthappa,6,5,1,0,120.00,Mumbai Indians,2008-04-27
Ajinkya Rahane,0,7,0,0,0.00,Mumbai Indians,2008-04-27
Luke Ronchi,13,11,3,0,118.18,Mumbai Indians,2008-04-27
Adam Gilchrist,109,47,9,10,231.91,Deccan Chargers,2008-04-27
Jacob Oram,0,0,0,0,0.00,Chennai Super Kings,2008-04-28
MS Dhoni,65,30,9,3,216.67,Chennai Super Kings,2008-04-28
Suresh Raina,28,17,1,2,164.71,Chennai Super Kings,2008-04-28
Matthew Hayden,13,19,2,0,68.42,Chennai Super Kings,2008-04-28
Michael Hussey,47,37,3,2,127.03,Chennai Super Kings,2008-04-28
Balachandra Akhil,2,3,0,0,66.67,Royal Challengers Bangalore,2008-04-28
Dale Steyn,1,2,0,0,50.00,Royal Challengers Bangalore,2008-04-28
Praveen Kumar,6,5,0,0,120.00,Royal Challengers Bangalore,2008-04-28
Zaheer Khan,8,6,1,0,133.33,Royal Challengers Bangalore,2008-04-28
Rahul Dravid,0,1,0,0,0.00,Royal Challengers Bangalore,2008-04-28
Virat Kohli,12,7,2,0,171.43,Royal Challengers Bangalore,2008-04-28
Mark Boucher,4,6,0,0,66.67,Royal Challengers Bangalore,2008-04-28
Jacques Kallis,14,10,2,0,140.00,Royal Challengers Bangalore,2008-04-28
Bharath Chipli,8,11,1,0,72.73,Royal Challengers Bangalore,2008-04-28
Ross Taylor,53,34,3,3,155.88,Royal Challengers Bangalore,2008-04-28
Ishant Sharma,0,0,0,0,0.00,Kolkata Knight Riders,2008-04-29
Murali Kartik,10,11,1,0,90.91,Kolkata Knight Riders,2008-04-29
Ajit Agarkar,2,6,0,0,33.33,Kolkata Knight Riders,2008-04-29
Laxmi Shukla,40,22,4,2,181.82,Kolkata Knight Riders,2008-04-29
David Hussey,17,20,3,0,85.00,Kolkata Knight Riders,2008-04-29
Mohammad Hafeez,2,6,0,0,33.33,Kolkata Knight Riders,2008-04-29
Debabrata Das,29,20,5,1,145.00,Kolkata Knight Riders,2008-04-29
Ricky Ponting,19,31,1,0,61.29,Kolkata Knight Riders,2008-04-29
Sourav Ganguly,4,2,1,0,200.00,Kolkata Knight Riders,2008-04-29
Ajinkya Rahane,4,10,1,0,40.00,Mumbai Indians,2008-04-29
Dwayne Bravo,64,53,8,1,120.75,Mumbai Indians,2008-04-29
Robin Uthappa,37,37,5,0,100.00,Mumbai Indians,2008-04-29
Manish Pandey,0,3,0,0,0.00,Mumbai Indians,2008-04-29
Rajat Bhatia,8,5,1,0,160.00,Delhi Daredevils,2008-04-30
Manoj Tiwary,11,9,1,0,122.22,Delhi Daredevils,2008-04-30
Dinesh Karthik,2,4,0,0,50.00,Delhi Daredevils,2008-04-30
Shoaib Malik,6,4,1,0,150.00,Delhi Daredevils,2008-04-30
Virender Sehwag,24,12,3,1,200.00,Delhi Daredevils,2008-04-30
Shikhar Dhawan,50,33,4,3,151.52,Delhi Daredevils,2008-04-30
Gautam Gambhir,86,54,11,1,159.26,Delhi Daredevils,2008-04-30
Mark Boucher,31,17,2,2,182.35,Royal Challengers Bangalore,2008-04-30
Virat Kohli,1,1,0,0,100.00,Royal Challengers Bangalore,2008-04-30
Praveen Kumar,6,5,1,0,120.00,Royal Challengers Bangalore,2008-04-30
Rahul Dravid,38,30,4,1,126.67,Royal Challengers Bangalore,2008-04-30
Jacques Kallis,54,44,6,1,122.73,Royal Challengers Bangalore,2008-04-30
Ross Taylor,29,15,3,2,193.33,Royal Challengers Bangalore,2008-04-30
Mahesh Rawat,1,1,0,0,100.00,Rajasthan Royals,2008-05-01
Sohail Tanvir,3,3,0,0,100.00,Rajasthan Royals,2008-05-01
Shane Warne,7,8,0,0,87.50,Rajasthan Royals,2008-05-01
Ravindra Jadeja,33,19,3,1,173.68,Rajasthan Royals,2008-05-01
Shane Watson,0,1,0,0,0.00,Rajasthan Royals,2008-05-01
Yusuf Pathan,55,33,6,2,166.67,Rajasthan Royals,2008-05-01
Swapnil Asnodkar,60,34,10,1,176.47,Rajasthan Royals,2008-05-01
Mohammad Kaif,21,18,3,1,116.67,Rajasthan Royals,2008-05-01
Graeme Smith,2,7,0,0,28.57,Rajasthan Royals,2008-05-01
Ishant Sharma,1,1,0,0,100.00,Kolkata Knight Riders,2008-05-01
Ashok Dinda,1,3,0,0,33.33,Kolkata Knight Riders,2008-05-01
Umar Gul,2,2,0,0,100.00,Kolkata Knight Riders,2008-05-01
Debabrata Das,11,13,1,0,84.62,Kolkata Knight Riders,2008-05-01
Wriddhiman Saha,1,2,0,0,50.00,Kolkata Knight Riders,2008-05-01
Laxmi Shukla,2,2,0,0,100.00,Kolkata Knight Riders,2008-05-01
David Hussey,42,30,1,2,140.00,Kolkata Knight Riders,2008-05-01
Ajit Agarkar,20,13,1,2,153.85,Kolkata Knight Riders,2008-05-01
Salman Butt,7,7,1,0,100.00,Kolkata Knight Riders,2008-05-01
Brad Hodge,1,3,0,0,33.33,Kolkata Knight Riders,2008-05-01
RP Singh,2,2,0,0,100.00,Deccan Chargers,2008-05-01
Doddapaneni Kalyankrishna,3,8,0,0,37.50,Deccan Chargers,2008-05-01
Sanjay Bangar,3,8,0,0,37.50,Deccan Chargers,2008-05-01
Nuwan Zoysa,1,2,0,0,50.00,Deccan Chargers,2008-05-01
Shahid Afridi,13,7,1,1,185.71,Deccan Chargers,2008-05-01
Venugopal Rao,1,2,0,0,50.00,Deccan Chargers,2008-05-01
Rohit Sharma,76,42,10,2,180.95,Deccan Chargers,2008-05-01
Herschelle Gibbs,7,9,0,0,77.78,Deccan Chargers,2008-05-01
VVS Laxman,48,34,8,0,141.18,Deccan Chargers,2008-05-01
Shaun Marsh,84,62,11,1,135.48,Kings XI Punjab,2008-05-01
Yuvraj Singh,14,9,2,0,155.56,Kings XI Punjab,2008-05-01
Mahela Jayawardene,45,23,6,1,195.65,Kings XI Punjab,2008-05-01
Kumar Sangakkara,3,4,0,0,75.00,Kings XI Punjab,2008-05-01
S Badrinath,11,5,0,1,220.00,Chennai Super Kings,2008-05-02
Joginder Sharma,0,0,0,0,0.00,Chennai Super Kings,2008-05-02
Suresh Raina,3,4,0,0,75.00,Chennai Super Kings,2008-05-02
Albie Morkel,28,16,3,2,175.00,Chennai Super Kings,2008-05-02
Vidyut Sivaramakrishnan,54,37,7,1,145.95,Chennai Super Kings,2008-05-02
MS Dhoni,32,27,2,1,118.52,Chennai Super Kings,2008-05-02
Stephen Fleming,13,13,2,0,100.00,Chennai Super Kings,2008-05-02
Parthiv Patel,21,20,3,0,105.00,Chennai Super Kings,2008-05-02
Gautam Gambhir,50,37,5,1,135.14,Delhi Daredevils,2008-05-02
Shikhar Dhawan,19,17,2,0,111.76,Delhi Daredevils,2008-05-02
AB de Villiers,26,21,2,0,123.81,Delhi Daredevils,2008-05-02
Zaheer Khan,0,0,0,0,0.00,Royal Challengers Bangalore,2008-05-03
Praveen Kumar,8,4,2,0,200.00,Royal Challengers Bangalore,2008-05-03
Mark Boucher,16,14,2,0,114.29,Royal Challengers Bangalore,2008-05-03
Misbah-ul-Haq,3,5,0,0,60.00,Royal Challengers Bangalore,2008-05-03
Jacques Kallis,6,5,1,0,120.00,Royal Challengers Bangalore,2008-05-03
Virat Kohli,38,29,1,2,131.03,Royal Challengers Bangalore,2008-05-03
Wasim Jaffer,44,37,6,0,118.92,Royal Challengers Bangalore,2008-05-03
Bharath Chipli,10,7,2,0,142.86,Royal Challengers Bangalore,2008-05-03
Arjun Yadav,3,4,0,0,75.00,Deccan Chargers,2008-05-03
Scott Styris,2,3,0,0,66.67,Deccan Chargers,2008-05-03
Shahid Afridi,1,2,0,0,50.00,Deccan Chargers,2008-05-03
Rohit Sharma,57,42,5,3,135.71,Deccan Chargers,2008-05-03
Adam Gilchrist,10,11,2,0,90.91,Deccan Chargers,2008-05-03
Sanjay Bangar,17,7,0,2,242.86,Deccan Chargers,2008-05-03
Herschelle Gibbs,5,7,1,0,71.43,Deccan Chargers,2008-05-03
Piyush Chawla,21,7,3,1,300.00,Kings XI Punjab,2008-05-03
Irfan Pathan,24,26,2,0,92.31,Kings XI Punjab,2008-05-03
Karan Goel,6,7,1,0,85.71,Kings XI Punjab,2008-05-03
Mahela Jayawardene,10,6,0,1,166.67,Kings XI Punjab,2008-05-03
Yuvraj Singh,17,10,2,1,170.00,Kings XI Punjab,2008-05-03
James Hopes,18,12,4,0,150.00,Kings XI Punjab,2008-05-03
Kumar Sangakkara,28,21,5,0,133.33,Kings XI Punjab,2008-05-03
Shaun Marsh,40,32,5,1,125.00,Kings XI Punjab,2008-05-03
Wriddhiman Saha,59,32,2,4,184.38,Kolkata Knight Riders,2008-05-03
Ajit Agarkar,1,2,0,0,50.00,Kolkata Knight Riders,2008-05-03
Laxmi Shukla,7,10,0,0,70.00,Kolkata Knight Riders,2008-05-03
David Hussey,71,46,4,4,154.35,Kolkata Knight Riders,2008-05-03
Brad Hodge,1,3,0,0,33.33,Kolkata Knight Riders,2008-05-03
Debabrata Das,5,8,1,0,62.50,Kolkata Knight Riders,2008-05-03
Sourav Ganguly,5,7,1,0,71.43,Kolkata Knight Riders,2008-05-03
Rohan Raje,6,5,1,0,120.00,Mumbai Indians,2008-05-04
Ashish Nehra,0,0,0,0,0.00,Mumbai Indians,2008-05-04
Saurabh Tiwary,9,10,1,0,90.00,Mumbai Indians,2008-05-04
Shaun Pollock,33,15,2,3,220.00,Mumbai Indians,2008-05-04
Dwayne Bravo,2,4,0,0,50.00,Mumbai Indians,2008-05-04
Abhishek Nayar,2,6,0,0,33.33,Mumbai Indians,2008-05-04
Dominic Thornely,30,24,2,2,125.00,Mumbai Indians,2008-05-04
Robin Uthappa,22,21,0,2,104.76,Mumbai Indians,2008-05-04
Sanath Jayasuriya,34,16,6,1,212.50,Mumbai Indians,2008-05-04
Glenn McGrath,0,2,0,0,0.00,Delhi Daredevils,2008-05-04
Mohammad Asif,0,1,0,0,0.00,Delhi Daredevils,2008-05-04
Yo Mahesh,3,5,0,0,60.00,Delhi Daredevils,2008-05-04
Pradeep Sangwan,2,4,0,0,50.00,Delhi Daredevils,2008-05-04
Rajat Bhatia,9,8,0,1,112.50,Delhi Daredevils,2008-05-04
Shoaib Malik,24,22,1,0,109.09,Delhi Daredevils,2008-05-04
Dinesh Karthik,28,23,3,0,121.74,Delhi Daredevils,2008-05-04
AB de Villiers,21,17,2,1,123.53,Delhi Daredevils,2008-05-04
Virender Sehwag,40,20,3,3,200.00,Delhi Daredevils,2008-05-04
Gautam Gambhir,1,9,0,0,11.11,Delhi Daredevils,2008-05-04
Makhaya Ntini,11,12,2,0,91.67,Chennai Super Kings,2008-05-04
Muttiah Muralitharan,0,3,0,0,0.00,Chennai Super Kings,2008-05-04
Manpreet Gony,1,4,0,0,25.00,Chennai Super Kings,2008-05-04
Albie Morkel,42,33,4,1,127.27,Chennai Super Kings,2008-05-04
Joginder Sharma,0,1,0,0,0.00,Chennai Super Kings,2008-05-04
MS Dhoni,1,7,0,0,14.29,Chennai Super Kings,2008-05-04
Suresh Raina,27,27,2,0,100.00,Chennai Super Kings,2008-05-04
S Badrinath,15,14,3,0,107.14,Chennai Super Kings,2008-05-04
Vidyut Sivaramakrishnan,5,10,1,0,50.00,Chennai Super Kings,2008-05-04
Stephen Fleming,0,2,0,0,0.00,Chennai Super Kings,2008-05-04
Graeme Smith,35,44,4,0,79.55,Rajasthan Royals,2008-05-04
Shane Watson,14,8,1,1,175.00,Rajasthan Royals,2008-05-04
Yusuf Pathan,8,5,0,1,160.00,Rajasthan Royals,2008-05-04
Dale Steyn,1,3,0,0,33.33,Royal Challengers Bangalore,2008-05-05
Zaheer Khan,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-05
Anil Kumble,3,7,0,0,42.86,Royal Challengers Bangalore,2008-05-05
Devraj Patil,4,1,1,0,400.00,Royal Challengers Bangalore,2008-05-05
Praveen Kumar,0,2,0,0,0.00,Royal Challengers Bangalore,2008-05-05
Misbah-ul-Haq,8,7,1,0,114.29,Royal Challengers Bangalore,2008-05-05
Rahul Dravid,66,51,9,1,129.41,Royal Challengers Bangalore,2008-05-05
Jacques Kallis,0,3,0,0,0.00,Royal Challengers Bangalore,2008-05-05
Cameron White,0,1,0,0,0.00,Royal Challengers Bangalore,2008-05-05
Wasim Jaffer,0,4,0,0,0.00,Royal Challengers Bangalore,2008-05-05
Irfan Pathan,17,17,1,1,100.00,Kings XI Punjab,2008-05-05
Shaun Marsh,39,34,4,1,114.71,Kings XI Punjab,2008-05-05
Mahela Jayawardene,17,22,2,0,77.27,Kings XI Punjab,2008-05-05
Yuvraj Singh,1,4,0,0,25.00,Kings XI Punjab,2008-05-05
Ramnaresh Sarwan,31,29,4,1,106.90,Kings XI Punjab,2008-05-05
Manpreet Gony,15,6,0,2,250.00,Chennai Super Kings,2008-05-06
Albie Morkel,29,19,1,2,152.63,Chennai Super Kings,2008-05-06
Joginder Sharma,16,10,1,1,160.00,Chennai Super Kings,2008-05-06
S Badrinath,0,4,0,0,0.00,Chennai Super Kings,2008-05-06
MS Dhoni,23,31,2,0,74.19,Chennai Super Kings,2008-05-06
Suresh Raina,32,21,5,0,152.38,Chennai Super Kings,2008-05-06
Stephen Fleming,14,16,2,0,87.50,Chennai Super Kings,2008-05-06
Srikkanth Anirudha,1,7,0,0,14.29,Chennai Super Kings,2008-05-06
Adam Gilchrist,54,36,7,2,150.00,Deccan Chargers,2008-05-06
Shahid Afridi,20,6,2,2,333.33,Deccan Chargers,2008-05-06
Rohit Sharma,23,17,2,1,135.29,Deccan Chargers,2008-05-06
Scott Styris,36,41,3,1,87.80,Deccan Chargers,2008-05-06
