Name,Overs,Maiden,Runs,Wicket,No Balls,Wides,Economy,Team,Date
RP Singh,4,0,36,1,0,2,9.00,Deccan Chargers,2009-05-04
Tirumalsetti Suman,3,0,29,1,0,0,9.67,Deccan Chargers,2009-05-04
Suresh Raina,1.4,0,12,1,0,0,8.57,Chennai Super Kings,2009-05-04
Muttiah Muralitharan,3,0,11,2,0,1,3.67,Chennai Super Kings,2009-05-04
Shadab Jakati,4,0,22,4,0,0,5.50,Chennai Super Kings,2009-05-04
Lakshmipathy Balaji,1,0,18,0,0,0,18.00,Chennai Super Kings,2009-05-04
Albie Morkel,3,1,24,2,1,0,8.00,Chennai Super Kings,2009-05-04
Sudeep Tyagi,2,0,9,1,0,1,4.50,Chennai Super Kings,2009-05-04
Karan Goel,1,0,11,0,0,0,11.00,Kings XI Punjab,2009-05-05
Yuvraj Singh,1,0,9,0,0,0,9.00,Kings XI Punjab,2009-05-05
Yusuf Abdulla,3,0,44,0,1,0,14.67,Kings XI Punjab,2009-05-05
S Sreesanth,4,0,44,0,3,0,11.00,Kings XI Punjab,2009-05-05
Irfan Pathan,4,0,40,1,0,0,10.00,Kings XI Punjab,2009-05-05
Piyush Chawla,4,0,30,2,0,0,7.50,Kings XI Punjab,2009-05-05
Ramesh Powar,3,0,33,1,0,0,11.00,Kings XI Punjab,2009-05-05
Ravindra Jadeja,1,0,6,0,0,0,6.00,Rajasthan Royals,2009-05-05
Shane Warne,3,0,38,2,0,2,12.67,Rajasthan Royals,2009-05-05
Siddharth Trivedi,4,0,20,1,0,0,5.00,Rajasthan Royals,2009-05-05
Amit Singh,4,0,9,3,0,0,2.25,Rajasthan Royals,2009-05-05
Yusuf Pathan,4,0,28,1,0,0,7.00,Rajasthan Royals,2009-05-05
Shane Harwood,4,0,26,1,0,6,6.50,Rajasthan Royals,2009-05-05
Rajat Bhatia,4,0,35,0,0,0,8.75,Delhi Daredevils,2009-05-05
Pradeep Sangwan,4,0,29,2,1,0,7.25,Delhi Daredevils,2009-05-05
Ashish Nehra,4,0,23,1,0,2,5.75,Delhi Daredevils,2009-05-05
Amit Mishra,4,1,18,0,0,0,4.50,Delhi Daredevils,2009-05-05
Dirk Nannes,4,0,49,0,0,1,12.25,Delhi Daredevils,2009-05-05
Ajit Agarkar,3,0,24,1,0,0,8.00,Kolkata Knight Riders,2009-05-05
Ashok Dinda,2,0,17,0,0,0,8.50,Kolkata Knight Riders,2009-05-05
Ishant Sharma,4,0,43,0,0,0,10.75,Kolkata Knight Riders,2009-05-05
Brad Hodge,2,0,18,0,0,2,9.00,Kolkata Knight Riders,2009-05-05
Murali Kartik,4,0,18,0,0,0,4.50,Kolkata Knight Riders,2009-05-05
Moises Henriques,4,0,36,0,0,0,9.00,Kolkata Knight Riders,2009-05-05
Sanath Jayasuriya,4,0,31,1,0,0,7.75,Mumbai Indians,2009-05-06
Rohan Raje,3,0,25,1,0,0,8.33,Mumbai Indians,2009-05-06
Harbhajan Singh,2,0,23,0,0,0,11.50,Mumbai Indians,2009-05-06
Lasith Malinga,4,0,24,1,0,2,6.00,Mumbai Indians,2009-05-06
Dhawal Kulkarni,4,0,21,1,0,2,5.25,Mumbai Indians,2009-05-06
Dwayne Bravo,3,0,16,1,0,0,5.33,Mumbai Indians,2009-05-06
Rohit Sharma,2,0,6,4,0,0,3.00,Deccan Chargers,2009-05-06
Shoaib Ahmed,2,0,19,0,0,0,9.50,Deccan Chargers,2009-05-06
Tirumalsetti Suman,4,0,14,2,0,0,3.50,Deccan Chargers,2009-05-06
RP Singh,4,0,19,2,0,1,4.75,Deccan Chargers,2009-05-06
Ryan Harris,4,0,25,0,0,0,6.25,Deccan Chargers,2009-05-06
Dwayne Smith,1,0,13,0,0,0,13.00,Deccan Chargers,2009-05-06
Harmeet Singh Bansal,3,0,28,0,0,0,9.33,Deccan Chargers,2009-05-06
Abhishek Raut,1,0,6,0,0,0,6.00,Rajasthan Royals,2009-05-07
Ravindra Jadeja,4,0,15,3,0,0,3.75,Rajasthan Royals,2009-05-07
Lee Carseldine,1,0,6,1,0,1,6.00,Rajasthan Royals,2009-05-07
Munaf Patel,2,0,16,1,0,1,8.00,Rajasthan Royals,2009-05-07
Morne Morkel,4,0,20,0,0,1,5.00,Rajasthan Royals,2009-05-07
Shane Warne,4,0,23,0,0,0,5.75,Rajasthan Royals,2009-05-07
Amit Singh,4,0,19,4,1,1,4.75,Rajasthan Royals,2009-05-07
Vinay Kumar,1,0,9,0,0,1,9.00,Royal Challengers Bangalore,2009-05-07
Roelof van der Merwe,1,0,11,0,0,0,11.00,Royal Challengers Bangalore,2009-05-07
Anil Kumble,2,0,12,0,0,0,6.00,Royal Challengers Bangalore,2009-05-07
Dillon du Preez,3,0,24,1,0,0,8.00,Royal Challengers Bangalore,2009-05-07
Praveen Kumar,4,0,31,0,0,1,7.75,Royal Challengers Bangalore,2009-05-07
Jacques Kallis,4,0,20,1,0,1,5.00,Royal Challengers Bangalore,2009-05-07
Piyush Chawla,3,0,28,1,0,0,9.33,Kings XI Punjab,2009-05-07
Karan Goel,3,0,23,0,0,0,7.67,Kings XI Punjab,2009-05-07
Vikram Singh,2,0,36,0,0,0,18.00,Kings XI Punjab,2009-05-07
S Sreesanth,4,0,37,1,0,1,9.25,Kings XI Punjab,2009-05-07
Yusuf Abdulla,2,0,18,0,0,0,9.00,Kings XI Punjab,2009-05-07
Irfan Pathan,4,0,38,1,0,0,9.50,Kings XI Punjab,2009-05-07
Suresh Raina,2,0,8,0,0,0,4.00,Chennai Super Kings,2009-05-07
Lakshmipathy Balaji,4,0,41,1,0,1,10.25,Chennai Super Kings,2009-05-07
Manpreet Gony,1,0,19,0,0,0,19.00,Chennai Super Kings,2009-05-07
Sudeep Tyagi,2,0,10,0,0,0,5.00,Chennai Super Kings,2009-05-07
Shadab Jakati,2,0,20,1,0,0,10.00,Chennai Super Kings,2009-05-07
Muttiah Muralitharan,4,0,37,0,0,1,9.25,Chennai Super Kings,2009-05-07
Albie Morkel,3,0,36,1,0,1,12.00,Chennai Super Kings,2009-05-07
Dirk Nannes,4,0,33,2,0,2,8.25,Delhi Daredevils,2009-05-08
Ashish Nehra,4,0,27,2,1,3,6.75,Delhi Daredevils,2009-05-08
Pradeep Sangwan,4,0,18,0,0,1,4.50,Delhi Daredevils,2009-05-08
Amit Mishra,4,0,20,0,1,1,5.00,Delhi Daredevils,2009-05-08
Rajat Bhatia,4,0,15,3,0,1,3.75,Delhi Daredevils,2009-05-08
Harbhajan Singh,4,0,21,1,0,0,5.25,Mumbai Indians,2009-05-08
Dwayne Bravo,1,0,2,0,0,0,2.00,Mumbai Indians,2009-05-08
Dhawal Kulkarni,3,0,9,0,0,0,3.00,Mumbai Indians,2009-05-08
Rohan Raje,1.5,0,22,0,0,0,14.67,Mumbai Indians,2009-05-08
Lasith Malinga,4,0,30,1,0,3,7.50,Mumbai Indians,2009-05-08
Sachin Tendulkar,1,0,19,0,0,0,19.00,Mumbai Indians,2009-05-08
Jean-Paul Duminy,4,0,15,1,0,1,3.75,Mumbai Indians,2009-05-08
Wilkin Mota,4,0,26,1,1,0,6.50,Kings XI Punjab,2009-05-09
Irfan Pathan,4,0,42,0,0,1,10.50,Kings XI Punjab,2009-05-09
S Sreesanth,4,0,37,1,0,0,9.25,Kings XI Punjab,2009-05-09
Piyush Chawla,3,0,26,1,0,0,8.67,Kings XI Punjab,2009-05-09
Yuvraj Singh,1,0,11,0,0,0,11.00,Kings XI Punjab,2009-05-09
Brett Lee,4,0,24,1,1,2,6.00,Kings XI Punjab,2009-05-09
Andrew Symonds,1,0,20,0,0,1,20.00,Deccan Chargers,2009-05-09
Shoaib Ahmed,3,0,25,2,0,0,8.33,Deccan Chargers,2009-05-09
Ryan Harris,3,0,29,0,0,1,9.67,Deccan Chargers,2009-05-09
Tirumalsetti Suman,3,0,24,1,0,0,8.00,Deccan Chargers,2009-05-09
Pragyan Ojha,4,0,24,0,0,1,6.00,Deccan Chargers,2009-05-09
RP Singh,2.5,0,26,0,0,0,10.40,Deccan Chargers,2009-05-09
Venugopal Rao,1,0,3,0,0,0,3.00,Deccan Chargers,2009-05-09
Rohit Sharma,2,0,12,2,0,0,6.00,Deccan Chargers,2009-05-09
Suresh Raina,3,0,21,0,0,0,7.00,Chennai Super Kings,2009-05-09
Shadab Jakati,4,0,35,2,0,1,8.75,Chennai Super Kings,2009-05-09
Muttiah Muralitharan,4,0,22,2,0,0,5.50,Chennai Super Kings,2009-05-09
Jacob Oram,1,0,8,0,0,0,8.00,Chennai Super Kings,2009-05-09
Albie Morkel,3,0,24,1,1,0,8.00,Chennai Super Kings,2009-05-09
Sudeep Tyagi,2,0,12,0,0,0,6.00,Chennai Super Kings,2009-05-09
Lakshmipathy Balaji,3,0,13,1,0,0,4.33,Chennai Super Kings,2009-05-09
Amit Singh,3,0,25,1,0,0,8.33,Rajasthan Royals,2009-05-09
Ravindra Jadeja,2.2,0,14,0,0,0,6.36,Rajasthan Royals,2009-05-09
Yusuf Pathan,4,0,28,0,0,1,7.00,Rajasthan Royals,2009-05-09
Shane Warne,4,0,27,1,0,3,6.75,Rajasthan Royals,2009-05-09
Shane Harwood,2,0,22,0,0,1,11.00,Rajasthan Royals,2009-05-09
Siddharth Trivedi,3,0,23,1,0,1,7.67,Rajasthan Royals,2009-05-09
KP Appanna,2,0,13,0,0,0,6.50,Royal Challengers Bangalore,2009-05-10
Anil Kumble,4,0,32,0,0,0,8.00,Royal Challengers Bangalore,2009-05-10
Roelof van der Merwe,3,0,17,1,0,0,5.67,Royal Challengers Bangalore,2009-05-10
Jacques Kallis,3,0,23,0,0,3,7.67,Royal Challengers Bangalore,2009-05-10
Vinay Kumar,4,0,30,1,0,1,7.50,Royal Challengers Bangalore,2009-05-10
Abhimanyu Mithun,4,0,42,0,0,3,10.50,Royal Challengers Bangalore,2009-05-10
Lasith Malinga,4,0,37,1,0,5,9.25,Mumbai Indians,2009-05-10
Dhawal Kulkarni,4,0,24,1,0,0,6.00,Mumbai Indians,2009-05-10
Chetanya Nanda,4,0,32,1,0,0,8.00,Mumbai Indians,2009-05-10
Harbhajan Singh,4,0,15,2,0,2,3.75,Mumbai Indians,2009-05-10
Dwayne Bravo,4,0,27,1,0,1,6.75,Mumbai Indians,2009-05-10
Rajat Bhatia,1,0,13,0,0,0,13.00,Delhi Daredevils,2009-05-10
Amit Mishra,4,0,14,3,1,0,3.50,Delhi Daredevils,2009-05-10
Ashish Nehra,4,0,29,2,0,2,7.25,Delhi Daredevils,2009-05-10
Dirk Nannes,4,0,15,2,0,2,3.75,Delhi Daredevils,2009-05-10
Pradeep Sangwan,3,0,32,1,0,1,10.67,Delhi Daredevils,2009-05-10
Tillakaratne Dilshan,4,0,18,0,0,0,4.50,Delhi Daredevils,2009-05-10
Ajit Agarkar,3,0,19,0,0,1,6.33,Kolkata Knight Riders,2009-05-10
Moises Henriques,4,0,35,1,0,2,8.75,Kolkata Knight Riders,2009-05-10
Ishant Sharma,4,0,23,2,0,2,5.75,Kolkata Knight Riders,2009-05-10
Sourav Sarkar,1.1,0,19,0,0,0,17.27,Kolkata Knight Riders,2009-05-10
Murali Kartik,4,0,20,0,0,0,5.00,Kolkata Knight Riders,2009-05-10
Brad Hodge,1,0,2,0,0,0,2.00,Kolkata Knight Riders,2009-05-10
Ravindra Jadeja,4,0,26,2,0,0,6.50,Rajasthan Royals,2009-05-11
Abhishek Raut,1,0,13,0,0,0,13.00,Rajasthan Royals,2009-05-11
Shane Warne,4,0,36,1,0,0,9.00,Rajasthan Royals,2009-05-11
Morne Morkel,3,0,20,0,0,1,6.67,Rajasthan Royals,2009-05-11
Munaf Patel,1,0,3,0,0,0,3.00,Rajasthan Royals,2009-05-11
Yusuf Pathan,4,0,34,3,0,0,8.50,Rajasthan Royals,2009-05-11
Siddharth Trivedi,3,0,33,1,0,0,11.00,Rajasthan Royals,2009-05-11
Andrew Symonds,4,0,30,0,0,0,7.50,Deccan Chargers,2009-05-11
Chaminda Vaas,4,0,19,2,0,1,4.75,Deccan Chargers,2009-05-11
RP Singh,4,0,22,1,0,2,5.50,Deccan Chargers,2009-05-11
Rohit Sharma,3,0,12,3,0,0,4.00,Deccan Chargers,2009-05-11
Dwayne Smith,1,0,4,0,0,0,4.00,Deccan Chargers,2009-05-11
Pragyan Ojha,3.3,0,25,1,0,0,7.58,Deccan Chargers,2009-05-11
Balachandra Akhil,3,0,32,1,0,2,10.67,Royal Challengers Bangalore,2009-05-12
KP Appanna,1,0,10,0,0,0,10.00,Royal Challengers Bangalore,2009-05-12
Anil Kumble,4,0,28,1,0,0,7.00,Royal Challengers Bangalore,2009-05-12
Vinay Kumar,4,0,33,2,0,0,8.25,Royal Challengers Bangalore,2009-05-12
Jacques Kallis,4,0,40,0,2,0,10.00,Royal Challengers Bangalore,2009-05-12
Jesse Ryder,4,0,25,0,0,0,6.25,Royal Challengers Bangalore,2009-05-12
Murali Kartik,4,0,28,2,0,2,7.00,Kolkata Knight Riders,2009-05-12
Ajantha Mendis,4,0,21,1,1,0,5.25,Kolkata Knight Riders,2009-05-12
Ishant Sharma,4,0,40,0,1,3,10.00,Kolkata Knight Riders,2009-05-12
David Hussey,1,0,10,0,0,0,10.00,Kolkata Knight Riders,2009-05-12
Ajit Agarkar,4,0,45,1,0,0,11.25,Kolkata Knight Riders,2009-05-12
Angelo Mathews,2.2,0,31,0,0,1,14.09,Kolkata Knight Riders,2009-05-12
Jean-Paul Duminy,4,0,15,2,0,0,3.75,Mumbai Indians,2009-05-12
Harbhajan Singh,4,0,9,1,0,0,2.25,Mumbai Indians,2009-05-12
Lasith Malinga,4,0,32,1,1,6,8.00,Mumbai Indians,2009-05-12
Dhawal Kulkarni,3,0,24,1,0,0,8.00,Mumbai Indians,2009-05-12
Sanath Jayasuriya,1,0,3,0,0,0,3.00,Mumbai Indians,2009-05-12
Ajinkya Rahane,1,0,5,1,0,0,5.00,Mumbai Indians,2009-05-12
Rohan Raje,1,0,10,0,0,1,10.00,Mumbai Indians,2009-05-12
Dwayne Bravo,2,0,17,0,1,1,8.50,Mumbai Indians,2009-05-12
Yuvraj Singh,2,0,14,0,0,0,7.00,Kings XI Punjab,2009-05-12
S Sreesanth,1,0,21,0,0,0,21.00,Kings XI Punjab,2009-05-12
Irfan Pathan,3.2,1,14,0,0,0,4.38,Kings XI Punjab,2009-05-12
Karan Goel,2,0,16,0,0,0,8.00,Kings XI Punjab,2009-05-12
Piyush Chawla,4,0,32,1,0,0,8.00,Kings XI Punjab,2009-05-12
Brett Lee,4,0,25,1,2,4,6.25,Kings XI Punjab,2009-05-12
Dwayne Smith,4,0,25,1,0,0,6.25,Deccan Chargers,2009-05-13
Pragyan Ojha,4,0,26,2,0,1,6.50,Deccan Chargers,2009-05-13
Shoaib Ahmed,1,0,24,0,0,0,24.00,Deccan Chargers,2009-05-13
Andrew Symonds,3,0,19,1,0,1,6.33,Deccan Chargers,2009-05-13
Chaminda Vaas,4,0,52,2,2,1,13.00,Deccan Chargers,2009-05-13
RP Singh,4,0,26,0,0,1,6.50,Deccan Chargers,2009-05-13
Rajat Bhatia,2.4,0,15,4,0,0,6.25,Delhi Daredevils,2009-05-13
Amit Mishra,3,0,39,0,0,0,13.00,Delhi Daredevils,2009-05-13
Tillakaratne Dilshan,2,0,8,0,0,0,4.00,Delhi Daredevils,2009-05-13
Pradeep Sangwan,4,1,18,3,0,3,4.50,Delhi Daredevils,2009-05-13
Ashish Nehra,4,0,47,1,0,1,11.75,Delhi Daredevils,2009-05-13
Dirk Nannes,4,0,31,1,0,1,7.75,Delhi Daredevils,2009-05-13
Balachandra Akhil,1,0,2,0,0,0,2.00,Royal Challengers Bangalore,2009-05-14
Jacques Kallis,4,1,18,2,0,0,4.50,Royal Challengers Bangalore,2009-05-14
Vinay Kumar,3,0,30,2,0,1,10.00,Royal Challengers Bangalore,2009-05-14
Anil Kumble,4,0,12,2,0,0,3.00,Royal Challengers Bangalore,2009-05-14
Roelof van der Merwe,4,0,29,1,0,0,7.25,Royal Challengers Bangalore,2009-05-14
Praveen Kumar,3.4,0,35,1,0,0,10.29,Royal Challengers Bangalore,2009-05-14
Shadab Jakati,4,0,25,0,0,0,6.25,Chennai Super Kings,2009-05-14
Lakshmipathy Balaji,4,0,32,1,0,1,8.00,Chennai Super Kings,2009-05-14
Sudeep Tyagi,2,0,21,1,0,1,10.50,Chennai Super Kings,2009-05-14
Jacob Oram,1.4,0,12,2,0,0,8.57,Chennai Super Kings,2009-05-14
Muttiah Muralitharan,4,0,24,1,0,0,6.00,Chennai Super Kings,2009-05-14
Albie Morkel,4,0,13,2,0,1,3.25,Chennai Super Kings,2009-05-14
Sanath Jayasuriya,1,0,3,2,0,0,3.00,Mumbai Indians,2009-05-14
Harbhajan Singh,4,0,31,1,0,0,7.75,Mumbai Indians,2009-05-14
Jean-Paul Duminy,3,0,17,0,0,0,5.67,Mumbai Indians,2009-05-14
Lasith Malinga,4,0,28,1,0,1,7.00,Mumbai Indians,2009-05-14
Dwayne Bravo,3,0,30,1,0,2,10.00,Mumbai Indians,2009-05-14
Chetanya Nanda,1,0,4,1,0,0,4.00,Mumbai Indians,2009-05-14
Dhawal Kulkarni,4,0,29,0,0,1,7.25,Mumbai Indians,2009-05-14
Johan Botha,4,0,32,0,0,2,8.00,Rajasthan Royals,2009-05-14
Shane Warne,4,0,24,3,0,3,6.00,Rajasthan Royals,2009-05-14
Siddharth Trivedi,4,0,19,2,1,0,4.75,Rajasthan Royals,2009-05-14
Ravindra Jadeja,1,0,18,0,0,1,18.00,Rajasthan Royals,2009-05-14
Munaf Patel,3.5,0,22,2,0,0,6.29,Rajasthan Royals,2009-05-14
Yusuf Pathan,3,0,25,0,0,1,8.33,Rajasthan Royals,2009-05-14
Yuvraj Singh,1,0,14,0,0,0,14.00,Kings XI Punjab,2009-05-15
Ramesh Powar,3,0,20,0,0,2,6.67,Kings XI Punjab,2009-05-15
S Sreesanth,4,0,20,2,0,2,5.00,Kings XI Punjab,2009-05-15
Irfan Pathan,4,0,22,2,0,0,5.50,Kings XI Punjab,2009-05-15
Wilkin Mota,1,0,6,1,0,0,6.00,Kings XI Punjab,2009-05-15
Piyush Chawla,3,1,16,0,0,1,5.33,Kings XI Punjab,2009-05-15
Brett Lee,4,1,15,3,0,2,3.75,Kings XI Punjab,2009-05-15
Rajat Bhatia,3,0,22,0,0,1,7.33,Delhi Daredevils,2009-05-15
Daniel Vettori,3.1,0,15,0,0,0,4.84,Delhi Daredevils,2009-05-15
Farveez Maharoof,4,0,29,2,4,2,7.25,Delhi Daredevils,2009-05-15
Pradeep Sangwan,4,0,42,1,0,0,10.50,Delhi Daredevils,2009-05-15
Tillakaratne Dilshan,1,0,7,0,0,0,7.00,Delhi Daredevils,2009-05-15
Ashish Nehra,4,1,6,1,0,0,1.50,Delhi Daredevils,2009-05-15
Shadab Jakati,3,0,26,0,0,0,8.67,Chennai Super Kings,2009-05-16
Suresh Raina,4,0,22,1,0,0,5.50,Chennai Super Kings,2009-05-16
Muttiah Muralitharan,4,0,19,0,0,0,4.75,Chennai Super Kings,2009-05-16
Sudeep Tyagi,3,0,29,1,0,0,9.67,Chennai Super Kings,2009-05-16
Albie Morkel,4,0,31,1,1,1,7.75,Chennai Super Kings,2009-05-16
Lakshmipathy Balaji,2,0,17,0,0,0,8.50,Chennai Super Kings,2009-05-16
Harbhajan Singh,3,0,22,0,0,0,7.33,Mumbai Indians,2009-05-16
Dwayne Bravo,3.1,0,19,1,0,1,6.13,Mumbai Indians,2009-05-16
Lasith Malinga,4,0,19,1,0,1,4.75,Mumbai Indians,2009-05-16
Chetanya Nanda,3,0,21,0,0,2,7.00,Mumbai Indians,2009-05-16
Jean-Paul Duminy,2,0,9,0,0,0,4.50,Mumbai Indians,2009-05-16
Dhawal Kulkarni,4,0,45,1,0,1,11.25,Mumbai Indians,2009-05-16
Rohit Sharma,2,0,15,1,0,0,7.50,Deccan Chargers,2009-05-16
Pragyan Ojha,3,0,24,0,0,0,8.00,Deccan Chargers,2009-05-16
Harmeet Singh Bansal,3.5,0,40,0,0,0,11.43,Deccan Chargers,2009-05-16
Andrew Symonds,4,0,28,1,0,0,7.00,Deccan Chargers,2009-05-16
RP Singh,3.1,0,30,0,2,2,9.68,Deccan Chargers,2009-05-16
Ryan Harris,4,0,20,2,0,0,5.00,Deccan Chargers,2009-05-16
Ajit Agarkar,4,0,41,0,0,0,10.25,Kolkata Knight Riders,2009-05-16
Brad Hodge,3,0,23,1,0,0,7.67,Kolkata Knight Riders,2009-05-16
David Hussey,1,0,6,0,0,0,6.00,Kolkata Knight Riders,2009-05-16
Murali Kartik,4,0,12,1,0,0,3.00,Kolkata Knight Riders,2009-05-16
Ishant Sharma,4,0,23,0,0,0,5.75,Kolkata Knight Riders,2009-05-16
Mashrafe Mortaza,4,0,58,0,2,2,14.50,Kolkata Knight Riders,2009-05-16
Pragyan Ojha,2,0,12,0,0,0,6.00,Deccan Chargers,2009-05-17
Venugopal Rao,2,0,8,1,0,0,4.00,Deccan Chargers,2009-05-17
Tirumalsetti Suman,4,0,23,1,1,0,5.75,Deccan Chargers,2009-05-17
Rohit Sharma,2,0,23,0,0,0,11.50,Deccan Chargers,2009-05-17
Andrew Symonds,2,0,10,1,0,1,5.00,Deccan Chargers,2009-05-17
RP Singh,4,0,26,3,0,2,6.50,Deccan Chargers,2009-05-17
Ryan Harris,4,0,31,0,0,2,7.75,Deccan Chargers,2009-05-17
Wilkin Mota,1,0,18,0,0,0,18.00,Kings XI Punjab,2009-05-17
Ramesh Powar,2,0,11,2,0,1,5.50,Kings XI Punjab,2009-05-17
S Sreesanth,2,0,10,0,0,0,5.00,Kings XI Punjab,2009-05-17
Yuvraj Singh,4,0,13,3,0,0,3.25,Kings XI Punjab,2009-05-17
Piyush Chawla,4,0,20,0,0,0,5.00,Kings XI Punjab,2009-05-17
Irfan Pathan,3,0,29,2,0,1,9.67,Kings XI Punjab,2009-05-17
Brett Lee,4,0,31,0,2,0,7.75,Kings XI Punjab,2009-05-17
Ravindra Jadeja,2,0,13,0,0,0,6.50,Rajasthan Royals,2009-05-17
Shane Warne,4,0,28,0,0,0,7.00,Rajasthan Royals,2009-05-17
Johan Botha,4,0,23,1,0,1,5.75,Rajasthan Royals,2009-05-17
Siddharth Trivedi,1,0,9,0,0,0,9.00,Rajasthan Royals,2009-05-17
Amit Singh,3,0,23,0,0,0,7.67,Rajasthan Royals,2009-05-17
Yusuf Pathan,1,0,4,0,0,0,4.00,Rajasthan Royals,2009-05-17
Abhishek Raut,1,0,10,0,0,0,10.00,Rajasthan Royals,2009-05-17
Munaf Patel,4,0,39,2,3,0,9.75,Rajasthan Royals,2009-05-17
Tillakaratne Dilshan,1,0,10,0,0,0,10.00,Delhi Daredevils,2009-05-17
Amit Mishra,4,0,33,3,2,0,8.25,Delhi Daredevils,2009-05-17
Farveez Maharoof,4,0,27,2,0,0,6.75,Delhi Daredevils,2009-05-17
Aavishkar Salvi,4,0,19,2,0,1,4.75,Delhi Daredevils,2009-05-17
Dirk Nannes,4,0,33,1,0,3,8.25,Delhi Daredevils,2009-05-17
Ashish Nehra,3,0,8,1,0,1,2.67,Delhi Daredevils,2009-05-17
Ajantha Mendis,4,0,38,0,0,0,9.50,Kolkata Knight Riders,2009-05-18
Murali Kartik,3,0,27,0,0,1,9.00,Kolkata Knight Riders,2009-05-18
Ajit Agarkar,4,0,45,0,0,5,11.25,Kolkata Knight Riders,2009-05-18
Anureet Singh,1,0,12,0,0,2,12.00,Kolkata Knight Riders,2009-05-18
David Hussey,2,0,18,0,0,1,9.00,Kolkata Knight Riders,2009-05-18
Brad Hodge,2,0,12,0,0,0,6.00,Kolkata Knight Riders,2009-05-18
Ashok Dinda,4,0,29,1,0,0,7.25,Kolkata Knight Riders,2009-05-18
Lakshmipathy Balaji,3,0,40,0,0,0,13.33,Chennai Super Kings,2009-05-18
Suresh Raina,3,0,25,0,0,0,8.33,Chennai Super Kings,2009-05-18
Shadab Jakati,4,0,36,1,0,0,9.00,Chennai Super Kings,2009-05-18
Albie Morkel,3,0,39,0,1,0,13.00,Chennai Super Kings,2009-05-18
Muttiah Muralitharan,4,0,16,1,0,0,4.00,Chennai Super Kings,2009-05-18
Sudeep Tyagi,3,0,29,0,0,0,9.67,Chennai Super Kings,2009-05-18
Anil Kumble,4,0,24,2,0,2,6.00,Royal Challengers Bangalore,2009-05-19
Roelof van der Merwe,4,0,31,1,0,0,7.75,Royal Challengers Bangalore,2009-05-19
Balachandra Akhil,2,0,20,0,0,0,10.00,Royal Challengers Bangalore,2009-05-19
Jacques Kallis,4,0,17,1,0,0,4.25,Royal Challengers Bangalore,2009-05-19
Praveen Kumar,4,0,30,3,0,0,7.50,Royal Challengers Bangalore,2009-05-19
Virat Kohli,2,0,12,0,0,1,6.00,Royal Challengers Bangalore,2009-05-19
Daniel Vettori,4,0,32,0,0,0,8.00,Delhi Daredevils,2009-05-19
Yogesh Nagar,2,0,20,2,1,0,10.00,Delhi Daredevils,2009-05-19
Ashish Nehra,4,0,21,1,1,0,5.25,Delhi Daredevils,2009-05-19
Andrew McDonald,3,0,22,0,0,0,7.33,Delhi Daredevils,2009-05-19
Aavishkar Salvi,4,0,30,0,0,0,7.50,Delhi Daredevils,2009-05-19
Farveez Maharoof,2,0,9,0,0,0,4.50,Delhi Daredevils,2009-05-19
Sourav Sarkar,3,0,15,1,0,0,5.00,Kolkata Knight Riders,2009-05-20
Ashok Dinda,4,0,12,0,0,1,3.00,Kolkata Knight Riders,2009-05-20
Charl Langeveldt,4,0,15,3,0,1,3.75,Kolkata Knight Riders,2009-05-20
Brad Hodge,1,0,22,0,0,0,22.00,Kolkata Knight Riders,2009-05-20
Laxmi Shukla,4,0,20,0,0,1,5.00,Kolkata Knight Riders,2009-05-20
Ajit Agarkar,4,0,15,2,0,0,3.75,Kolkata Knight Riders,2009-05-20
Ravindra Jadeja,2,0,13,0,0,0,6.50,Rajasthan Royals,2009-05-20
Tyron Henderson,2,0,10,0,0,0,5.00,Rajasthan Royals,2009-05-20
Shane Warne,4,0,24,0,0,1,6.00,Rajasthan Royals,2009-05-20
Johan Botha,4,0,19,2,0,0,4.75,Rajasthan Royals,2009-05-20
Amit Singh,3.3,0,19,1,0,0,5.76,Rajasthan Royals,2009-05-20
Munaf Patel,4,0,14,2,1,0,3.50,Rajasthan Royals,2009-05-20
Piyush Chawla,2,0,13,1,0,0,6.50,Kings XI Punjab,2009-05-20
S Sreesanth,4,0,23,2,0,1,5.75,Kings XI Punjab,2009-05-20
Ramesh Powar,4,0,19,1,0,0,4.75,Kings XI Punjab,2009-05-20
Irfan Pathan,4,0,32,2,0,1,8.00,Kings XI Punjab,2009-05-20
Brett Lee,4,0,16,0,0,0,4.00,Kings XI Punjab,2009-05-20
Wilkin Mota,2,0,8,1,0,0,4.00,Kings XI Punjab,2009-05-20
Suresh Raina,4,0,17,2,0,1,4.25,Chennai Super Kings,2009-05-20
Ravichandran Ashwin,4,0,13,2,0,0,3.25,Chennai Super Kings,2009-05-20
Manpreet Gony,2,0,9,0,0,0,4.50,Chennai Super Kings,2009-05-20
Lakshmipathy Balaji,2,0,14,0,0,0,7.00,Chennai Super Kings,2009-05-20
Muttiah Muralitharan,4,0,8,2,0,0,2.00,Chennai Super Kings,2009-05-20
Thilan Thushara,4,0,28,2,0,2,7.00,Chennai Super Kings,2009-05-20
Rajat Bhatia,4,0,29,1,0,1,7.25,Delhi Daredevils,2009-05-21
Amit Mishra,4,0,42,0,1,0,10.50,Delhi Daredevils,2009-05-21
Aavishkar Salvi,4,0,27,1,0,2,6.75,Delhi Daredevils,2009-05-21
