Name,Overs,Maiden,Runs,Wicket,No Balls,Wides,Economy,Team,Date
Chris Gayle,1,0,14,0,0,3,14.00,Kolkata Knight Riders,2009-04-21
Moises Henriques,4,0,32,1,0,1,8.00,Kolkata Knight Riders,2009-04-21
Ashok Dinda,4,0,34,1,0,1,8.50,Kolkata Knight Riders,2009-04-21
Murali Kartik,1,0,7,0,0,0,7.00,Kolkata Knight Riders,2009-04-21
Laxmi Shukla,2,0,22,0,0,2,11.00,Kolkata Knight Riders,2009-04-21
Sourav Ganguly,4,0,24,2,0,0,6.00,Kolkata Knight Riders,2009-04-21
Ishant Sharma,4,0,24,1,0,0,6.00,Kolkata Knight Riders,2009-04-21
Irfan Pathan,3,0,27,0,0,2,9.00,Kings XI Punjab,2009-04-21
Ravi Bopara,0.2,0,1,0,0,0,5.00,Kings XI Punjab,2009-04-21
Vikramjeet Singh Malik,2,0,23,1,0,0,11.50,Kings XI Punjab,2009-04-21
Piyush Chawla,2,0,8,0,0,0,4.00,Kings XI Punjab,2009-04-21
Yusuf Abdulla,2,0,20,0,0,2,10.00,Kings XI Punjab,2009-04-21
Kevin Pietersen,4,0,31,2,0,0,7.75,Royal Challengers Bangalore,2009-04-22
Jesse Ryder,3,0,29,1,0,1,9.67,Royal Challengers Bangalore,2009-04-22
Praveen Kumar,4,0,37,1,0,0,9.25,Royal Challengers Bangalore,2009-04-22
Dale Steyn,3,0,21,1,0,0,7.00,Royal Challengers Bangalore,2009-04-22
Jacques Kallis,2,0,19,0,0,0,9.50,Royal Challengers Bangalore,2009-04-22
Anil Kumble,4,0,39,0,0,0,9.75,Royal Challengers Bangalore,2009-04-22
Fidel Edwards,4,0,39,1,0,1,9.75,Deccan Chargers,2009-04-22
Pragyan Ojha,4,0,27,1,0,0,6.75,Deccan Chargers,2009-04-22
Scott Styris,4,0,32,3,0,1,8.00,Deccan Chargers,2009-04-22
RP Singh,4,0,17,2,0,0,4.25,Deccan Chargers,2009-04-22
Harmeet Singh Bansal,4,0,44,0,0,4,11.00,Deccan Chargers,2009-04-22
Lakshmipathy Balaji,4,0,19,3,0,1,4.75,Chennai Super Kings,2009-04-23
Manpreet Gony,4,0,45,1,0,0,11.25,Chennai Super Kings,2009-04-23
Albie Morkel,4,0,41,1,0,0,10.25,Chennai Super Kings,2009-04-23
Andrew Flintoff,4,0,50,0,0,0,12.50,Chennai Super Kings,2009-04-23
Joginder Sharma,1,0,8,0,0,0,8.00,Chennai Super Kings,2009-04-23
Muttiah Muralitharan,3,0,26,0,0,0,8.67,Chennai Super Kings,2009-04-23
Aavishkar Salvi,3,0,41,0,0,1,13.67,Delhi Daredevils,2009-04-23
Ashish Nehra,4,0,33,1,0,1,8.25,Delhi Daredevils,2009-04-23
Dirk Nannes,4,0,32,0,0,0,8.00,Delhi Daredevils,2009-04-23
Manoj Tiwary,1,0,11,0,0,0,11.00,Delhi Daredevils,2009-04-23
Pradeep Sangwan,4,0,28,3,1,2,7.00,Delhi Daredevils,2009-04-23
Daniel Vettori,4,0,29,2,0,0,7.25,Delhi Daredevils,2009-04-23
Anureet Singh,4,0,35,2,0,2,8.75,Kolkata Knight Riders,2009-04-23
Ajit Agarkar,1,0,14,0,0,1,14.00,Kolkata Knight Riders,2009-04-23
Ajantha Mendis,4,0,19,2,0,1,4.75,Kolkata Knight Riders,2009-04-23
Sourav Ganguly,3,0,23,0,0,0,7.67,Kolkata Knight Riders,2009-04-23
Chris Gayle,4,0,20,0,0,2,5.00,Kolkata Knight Riders,2009-04-23
Ishant Sharma,4,0,36,2,0,0,9.00,Kolkata Knight Riders,2009-04-23
Munaf Patel,3,0,36,1,1,0,12.00,Rajasthan Royals,2009-04-23
Kamran Khan,4,0,18,3,0,3,4.50,Rajasthan Royals,2009-04-23
Shane Warne,4,0,25,2,0,2,6.25,Rajasthan Royals,2009-04-23
Dimitri Mascarenhas,4,1,29,1,0,0,7.25,Rajasthan Royals,2009-04-23
Ravindra Jadeja,1,0,7,0,0,0,7.00,Rajasthan Royals,2009-04-23
Yusuf Pathan,4,0,27,0,0,4,6.75,Rajasthan Royals,2009-04-23
Vikram Singh,2,0,22,1,0,0,11.00,Kings XI Punjab,2009-04-24
Ravi Bopara,1,0,4,0,0,0,4.00,Kings XI Punjab,2009-04-24
Ranadeb Bose,2,0,24,0,0,0,12.00,Kings XI Punjab,2009-04-24
Irfan Pathan,4,0,35,3,0,0,8.75,Kings XI Punjab,2009-04-24
Yusuf Abdulla,4,0,31,4,0,3,7.75,Kings XI Punjab,2009-04-24
Piyush Chawla,4,0,19,1,0,0,4.75,Kings XI Punjab,2009-04-24
Yuvraj Singh,3,0,28,0,0,0,9.33,Kings XI Punjab,2009-04-24
Vinay Kumar,1,0,4,0,0,0,4.00,Royal Challengers Bangalore,2009-04-24
Jacques Kallis,4,0,51,1,0,2,12.75,Royal Challengers Bangalore,2009-04-24
Pankaj Singh,2,0,20,0,0,2,10.00,Royal Challengers Bangalore,2009-04-24
Praveen Kumar,4,0,36,0,0,1,9.00,Royal Challengers Bangalore,2009-04-24
Kevin Pietersen,2,0,16,0,0,0,8.00,Royal Challengers Bangalore,2009-04-24
Jesse Ryder,2,0,23,0,0,0,11.50,Royal Challengers Bangalore,2009-04-24
Anil Kumble,4,0,19,1,0,0,4.75,Royal Challengers Bangalore,2009-04-24
Dhawal Kulkarni,1,0,18,0,0,0,18.00,Mumbai Indians,2009-04-25
Lasith Malinga,4,1,19,3,0,1,4.75,Mumbai Indians,2009-04-25
Zaheer Khan,4,0,32,0,0,1,8.00,Mumbai Indians,2009-04-25
Dwayne Bravo,4,0,34,3,0,1,8.50,Mumbai Indians,2009-04-25
Harbhajan Singh,4,0,27,1,0,1,6.75,Mumbai Indians,2009-04-25
Sanath Jayasuriya,3,0,29,1,0,1,9.67,Mumbai Indians,2009-04-25
Harmeet Singh Bansal,1,0,19,0,0,0,19.00,Deccan Chargers,2009-04-25
Fidel Edwards,4,0,27,2,0,4,6.75,Deccan Chargers,2009-04-25
Dwayne Smith,2,0,15,0,0,0,7.50,Deccan Chargers,2009-04-25
RP Singh,4,0,27,2,1,1,6.75,Deccan Chargers,2009-04-25
Venugopal Rao,4,0,33,0,0,0,8.25,Deccan Chargers,2009-04-25
Rohit Sharma,1,0,8,0,0,0,8.00,Deccan Chargers,2009-04-25
Pragyan Ojha,4,0,21,3,0,1,5.25,Deccan Chargers,2009-04-25
Ashish Nehra,4,0,34,2,1,1,8.50,Delhi Daredevils,2009-04-26
Pradeep Sangwan,4,0,32,1,0,1,8.00,Delhi Daredevils,2009-04-26
Amit Mishra,4,0,19,1,0,2,4.75,Delhi Daredevils,2009-04-26
Daniel Vettori,4,0,35,1,0,0,8.75,Delhi Daredevils,2009-04-26
Dirk Nannes,4,0,24,1,0,1,6.00,Delhi Daredevils,2009-04-26
Pankaj Singh,4,0,31,2,0,1,7.75,Royal Challengers Bangalore,2009-04-26
Vinay Kumar,3.2,0,28,0,0,0,8.75,Royal Challengers Bangalore,2009-04-26
Balachandra Akhil,1,0,8,1,0,0,8.00,Royal Challengers Bangalore,2009-04-26
KP Appanna,4,0,24,1,0,0,6.00,Royal Challengers Bangalore,2009-04-26
Jacques Kallis,3,0,37,0,0,3,12.33,Royal Challengers Bangalore,2009-04-26
Anil Kumble,4,0,22,0,0,0,5.50,Royal Challengers Bangalore,2009-04-26
Shane Warne,4,0,37,0,0,0,9.25,Rajasthan Royals,2009-04-26
Kamran Khan,4,0,15,2,0,3,3.75,Rajasthan Royals,2009-04-26
Dimitri Mascarenhas,4,0,29,0,0,0,7.25,Rajasthan Royals,2009-04-26
Munaf Patel,4,0,24,2,0,1,6.00,Rajasthan Royals,2009-04-26
Yusuf Pathan,4,0,30,0,0,4,7.50,Rajasthan Royals,2009-04-26
Yusuf Abdulla,4,0,21,3,0,1,5.25,Kings XI Punjab,2009-04-26
Irfan Pathan,4,0,26,2,0,3,6.50,Kings XI Punjab,2009-04-26
Ramesh Powar,2,0,10,0,0,1,5.00,Kings XI Punjab,2009-04-26
Vikram Singh,4,0,19,0,0,0,4.75,Kings XI Punjab,2009-04-26
Piyush Chawla,4,0,22,2,0,0,5.50,Kings XI Punjab,2009-04-26
Yuvraj Singh,2,0,9,0,0,0,4.50,Kings XI Punjab,2009-04-26
Shoaib Ahmed,3,0,31,0,0,1,10.33,Deccan Chargers,2009-04-27
Fidel Edwards,4,0,21,1,0,0,5.25,Deccan Chargers,2009-04-27
RP Singh,3,0,32,1,3,2,10.67,Deccan Chargers,2009-04-27
Dwayne Smith,1,0,17,0,0,0,17.00,Deccan Chargers,2009-04-27
Venugopal Rao,4,0,35,1,0,1,8.75,Deccan Chargers,2009-04-27
Rohit Sharma,3,0,18,1,0,0,6.00,Deccan Chargers,2009-04-27
Pragyan Ojha,2,0,11,2,0,0,5.50,Deccan Chargers,2009-04-27
Suresh Raina,4,0,18,2,0,0,4.50,Chennai Super Kings,2009-04-27
Joginder Sharma,1,0,14,0,0,0,14.00,Chennai Super Kings,2009-04-27
Manpreet Gony,1,0,20,0,0,1,20.00,Chennai Super Kings,2009-04-27
Albie Morkel,3,0,29,0,1,0,9.67,Chennai Super Kings,2009-04-27
Lakshmipathy Balaji,3.3,0,41,1,0,1,12.42,Chennai Super Kings,2009-04-27
Jacob Oram,3,0,28,0,0,0,9.33,Chennai Super Kings,2009-04-27
Muttiah Muralitharan,4,0,17,1,0,1,4.25,Chennai Super Kings,2009-04-27
Laxmi Shukla,4,0,25,3,0,0,6.25,Kolkata Knight Riders,2009-04-27
Brad Hodge,3,0,29,1,0,0,9.67,Kolkata Knight Riders,2009-04-27
Ashok Dinda,2,0,24,0,0,1,12.00,Kolkata Knight Riders,2009-04-27
Sourav Ganguly,1,0,16,0,0,1,16.00,Kolkata Knight Riders,2009-04-27
Ajantha Mendis,4,0,39,0,0,0,9.75,Kolkata Knight Riders,2009-04-27
Chris Gayle,2,0,24,0,0,0,12.00,Kolkata Knight Riders,2009-04-27
Ishant Sharma,4,0,29,1,0,2,7.25,Kolkata Knight Riders,2009-04-27
Harbhajan Singh,2,0,15,0,0,0,7.50,Mumbai Indians,2009-04-27
Dwayne Bravo,3,0,31,2,0,1,10.33,Mumbai Indians,2009-04-27
Lasith Malinga,2.2,0,11,3,1,1,5.00,Mumbai Indians,2009-04-27
Zaheer Khan,3,0,14,1,0,0,4.67,Mumbai Indians,2009-04-27
Abhishek Nayar,3,0,13,3,0,0,4.33,Mumbai Indians,2009-04-27
Sachin Tendulkar,2,0,11,0,0,0,5.50,Mumbai Indians,2009-04-27
Yusuf Pathan,2,0,14,0,0,0,7.00,Rajasthan Royals,2009-04-28
Dimitri Mascarenhas,4,0,28,2,0,0,7.00,Rajasthan Royals,2009-04-28
Kamran Khan,4,0,35,1,0,1,8.75,Rajasthan Royals,2009-04-28
Munaf Patel,4,1,14,2,1,0,3.50,Rajasthan Royals,2009-04-28
Shane Warne,4,0,32,2,0,0,8.00,Rajasthan Royals,2009-04-28
Ravindra Jadeja,2,0,17,0,0,0,8.50,Rajasthan Royals,2009-04-28
Amit Mishra,4,0,34,3,1,0,8.50,Delhi Daredevils,2009-04-28
Pradeep Sangwan,4,0,28,0,0,2,7.00,Delhi Daredevils,2009-04-28
Ashish Nehra,4,0,23,1,0,1,5.75,Delhi Daredevils,2009-04-28
Tillakaratne Dilshan,1,0,4,0,0,0,4.00,Delhi Daredevils,2009-04-28
Daniel Vettori,2,0,32,0,0,0,16.00,Delhi Daredevils,2009-04-28
Dirk Nannes,3.3,0,23,0,0,2,6.97,Delhi Daredevils,2009-04-28
KP Appanna,3,0,30,1,0,0,10.00,Royal Challengers Bangalore,2009-04-29
Anil Kumble,4,0,16,2,0,0,4.00,Royal Challengers Bangalore,2009-04-29
Kevin Pietersen,4,0,24,1,0,2,6.00,Royal Challengers Bangalore,2009-04-29
Roelof van der Merwe,4,0,28,1,0,0,7.00,Royal Challengers Bangalore,2009-04-29
Pankaj Singh,1,0,14,0,0,0,14.00,Royal Challengers Bangalore,2009-04-29
Praveen Kumar,4,0,25,1,0,1,6.25,Royal Challengers Bangalore,2009-04-29
Murali Kartik,4,0,26,0,0,1,6.50,Kolkata Knight Riders,2009-04-29
Ajit Agarkar,2,0,23,0,0,4,11.50,Kolkata Knight Riders,2009-04-29
Ishant Sharma,4,0,15,2,0,1,3.75,Kolkata Knight Riders,2009-04-29
Brad Hodge,4,0,29,3,0,0,7.25,Kolkata Knight Riders,2009-04-29
Sourav Ganguly,2,0,17,0,0,0,8.50,Kolkata Knight Riders,2009-04-29
Chris Gayle,3.5,0,31,0,0,0,8.86,Kolkata Knight Riders,2009-04-29
Sanath Jayasuriya,1,0,5,1,0,0,5.00,Mumbai Indians,2009-04-29
Sachin Tendulkar,1,0,7,0,0,1,7.00,Mumbai Indians,2009-04-29
Dwayne Bravo,3,0,24,1,0,2,8.00,Mumbai Indians,2009-04-29
Jean-Paul Duminy,3,0,23,1,0,1,7.67,Mumbai Indians,2009-04-29
Zaheer Khan,4,0,19,1,0,1,4.75,Mumbai Indians,2009-04-29
Lasith Malinga,4,0,12,2,0,1,3.00,Mumbai Indians,2009-04-29
Harbhajan Singh,4,0,23,1,0,0,5.75,Mumbai Indians,2009-04-29
Wilkin Mota,1,0,3,0,0,0,3.00,Kings XI Punjab,2009-04-29
Irfan Pathan,4,0,20,2,0,2,5.00,Kings XI Punjab,2009-04-29
Karan Goel,2,0,11,0,0,1,5.50,Kings XI Punjab,2009-04-29
Piyush Chawla,3,0,26,1,0,0,8.67,Kings XI Punjab,2009-04-29
Ramesh Powar,4,0,23,1,0,1,5.75,Kings XI Punjab,2009-04-29
Vikramjeet Singh Malik,2,0,12,1,1,0,6.00,Kings XI Punjab,2009-04-29
Yusuf Abdulla,4,0,19,2,0,3,4.75,Kings XI Punjab,2009-04-29
Daniel Vettori,3,0,23,1,0,2,7.67,Delhi Daredevils,2009-04-30
Amit Mishra,4,0,32,1,0,0,8.00,Delhi Daredevils,2009-04-30
Pradeep Sangwan,4,0,24,1,0,0,6.00,Delhi Daredevils,2009-04-30
Dirk Nannes,4,0,16,2,0,0,4.00,Delhi Daredevils,2009-04-30
Ashish Nehra,4,0,30,2,1,0,7.50,Delhi Daredevils,2009-04-30
Tillakaratne Dilshan,1,0,15,0,0,0,15.00,Delhi Daredevils,2009-04-30
Dwayne Smith,1,0,8,0,0,0,8.00,Deccan Chargers,2009-04-30
Venugopal Rao,2,0,20,0,0,1,10.00,Deccan Chargers,2009-04-30
Fidel Edwards,3.4,0,44,0,1,3,12.94,Deccan Chargers,2009-04-30
Rohit Sharma,1,0,10,0,0,0,10.00,Deccan Chargers,2009-04-30
Pragyan Ojha,4,0,24,1,0,1,6.00,Deccan Chargers,2009-04-30
Shoaib Ahmed,4,0,20,2,0,0,5.00,Deccan Chargers,2009-04-30
RP Singh,3,0,20,1,0,2,6.67,Deccan Chargers,2009-04-30
Siddharth Trivedi,3,0,35,0,0,1,11.67,Rajasthan Royals,2009-04-30
Munaf Patel,4,0,25,2,0,0,6.25,Rajasthan Royals,2009-04-30
Kamran Khan,2.4,0,35,0,1,0,14.58,Rajasthan Royals,2009-04-30
Dimitri Mascarenhas,3.2,0,26,0,0,0,8.13,Rajasthan Royals,2009-04-30
Yusuf Pathan,3,0,17,2,0,0,5.67,Rajasthan Royals,2009-04-30
Shane Warne,4,0,24,1,0,1,6.00,Rajasthan Royals,2009-04-30
Lakshmipathy Balaji,3.3,0,21,4,0,1,6.36,Chennai Super Kings,2009-04-30
Jacob Oram,4,0,27,2,0,0,6.75,Chennai Super Kings,2009-04-30
Suresh Raina,2,0,11,1,0,0,5.50,Chennai Super Kings,2009-04-30
Muttiah Muralitharan,4,0,33,0,0,1,8.25,Chennai Super Kings,2009-04-30
Sudeep Tyagi,2,0,8,0,0,1,4.00,Chennai Super Kings,2009-04-30
Albie Morkel,4,0,21,2,0,0,5.25,Chennai Super Kings,2009-04-30
Chris Gayle,4,0,21,1,0,1,5.25,Kolkata Knight Riders,2009-05-01
Brad Hodge,2,0,13,1,0,0,6.50,Kolkata Knight Riders,2009-05-01
Ajit Agarkar,1,0,12,1,0,1,12.00,Kolkata Knight Riders,2009-05-01
Murali Kartik,3,0,20,1,0,0,6.67,Kolkata Knight Riders,2009-05-01
Ashok Dinda,3,0,27,1,0,1,9.00,Kolkata Knight Riders,2009-05-01
Laxmi Shukla,3,0,25,0,0,0,8.33,Kolkata Knight Riders,2009-05-01
Ishant Sharma,4,0,24,1,1,2,6.00,Kolkata Knight Riders,2009-05-01
Abhishek Nayar,3,0,20,1,0,1,6.67,Mumbai Indians,2009-05-01
Graham Napier,4,0,27,1,0,0,6.75,Mumbai Indians,2009-05-01
Zaheer Khan,4,0,31,3,1,1,7.75,Mumbai Indians,2009-05-01
Sanath Jayasuriya,1,0,13,0,0,2,13.00,Mumbai Indians,2009-05-01
Lasith Malinga,4,0,23,0,0,2,5.75,Mumbai Indians,2009-05-01
Harbhajan Singh,4,0,24,0,0,0,6.00,Mumbai Indians,2009-05-01
Yuvraj Singh,4,0,22,3,0,1,5.50,Kings XI Punjab,2009-05-01
Piyush Chawla,4,0,29,0,0,1,7.25,Kings XI Punjab,2009-05-01
Ramesh Powar,1,0,8,0,0,0,8.00,Kings XI Punjab,2009-05-01
Irfan Pathan,4,0,19,2,0,0,4.75,Kings XI Punjab,2009-05-01
Vikramjeet Singh Malik,3,0,29,0,0,1,9.67,Kings XI Punjab,2009-05-01
Yusuf Abdulla,4,1,36,4,0,1,9.00,Kings XI Punjab,2009-05-01
KP Appanna,2,0,10,0,0,0,5.00,Royal Challengers Bangalore,2009-05-01
Jacques Kallis,3,0,19,0,0,0,6.33,Royal Challengers Bangalore,2009-05-01
Praveen Kumar,4,0,27,2,0,2,6.75,Royal Challengers Bangalore,2009-05-01
Roelof van der Merwe,3,0,22,2,0,1,7.33,Royal Challengers Bangalore,2009-05-01
Anil Kumble,4,0,25,2,0,0,6.25,Royal Challengers Bangalore,2009-05-01
Jesse Ryder,4,0,24,0,0,0,6.00,Royal Challengers Bangalore,2009-05-01
Abhishek Raut,1,0,7,0,0,0,7.00,Rajasthan Royals,2009-05-02
Shane Harwood,4,0,25,2,0,0,6.25,Rajasthan Royals,2009-05-02
Ravindra Jadeja,4,0,22,1,0,3,5.50,Rajasthan Royals,2009-05-02
Yusuf Pathan,4,0,19,1,0,0,4.75,Rajasthan Royals,2009-05-02
Munaf Patel,2,0,23,0,0,0,11.50,Rajasthan Royals,2009-05-02
Siddharth Trivedi,2,0,13,1,0,0,6.50,Rajasthan Royals,2009-05-02
Shane Warne,3,0,29,0,0,1,9.67,Rajasthan Royals,2009-05-02
Shoaib Ahmed,2,0,19,0,0,0,9.50,Deccan Chargers,2009-05-02
Venugopal Rao,2,0,23,2,0,0,11.50,Deccan Chargers,2009-05-02
RP Singh,4,1,18,2,1,0,4.50,Deccan Chargers,2009-05-02
Fidel Edwards,3.4,0,17,1,0,1,5.00,Deccan Chargers,2009-05-02
Pragyan Ojha,4,0,27,1,0,1,6.75,Deccan Chargers,2009-05-02
Rohit Sharma,2,0,14,0,0,1,7.00,Deccan Chargers,2009-05-02
Dwayne Smith,2,0,21,0,0,0,10.50,Deccan Chargers,2009-05-02
Rajat Bhatia,3,0,17,2,0,0,5.67,Delhi Daredevils,2009-05-02
Amit Mishra,3,0,24,0,0,0,8.00,Delhi Daredevils,2009-05-02
Tillakaratne Dilshan,3,0,23,0,0,0,7.67,Delhi Daredevils,2009-05-02
Ashish Nehra,4,0,27,3,0,2,6.75,Delhi Daredevils,2009-05-02
Pradeep Sangwan,3,0,41,1,0,1,13.67,Delhi Daredevils,2009-05-02
Dirk Nannes,4,0,27,3,0,2,6.75,Delhi Daredevils,2009-05-02
Jacob Oram,1,0,14,0,0,0,14.00,Chennai Super Kings,2009-05-02
Albie Morkel,4,0,32,1,0,0,8.00,Chennai Super Kings,2009-05-02
Suresh Raina,1,0,7,0,0,0,7.00,Chennai Super Kings,2009-05-02
Lakshmipathy Balaji,3,0,26,0,0,0,8.67,Chennai Super Kings,2009-05-02
Muttiah Muralitharan,4,0,22,1,0,0,5.50,Chennai Super Kings,2009-05-02
Shadab Jakati,4,0,24,4,0,0,6.00,Chennai Super Kings,2009-05-02
Sudeep Tyagi,3,0,18,2,1,0,6.00,Chennai Super Kings,2009-05-02
Piyush Chawla,4,0,27,2,0,1,6.75,Kings XI Punjab,2009-05-03
Vikramjeet Singh Malik,4,0,23,0,0,0,5.75,Kings XI Punjab,2009-05-03
Irfan Pathan,4,0,37,0,0,1,9.25,Kings XI Punjab,2009-05-03
Ramesh Powar,2,0,8,0,0,1,4.00,Kings XI Punjab,2009-05-03
Yuvraj Singh,2,0,22,0,0,0,11.00,Kings XI Punjab,2009-05-03
Yusuf Abdulla,4,0,33,1,0,0,8.25,Kings XI Punjab,2009-05-03
Murali Kartik,3,0,20,0,0,2,6.67,Kolkata Knight Riders,2009-05-03
Sourav Ganguly,1,0,9,0,0,0,9.00,Kolkata Knight Riders,2009-05-03
Ashok Dinda,2,0,26,0,0,2,13.00,Kolkata Knight Riders,2009-05-03
Brad Hodge,2,0,13,1,0,1,6.50,Kolkata Knight Riders,2009-05-03
Laxmi Shukla,1,0,8,0,0,1,8.00,Kolkata Knight Riders,2009-05-03
Ajit Agarkar,4,0,29,1,0,0,7.25,Kolkata Knight Riders,2009-05-03
Chris Gayle,3,0,20,0,0,0,6.67,Kolkata Knight Riders,2009-05-03
Ishant Sharma,4,0,27,2,0,0,6.75,Kolkata Knight Riders,2009-05-03
Anil Kumble,2,0,18,0,0,0,9.00,Royal Challengers Bangalore,2009-05-03
Vinay Kumar,4,0,32,0,0,0,8.00,Royal Challengers Bangalore,2009-05-03
Dillon du Preez,4,1,32,3,1,0,8.00,Royal Challengers Bangalore,2009-05-03
Jacques Kallis,4,0,23,0,0,1,5.75,Royal Challengers Bangalore,2009-05-03
Praveen Kumar,3,1,15,0,0,0,5.00,Royal Challengers Bangalore,2009-05-03
Roelof van der Merwe,3,0,27,1,0,0,9.00,Royal Challengers Bangalore,2009-05-03
Sanath Jayasuriya,2,0,20,0,0,0,10.00,Mumbai Indians,2009-05-03
Sachin Tendulkar,2,0,21,0,0,0,10.50,Mumbai Indians,2009-05-03
Harbhajan Singh,2,0,14,0,0,0,7.00,Mumbai Indians,2009-05-03
Lasith Malinga,3.1,1,24,0,0,0,7.74,Mumbai Indians,2009-05-03
Abhishek Nayar,4,0,26,0,0,4,6.50,Mumbai Indians,2009-05-03
Dwayne Bravo,3,0,32,0,0,1,10.67,Mumbai Indians,2009-05-03
Zaheer Khan,2,0,12,1,0,2,6.00,Mumbai Indians,2009-05-03
Pragyan Ojha,4,0,26,0,0,1,6.50,Deccan Chargers,2009-05-04
Shoaib Ahmed,2,0,14,1,0,0,7.00,Deccan Chargers,2009-05-04
Rohit Sharma,1,0,8,0,0,0,8.00,Deccan Chargers,2009-05-04
Dwayne Smith,2,0,21,0,0,1,10.50,Deccan Chargers,2009-05-04
Ryan Harris,4,0,39,0,0,0,9.75,Deccan Chargers,2009-05-04
